,Age,Density Corner Left Eye,Density Corner Right Eye,Density Forehead,Density Cheek Left,Density Cheek Right,Depth Corner Left Eye,Depth Corner Right Eye,Depth Forehead,Depth Cheek Left,Depth Cheek Right,Variance Corner Left Eye,Variance Corner Right Eye,Variance Forehead,Variance Cheek Left,Variance Cheek Right,Spot Density Corner Left Eye,Spot Density Corner Right Eye,Spot Density Forehead,Spot Density Cheek Left,Spot Density Cheek Right,Max Spot Size Corner Left Eye,Max Spot Size Corner Right Eye,Max Spot Size Forehead,Max Spot Size Cheek Left,Max Spot Size Cheek Right,Count of Spots Corner Left Eye,Count of Spots Corner Right Eye,Count of Spots Forehead,Count of Spots Cheek Left,Count of Spots Cheek Right,Path
11,49,0.4185706891452233,0.5066162570888468,0.1556179775280899,0.5943877551020408,0.2427536231884058,0.6959265617512893,0.36194123929916455,0.20823491491416496,0.36713156277160164,0.31559835947866366,0.6481395970733231,0.22986601770757395,0.10010446096179786,0.25658494319020553,0.13550240885725137,0.0,0.0,0.0,0.0,0.024456521739130436,0.0,0.0,0.0,0.0,0.00035696073431922486,0,0,0,0,1,../datasets/spots/1006_1964-02-21_2013.jpg
12,49,0.42613636363636365,0.23553719008264462,0.1516934046345811,0.4003889969435954,0.17811447811447811,0.2750259728472638,0.37573203001223804,0.2236873328177593,0.2933368719706293,0.24154723814807058,0.16660601494268285,0.14413489313825323,0.09789490925194022,0.1660561948473897,0.10317341516701102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,../datasets/spots/10071_1966-1-20_2015.jpg
13,36,0.3173076923076923,0.34618916437098257,0.10837887067395265,0.1492753623188406,0.08291245791245791,0.3471670113708193,0.3145652583959491,0.22054211698890844,0.23796455661960952,0.20897639484529545,0.1671990488900753,0.16335046951865523,0.08406714396800721,0.09680306303071397,0.08291100619620635,0.0,0.0,0.0,0.006956521739130435,0.0,0.0,0.0,0.0,0.000256,0.0,0,0,0,1,0,../datasets/spots/10082_1977-12-17_2013.jpg
14,42,0.5555555555555556,0.5977961432506887,0.004323899371069182,0.15861742424242425,0.18234610917537747,0.3749992059441239,0.3859341288824435,0.23614975971421318,0.34874278709650147,0.2984480664795183,0.25154735260413735,0.26778794378936566,0.035826187009719304,0.10860504154271061,0.10441790095708237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,../datasets/spots/10085_1973-2-2_2015.jpg
15,48,0.34965034965034963,0.19395711500974658,0.33428775948460987,0.472400513478819,0.16908371786420567,0.2818845017510909,0.3000289891838438,0.24374626789157164,0.27734333768427216,0.22543081538765092,0.13695950371914847,0.12193145289024701,0.1399451330237105,0.17579076828342824,0.10282292390384379,0.0,0.0,0.005010737294201861,0.0,0.0,0.0,0.0,0.000196,0.0,0.0,0,0,2,0,0,../datasets/spots/10087_1957-2-19_2005.jpg
16,46,0.39285714285714285,0.6551724137931034,0.14937106918238993,0.32871794871794874,0.26842751842751844,0.2066845757137751,0.3098122458645154,0.20606865265443522,0.296452916128638,0.25387874268083177,0.14149800311783414,0.23789983584221616,0.09857713857053636,0.15329958315288933,0.12809359734053433,0.0,0.0,0.005615453728661276,0.0,0.0,0.0,0.0,0.0002346192703819506,0.0,0.0,0,0,1,0,0,../datasets/spots/1008_1968-06-06_2014.jpg
17,49,0.06818181818181818,0.21714285714285714,0.1443850267379679,0.08761904761904762,0.09107142857142857,0.17950205323762874,0.24266479867244786,0.24882771451000865,0.20096186138660496,0.19856837464580068,0.08093069493757167,0.11300131182862826,0.10381038176807536,0.08345694226616208,0.08532484200068709,0.0,0.0,0.003246753246753247,0.0,0.0,0.0,0.0,0.00019560878243512974,0.0,0.0,0,0,1,0,0,../datasets/spots/10101_1962-3-9_2011.jpg
18,92,0.5714285714285714,0.43067226890756305,0.21608598962194217,0.528236914600551,0.5164835164835165,0.3519722544582968,0.31042512714001064,0.21181725593544903,0.34171796765444606,0.35438856862736823,0.2415051550186894,0.18332980624099854,0.11290722689333112,0.22439379254694125,0.22748925804723477,0.0,0.0,0.024091919940696812,0.0,0.0,0.0,0.0,0.000848336318220379,0.0,0.0,0,0,2,0,0,../datasets/spots/1010_1914-10-27_2006.jpg
19,23,0.14444444444444443,0.3588588588588589,0.17800599058622166,0.18269230769230768,0.05454545454545454,0.35210564564113833,0.23059195771638685,0.2317261554326476,0.26297859420237774,0.23208596255569458,0.09059648497037456,0.1377018962993474,0.09112221563394318,0.09613262316659624,0.06799648720401133,0.0,0.0,0.005134788189987163,0.0,0.0,0.0,0.0,0.000196,0.0,0.0,0,0,1,0,0,../datasets/spots/10113_1991-11-15_2014.jpg
20,48,0.7886904761904762,0.7727272727272727,0.15231092436974789,0.7130864197530864,0.7468,0.8199290391734223,0.6047332190061846,0.2316151391141511,0.5422635428485181,0.5651529169485541,0.6657776414653985,0.4876362968660677,0.10148105544890774,0.4159418249339213,0.4468740022890037,0.0,0.0,0.003851540616246499,0.0,0.0,0.0,0.0,0.00023106667924172405,0.0,0.0,0,0,1,0,0,../datasets/spots/10128_1965-12-7_2013.jpg
21,55,0.45,0.5887573964497042,0.11428571428571428,0.34146341463414637,0.14726507713884993,0.22704515499788885,0.32674734654932364,0.1878780048092492,0.2775747735632379,0.19583151546422298,0.15786965595225144,0.23075055127232008,0.09147178993632733,0.1523486151276648,0.10452339830811319,0.0,0.0,0.0062397372742200325,0.0,0.0,0.0,0.0,0.0004034515693442677,0.0,0.0,0,0,1,0,0,../datasets/spots/10134_1959-10-23_2014.jpg
22,19,0.5771604938271605,0.4831378299120235,0.06385118149824032,0.24170050155242417,0.1815742397137746,0.2758985650159021,0.27888118450431976,0.2039917952846479,0.2808524535352934,0.22848633038249813,0.2009746872192301,0.18207688776933706,0.07508244879382224,0.12323079936020609,0.09838908873373103,0.0,0.0,0.0,0.04752806305230475,0.0,0.0,0.0,0.0,0.002704,0.0,0,0,0,1,0,../datasets/spots/10138_1989-3-11_2008.jpg
23,48,0.14615384615384616,0.39097744360902253,0.23067434210526316,0.18627450980392157,0.35561877667140823,0.19981796882611413,0.24432689104049715,0.2008755160959603,0.19775573407190475,0.23155623601624056,0.0915978917181241,0.1470206126719357,0.11280504141923862,0.1028728637914477,0.14101820589042055,0.0,0.0,0.01069078947368421,0.0,0.03698435277382646,0.0,0.0,0.0006925207756232687,0.0,0.0005302112188365651,0,0,1,0,1,../datasets/spots/10153_1960-8-2_2008.jpg
24,31,0.5933333333333334,0.49736842105263157,0.29916897506925205,0.49714285714285716,0.23577235772357724,0.24339998431601328,0.2529466010760633,0.2574444535535324,0.26827805652591236,0.23224332590738914,0.1873984363075088,0.1738584575444662,0.13608939376832882,0.18009845691913917,0.11981687450670406,0.0,0.0,0.0,0.0236734693877551,0.0,0.0,0.0,0.0,0.0008047884915245712,0.0,0,0,0,1,0,../datasets/spots/10157_1971-8-22_2002.jpg
25,44,0.49022556390977445,0.25925925925925924,0.028142589118198873,0.1520421607378129,0.12865013774104683,0.29949408844664516,0.2647013756967162,0.2134714610215624,0.2239272619251982,0.22433517011389545,0.19230994541759716,0.12723002130019842,0.06028558413518541,0.09259060781508578,0.09074687790034906,0.0,0.0,0.0,0.005797101449275362,0.0,0.0,0.0,0.0,0.000196,0.0,0,0,0,1,0,../datasets/spots/10165_1962-8-15_2006.jpg
26,45,0.5580952380952381,0.3676923076923077,0.7073025335320418,0.06182795698924731,0.03234649122807018,0.32329859822005225,0.2985434258670635,0.41436539043878123,0.22816681112888282,0.21016227642644766,0.2178451605075437,0.15966696963918178,0.32046078414611157,0.05644052477570124,0.046034497054700266,0.0,0.0,0.0,0.017025089605734768,0.0,0.0,0.0,0.0,0.000324,0.0,0,0,0,1,0,../datasets/spots/10184_1970-10-11_2015.jpg
27,45,0.5163636363636364,0.40635451505016723,0.6999389499389499,0.062037037037037036,0.0400219298245614,0.32049443910206205,0.2837665229161738,0.4273908360377152,0.2451914673097994,0.27956074176891194,0.2061548977703443,0.16451427212111774,0.3274260110774448,0.06101209356282285,0.054974725954711805,0.0,0.0,0.0030525030525030525,0.014351851851851852,0.0,0.0,0.0,0.000196,0.000256,0.0,0,0,1,1,0,../datasets/spots/10186_1970-10-11_2015.jpg
28,45,0.6339285714285714,0.4155844155844156,0.7491319444444444,0.13867822318526543,0.06229860365198711,0.2795579824888651,0.303136296534909,0.49594771005644167,0.24007167969478094,0.2008205784598048,0.21308032112174227,0.17760305436806106,0.3946152657357312,0.09454269720077793,0.07727686049439006,0.0,0.0,0.0,0.00866738894907909,0.0,0.0,0.0,0.0,0.000256,0.0,0,0,0,1,0,../datasets/spots/10187_1970-10-11_2015.jpg
29,49,0.7080808080808081,0.4226086956521739,0.7412390488110138,0.2677738927738928,0.2529837251356239,0.4025079705497018,0.25358432379398704,0.46244803499288145,0.25793008513045496,0.2496080409515223,0.31332567755405055,0.15789031056312974,0.3664855533034752,0.12612968912229866,0.12039963265008316,0.0,0.0,0.0027117229870671673,0.0,0.0,0.0,0.0,0.000196,0.0,0.0,0,0,1,0,0,../datasets/spots/10191_1964-3-23_2013.jpg
30,23,0.46771879483500717,0.4875,0.2678396871945259,0.2508741258741259,0.2929724596391263,0.31605416989271223,0.23253384621107076,0.24947110790455884,0.20925024256114688,0.23696079939132117,0.19596085524241452,0.16297012173037098,0.12616585074510459,0.11844382798925444,0.13137214668973163,0.0,0.0,0.006842619745845552,0.0,0.0052231718898385565,0.0,0.0,0.000256,0.0,0.000196,0,0,2,0,1,../datasets/spots/10209_1987-10-0_2010.jpg
31,52,0.7857142857142857,0.7613636363636364,0.014540816326530611,0.4434171597633136,0.2557491289198606,0.33894650825848416,0.4303572842193719,0.19489052078791616,0.4593411584731598,0.44824802092343563,0.28828743131338935,0.3519983243596741,0.05468998502242097,0.24637722679136081,0.16532104339968023,0.0,0.0,0.0,0.008136094674556213,0.0,0.0,0.0,0.0,0.0002346192703819506,0.0,0,0,0,1,0,../datasets/spots/1020_1962-08-19_2014.jpg
32,41,0.22596153846153846,0.45054945054945056,0.07894736842105263,0.1286031042128603,0.39869281045751637,0.19863262012551094,0.3197255370902205,0.20174752062131956,0.26627900676353417,0.2979174435143334,0.1092516562290647,0.17768668111678615,0.08675676401892522,0.09227514456206291,0.168934302089918,0.0,0.0,0.0,0.037694013303769404,0.0,0.0,0.0,0.0,0.0011452130096197893,0.0,0,0,0,1,0,../datasets/spots/10211_1964-12-10_2005.jpg
33,29,0.4708333333333333,0.4801587301587302,0.007291666666666667,0.23328267477203649,0.13162878787878787,0.281746990301977,0.4081240389792783,0.2117904562894639,0.2404404590874747,0.20760736021070117,0.18442085811627532,0.24001248952610174,0.04597368061215358,0.11349008116805645,0.09031903024221608,0.0,0.0,0.0,0.019756838905775075,0.0,0.0,0.0,0.0,0.0006970994129115882,0.0,0,0,0,1,0,../datasets/spots/10216_1986-6-13_2015.jpg
34,43,0.29797979797979796,0.24175824175824176,0.02043369474562135,0.17093508040500296,0.04,0.21319885354615983,0.23026537439759484,0.179693341889932,0.21976345262291286,0.1798328934694188,0.13007995951421697,0.11673469204078117,0.06500207935885423,0.1052324384962411,0.07229995371188394,0.0,0.03076923076923077,0.0,0.0,0.0,0.0,0.00034693988182360274,0.0,0.0,0.0,0,1,0,0,0,../datasets/spots/10218_1972-3-13_2015.jpg
35,43,0.42083333333333334,0.37714285714285717,0.09552845528455285,0.3515625,0.1357142857142857,0.22343784110414136,0.22449490462509006,0.19780193099471424,0.2612013164009638,0.19268053767067755,0.14800807001559482,0.14324565952931748,0.08489946121678067,0.14757377560993315,0.09515708550729791,0.0,0.0,0.0,0.004991319444444444,0.0,0.0,0.0,0.0,0.000196,0.0,0,0,0,1,0,../datasets/spots/1021_1968-07-27_2011.jpg
36,43,0.18621700879765396,0.3815789473684211,0.12836438923395446,0.22686202686202686,0.24583866837387963,0.21254963307062869,0.2523457113668096,0.21825952463378392,0.23910925023709845,0.27870697085145685,0.1062854503784668,0.15041722389497184,0.08755687410637554,0.11496755130164732,0.1300191252459263,0.0,0.0,0.0,0.007081807081807082,0.005121638924455826,0.0,0.0,0.0,0.000256,0.000256,0,0,0,1,1,../datasets/spots/10221_1972-3-13_2015.jpg
37,43,0.23232323232323232,0.3339382940108893,0.01090909090909091,0.23037011414735387,0.27057406663990363,0.20743748004392878,0.2600479584652219,0.20716843149617048,0.23709324761087336,0.27720540574853897,0.11362797169447794,0.14230310770504134,0.052717809972321755,0.11712152913211485,0.1357748951064078,0.0,0.0,0.0,0.0,0.011240465676435166,0.0,0.0,0.0,0.0,0.00025548902195608785,0,0,0,0,1,../datasets/spots/10222_1972-3-13_2015.jpg
38,43,0.10714285714285714,0.14620689655172414,0.05138429987467244,0.2743271221532091,0.2503101736972705,0.2364343323873171,0.29610600232267525,0.21587909803990682,0.2819158202816174,0.3040967377330236,0.09055907436129984,0.09205362041951654,0.06611299658961467,0.1369660425704396,0.12982078300724403,0.0,0.0,0.0028483536515893815,0.0,0.0,0.0,0.0,0.000196,0.0,0.0,0,0,1,0,0,../datasets/spots/10223_1972-3-13_2015.jpg
39,43,0.16421052631578947,0.2124756335282651,0.0032763532763532763,0.2428535289653428,0.1876595744680851,0.2109975081163122,0.3251106512741173,0.19919149856884297,0.2609265202941223,0.2661355264108243,0.09979654686244253,0.11642662605184928,0.025131771869825854,0.12306133385470336,0.11090803932988687,0.0,0.0,0.0,0.0058183657981280045,0.0,0.0,0.0,0.0,0.000256,0.0,0,0,0,1,0,../datasets/spots/10224_1972-3-13_2015.jpg
40,23,0.33992094861660077,0.24801587301587302,0.5968822843822844,0.13890773405698778,0.040413533834586464,0.2729713125994048,0.29425995134380356,0.41291163082844323,0.23769432454660322,0.2079866427452635,0.15191769173387287,0.13380639367814862,0.28159097101735603,0.0975803091495749,0.0733084415427397,0.0,0.0,0.0,0.0039009497964721846,0.0,0.0,0.0,0.0,0.000196,0.0,0,0,0,1,0,../datasets/spots/10228_1988-5-1_2011.jpg
41,43,0.6954887218045113,0.7869822485207101,0.4183634992458522,0.5206349206349207,0.5546063264834911,0.5103069033044302,0.6341999487652199,0.32918797263651156,0.49042663741053,0.4789350383152063,0.38480032784833257,0.5205817072216805,0.18980629771197724,0.3005674348441847,0.3068109769454919,0.0,0.0,0.00980392156862745,0.0,0.0,0.0,0.0,0.0002091728707055529,0.0,0.0,0,0,2,0,0,../datasets/spots/1022_1942-04-28_1985.jpg
42,28,0.49333333333333335,0.28499440089585665,0.2998181818181818,0.13844086021505375,0.0673758865248227,0.3951364653518404,0.3249806137227152,0.44590225738896955,0.3219360014935324,0.18292644289282423,0.23076577223398928,0.14949714293106833,0.18432248900765666,0.10344883182491003,0.08727537071776185,0.0,0.0,0.0,0.008736559139784945,0.0,0.0,0.0,0.0,0.00024090343705291517,0.0,0,0,0,1,0,../datasets/spots/1023_1945-01-01_1973.jpg
43,27,0.669683257918552,0.75,0.13361378205128205,0.08232118758434548,0.5072463768115942,0.29910996437804016,0.5388855244479015,0.21272432238750005,0.22355104775248255,0.41650761203668674,0.23128887929559616,0.4284150465575799,0.09757773282368273,0.08924881840750444,0.25496575137683436,0.0,0.0,0.004607371794871795,0.0,0.0,0.0,0.0,0.0003032103165763224,0.0,0.0,0,0,1,0,0,../datasets/spots/10240_1977-7-13_2004.jpg
44,37,0.74,0.5448028673835126,0.13835978835978835,0.38851992409867175,0.5294117647058824,0.22157388023617683,0.3513957328332535,0.2215794481029304,0.26902193120731877,0.26337767984189275,0.19474297623509437,0.23442642197027727,0.0983568808715742,0.1585423245649627,0.1829187344382319,0.0,0.009408602150537635,0.0,0.0031625553447185324,0.0,0.0,0.000196,0.0,0.000196,0.0,0,1,0,1,0,../datasets/spots/10245_1973-8-3_2010.jpg
45,28,0.26185344827586204,0.04524886877828054,0.03047975352112676,0.11792702273929138,0.1935704514363885,0.2663964302534519,0.21916010626494548,0.24436848637581407,0.2557679061816678,0.33396009297532986,0.12807864996421545,0.06688553966292943,0.05314725031749266,0.08507695110536502,0.12197019386563906,0.0,0.0,0.0023107394366197183,0.0,0.0,0.0,0.0,0.000196,0.0,0.0,0,0,1,0,0,../datasets/spots/10250_1986-4-9_2014.jpg
46,45,0.38571428571428573,0.6490299823633157,0.0927267458707621,0.14583333333333334,0.12376543209876543,0.28854120117183596,0.3023053063137433,0.2376279010927977,0.2435511066751226,0.23764036695700758,0.16562246853154283,0.22823952187158156,0.08006036689150885,0.1007594277175791,0.09705617206453775,0.0,0.0,0.0028977108084613156,0.0,0.0,0.0,0.0,0.000196,0.0,0.0,0,0,1,0,0,../datasets/spots/10266_1969-0-0_2014.jpg
47,38,0.5714285714285714,0.4772727272727273,0.2723646723646724,0.5176571920757967,0.4455882352941177,0.2706635763062698,0.35827827628638265,0.21557022305908272,0.27869625132575393,0.2886200273324313,0.19249835175538066,0.22056944301555592,0.12354890700734128,0.18955058841037198,0.17960164732535414,0.0,0.0,0.014245014245014245,0.0,0.0,0.0,0.0,0.00048761555991203015,0.0,0.0,0,0,1,0,0,../datasets/spots/10268_1969-10-10_2007.jpg
48,79,0.7768595041322314,0.7280405405405406,0.16823529411764707,0.5839285714285715,0.6070652173913044,0.6001701395641453,0.482325937021187,0.43296312947594134,0.3401843615494202,0.3523556513297587,0.4852216560301874,0.3788120256416628,0.13003777217455034,0.2385401817615755,0.2520219673094192,0.0,0.0,0.012647058823529412,0.0,0.0,0.0,0.0,0.0004938271604938272,0.0,0.0,0,0,1,0,0,../datasets/spots/1026_1927-11-23_2006.jpg
49,38,0.4006734006734007,0.1996996996996997,0.2549019607843137,0.3879015721120984,0.33449074074074076,0.26758493011061574,0.1989451414780871,0.7214680821412832,0.2651487562991302,0.27730166068164835,0.16345500750952022,0.11324832990545612,0.2226920975693717,0.15797918202534572,0.1504360780826006,0.0,0.0,0.0,0.0,0.032407407407407406,0.0,0.0,0.0,0.0,0.000256,0,0,0,0,1,../datasets/spots/10271_1976-4-27_2014.jpg
50,42,0.423444976076555,0.22967032967032966,0.035507246376811595,0.15686758893280633,0.006289308176100629,0.28966549812849224,0.30762886271436435,0.27980165817910335,0.27862376887849477,0.16884438985222494,0.17293015928621172,0.13437406837294033,0.05994427114126053,0.10445911510660837,0.054724029014282,0.0,0.012637362637362638,0.0,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0,1,0,0,0,../datasets/spots/10276_1971-3-29_2013.jpg
51,39,0.6751336898395722,0.31923626718667375,0.2631027253668763,0.31880040322580644,0.319672131147541,0.5714682783700074,0.7030525400844889,0.37262672268053443,0.4258549493322696,0.4397107933335732,0.41560685558394767,0.5901927678932131,0.13821090763308008,0.18982447156400958,0.19475783820742107,0.0,0.0,0.0,0.011088709677419355,0.0,0.0,0.0,0.0,0.000196,0.0,0,0,0,2,0,../datasets/spots/10282_1975-3-20_2014.jpg
52,37,0.6785714285714286,0.6823529411764706,0.18091905051734633,0.32725464190981435,0.31908621960206335,0.4755202449513649,0.5694338573610122,0.34104015530583176,0.4237429708592113,0.44710651437607885,0.3528170024064672,0.4170161884646835,0.10994854096587757,0.19218053945406383,0.19743489205617734,0.0,0.0,0.0,0.0,0.005158437730287398,0.0,0.0,0.0,0.0,0.000196,0,0,0,0,1,../datasets/spots/10284_1975-3-20_2012.jpg
53,41,0.45,0.5887573964497042,0.11428571428571428,0.34146341463414637,0.14726507713884993,0.22704515499788885,0.32674734654932364,0.1878780048092492,0.2775747735632379,0.19583151546422298,0.15786965595225144,0.23075055127232008,0.09147178993632733,0.1523486151276648,0.10452339830811319,0.0,0.0,0.0062397372742200325,0.0,0.0,0.0,0.0,0.0004034515693442677,0.0,0.0,0,0,1,0,0,../datasets/spots/10290_1973-12-28_2014.jpg
54,39,0.5037593984962406,0.4461538461538462,0.4165426587301587,0.36160714285714285,0.5070235886562418,0.2623461940105692,0.24294013623325453,0.2994322602506304,0.23185111157373522,0.27184629067488353,0.17952345744563117,0.16270344867002162,0.17503332771366242,0.14083409595471333,0.18413889709387482,0.0,0.0,0.0033482142857142855,0.0,0.0,0.0,0.0,0.000196,0.0,0.0,0,0,1,0,0,../datasets/spots/10291_1975-6-2_2014.jpg
55,41,0.2916666666666667,0.4066666666666667,0.24069148936170212,0.23775337837837837,0.023391812865497075,0.19301652593973742,0.27074211009431326,0.24665344326823355,0.24022697140507016,0.20456269291513246,0.12539651584658673,0.16138003892036662,0.12448878741845801,0.12101341960935974,0.07134064041704506,0.0,0.0,0.008865248226950355,0.011402027027027027,0.0,0.0,0.0,0.00036479504474322893,0.00036479504474322893,0.0,0,0,1,2,0,../datasets/spots/10294_1972-11-4_2013.jpg
56,21,0.086,0.1875,0.35941381023348234,0.07034632034632035,0.10423280423280423,0.22636742923427602,0.39781557595153894,0.33533584438798325,0.20628868246439555,0.20510248466863745,0.07728735112299585,0.11224008372893368,0.16550879681344702,0.07304824441370848,0.07755929658050079,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.000256,0.0,0,0,0,1,0,../datasets/spots/10296_1990-5-16_2011.jpg
57,32,0.6597633136094675,0.262987012987013,0.05618181818181818,0.20861733203505356,0.125,0.3000137682926076,0.2623070203369792,0.20109301556176007,0.24521583441359074,0.2230822855819787,0.23014044866905833,0.13025294677931176,0.0701859376527148,0.1135492185675799,0.09002445846440309,0.0,0.0,0.0,0.005355404089581304,0.0,0.0,0.0,0.0,0.000196,0.0,0,0,0,1,0,../datasets/spots/10299_1978-4-26_2010.jpg
58,36,0.5347368421052632,0.4789833822091887,0.03443526170798898,0.22029576746557877,0.14841437632135307,0.30917285421034846,0.2620115211460397,0.21257209195557433,0.2581753226881518,0.24965178194829843,0.20553254514995026,0.17539111656581344,0.061465934805543326,0.11546774783120334,0.10104770496300584,0.0,0.0,0.0,0.006119326874043855,0.0,0.0,0.0,0.0,0.000196,0.0,0,0,0,1,0,../datasets/spots/10302_1978-4-26_2014.jpg
