,Age,Density Corner Left Eye,Density Corner Right Eye,Density Forehead,Density Cheek Left,Density Cheek Right,Depth Corner Left Eye,Depth Corner Right Eye,Depth Forehead,Depth Cheek Left,Depth Cheek Right,Variance Corner Left Eye,Variance Corner Right Eye,Variance Forehead,Variance Cheek Left,Variance Cheek Right,Path
15,70,0.406432749,0.311781609,0.0476190476,0.1822648,0.180316092,0.257609547,0.233371564,0.202369243,0.232095892,0.242218537,0.156558447,0.131964272,0.0735822089,0.101874283,0.108411373,./datasets/wrinkles3/10017_1939-9-18_2009.jpg
16,74,0.401680672,0.206060606,0.304697555,0.268412439,0.259016393,0.253859307,0.230716093,0.329833058,0.250980872,0.338702529,0.157675193,0.094204378,0.14874537,0.130255968,0.140808477,./datasets/wrinkles3/10018_1939-9-18_2013.jpg
17,30,0.294871795,0.273755656,0.150626959,0.0707413696,0.121143376,0.49692449,0.395558886,0.293951116,0.21403782,0.215340756,0.202290041,0.15970905,0.0945471179,0.0750126298,0.0916644223,./datasets/wrinkles3/1001_1983-09-24_2013.jpg
18,67,0.583333333,0.672268908,0.0460462874,0.164761905,0.287278658,0.31220039,0.288529584,0.208666423,0.2371178,0.243203635,0.223211764,0.225630747,0.0731150872,0.104347059,0.130438617,./datasets/wrinkles3/10020_1939-9-18_2006.jpg
19,29,0.161184211,0.315686275,0.00944055944,0.159090909,0.239813243,0.200982705,0.303463215,0.193083067,0.248379068,0.28721074,0.0966922934,0.144884115,0.053377371,0.0966144915,0.124214386,./datasets/wrinkles3/10022_1957-3-27_1986.jpg
20,29,0.503401361,0.484615385,0.190297172,0.319958848,0.362068966,0.346432932,0.223091965,0.218020093,0.219084421,0.236104823,0.219658177,0.165907596,0.110657556,0.13274216,0.144471454,./datasets/wrinkles3/10023_1947-8-22_1976.jpg
21,29,0.303069054,0.255952381,0.320974576,0.472089314,0.394308943,0.215884883,0.21628543,0.251485472,0.236515943,0.238819131,0.129350689,0.120379918,0.14048199,0.16259275,0.15094053,./datasets/wrinkles3/10024_1947-8-22_1976.jpg
22,29,0.714046823,0.654761905,0.106734007,0.305555556,0.386958387,0.276951083,0.267358373,0.203672502,0.221013282,0.227413951,0.225097652,0.210977175,0.08228136,0.13090264,0.145510264,./datasets/wrinkles3/10025_1947-8-22_1976.jpg
23,66,0.480952381,0.470394737,0.0603174603,0.223222061,0.05,0.324266553,0.29647594,0.229097437,0.24094416,0.24498953,0.198908864,0.185512922,0.0723942949,0.116568574,0.0746196034,./datasets/wrinkles3/10026_1947-8-22_2013.jpg
24,24,0.364583333,0.304659498,0.424886394,0.125615764,0.035892323,0.23812883,0.243718774,0.30079053,0.197014039,0.199489516,0.145606451,0.130204048,0.177389957,0.0874497774,0.0630365509,./datasets/wrinkles3/10027_1981-7-28_2005.jpg
25,36,0.569659443,0.563076923,0.173169994,0.327417924,0.374373434,0.398512768,0.507868098,0.218742717,0.270583445,0.307028605,0.266507216,0.324793651,0.0934337094,0.148427536,0.169138976,./datasets/wrinkles3/10028_1966-3-14_2002.jpg
26,30,0.112554113,0.607503608,0.141723956,0.18625192,0.394871795,0.391468579,0.433453983,0.238376879,0.246135478,0.290501374,0.0952955416,0.29979213,0.0980493262,0.108499927,0.169371346,./datasets/wrinkles3/10029_1981-8-5_2011.jpg
27,25,0.752380952,0.404040404,0.0225806452,0.209009009,0.102430556,0.406344409,0.401360392,0.203605808,0.426284221,0.19714263,0.328710327,0.201910004,0.0541869236,0.14479853,0.0877978793,./datasets/wrinkles3/1002_1989-01-15_2014.jpg
28,31,0.321428571,0.528571429,0.0943396226,0.117936535,0.054478301,0.1855657,0.284916309,0.20415037,0.25509377,0.22148766,0.105496745,0.190534803,0.0801498577,0.0895440623,0.0666360767,./datasets/wrinkles3/10030_1981-8-5_2012.jpg
29,30,0.0729166667,0.10962963,0.0675287356,0.206597222,0.173690932,0.206413385,0.247267122,0.206352313,0.243104714,0.205167198,0.081909613,0.0912506484,0.0759298607,0.113191763,0.101448253,./datasets/wrinkles3/10031_1981-8-5_2011.jpg
30,32,0.500805153,0.388387097,0.215087891,0.0859375,0.121367521,0.344189569,0.39241334,0.352418863,0.291665079,0.24869615,0.208214814,0.196610094,0.129686919,0.0914076168,0.0924998705,./datasets/wrinkles3/10032_1981-8-5_2013.jpg
31,13,0.210826211,0.245238095,0.137295082,0.350657109,0.298878205,0.213539114,0.207357797,0.191262615,0.212641884,0.208402332,0.114070848,0.115405337,0.0984448101,0.136945851,0.125994251,./datasets/wrinkles3/10033_1976-3-22_1989.jpg
32,13,0.0951086957,0.56125,0.0243181818,0.115734099,0.323330833,0.198645086,0.235063344,0.175929416,0.193179795,0.21467626,0.0886667283,0.175625815,0.0686834209,0.0871247093,0.130059222,./datasets/wrinkles3/10034_1976-3-22_1989.jpg
33,13,0.196759259,0.487854251,0.176820889,0.234347048,0.331160365,0.196535241,0.227759214,0.1988267,0.203742328,0.212177776,0.11005754,0.160292335,0.104997997,0.115590802,0.130804483,./datasets/wrinkles3/10035_1976-3-22_1989.jpg
34,13,0.67578125,0.54147813,0.111235119,0.264195771,0.203431373,0.305843728,0.281304589,0.211442009,0.261301784,0.213616704,0.238155721,0.197164659,0.0842223641,0.120697484,0.0991759459,./datasets/wrinkles3/10036_1976-3-22_1989.jpg
35,41,0.17482493,0.220175439,0.0294117647,0.266666667,0.0829831933,0.579014888,0.254417055,0.220562951,0.443894886,0.213323696,0.496341619,0.114712396,0.0607780778,0.166620763,0.0735687543,./datasets/wrinkles3/10037_1971-9-14_2012.jpg
36,46,0.0148809524,0.0569715142,0.352993612,0.381351981,0.285957447,0.186348503,0.216202167,0.272400692,0.316648934,0.245476095,0.0595822455,0.0693320092,0.144185658,0.168523113,0.129453054,./datasets/wrinkles3/10038_1966-11-22_2012.jpg
37,31,0.123809524,0.258558559,0.148647009,0.00745098039,0.0378605769,0.376988311,0.348019528,0.291267187,0.194367949,0.208808671,0.0779805974,0.12149198,0.0916748752,0.0466067318,0.0577139371,./datasets/wrinkles3/10039_1980-9-9_2011.jpg
38,55,0.328947368,0.106280193,0.0814459277,0.0201919894,0.124768604,0.286596485,0.200596616,0.226183843,0.191961481,0.268563511,0.151227431,0.0935069903,0.0716552355,0.0562608269,0.0830989259,./datasets/wrinkles3/1003_1911-03-04_1966.jpg
39,31,0.134803922,0.150702427,0.13101867,0.00263504611,0.0201023392,0.336681261,0.380399726,0.247683876,0.162536207,0.171607084,0.0795361868,0.0883213795,0.0769481509,0.0354111076,0.0571381054,./datasets/wrinkles3/10040_1980-9-9_2011.jpg
40,18,0.546296296,0.19122807,0.028115942,0.2,0.0440379404,0.232549583,0.20562706,0.205241485,0.252737524,0.219216153,0.17256836,0.106411166,0.0633577402,0.103282624,0.0608894504,./datasets/wrinkles3/10041_1980-9-9_1998.jpg
41,31,0.125925926,0.175925926,0.00761904762,0.0240601504,0.0166666667,0.260930261,0.283245643,0.337180552,0.196795856,0.17997444,0.088655226,0.1021379,0.0360446493,0.0595102645,0.0621831861,./datasets/wrinkles3/10042_1980-9-9_2011.jpg
42,31,0.169444444,0.153256705,0.0317066043,0.000668449198,0.0103896104,0.336870631,0.358568556,0.194540443,0.159670087,0.17872928,0.101336465,0.0927715481,0.0444564413,0.0431541379,0.050336372,./datasets/wrinkles3/10043_1980-9-9_2011.jpg
43,31,0.0555555556,0.197860963,0.00413895048,0.0371212121,0.0206095791,0.194013552,0.45021133,0.204582991,0.214121508,0.218141572,0.0647415915,0.138692237,0.0312228552,0.0530891814,0.0548776592,./datasets/wrinkles3/10044_1980-9-9_2011.jpg
44,29,0.378787879,0.117886179,0.365980124,0.266874645,0.0801248699,0.285578921,0.211906773,0.431514916,0.322426553,0.186577885,0.159807556,0.078152995,0.198601837,0.144606305,0.0768568278,./datasets/wrinkles3/10045_1980-9-9_2009.jpg
45,31,0.331265509,0.308035714,0.0377085797,0.0577777778,0.058382257,0.276829421,0.375350628,0.197623657,0.257393501,0.222616693,0.142148388,0.163566155,0.0598041707,0.0713345023,0.0726175706,./datasets/wrinkles3/10046_1980-9-9_2011.jpg
46,21,0.123809524,0.288288288,0.0318964367,0.0161370407,0.0731792717,0.235085516,0.277818467,0.232817194,0.184455193,0.194088048,0.0789270963,0.133412983,0.0518954895,0.0501250514,0.0738924048,./datasets/wrinkles3/10047_1980-9-9_2001.jpg
47,44,0.321678322,0.468181818,0.0587365591,0.0435294118,0.130345395,0.269087995,0.340281225,0.255253582,0.218539414,0.222178532,0.144072524,0.211669933,0.0686613691,0.0696334481,0.0865296558,./datasets/wrinkles3/10049_1968-7-26_2012.jpg
48,29,0.283333333,0.353430353,0.0196888673,0.239783857,0.222222222,0.475738885,0.357070361,0.251539318,0.290166832,0.262536186,0.185979492,0.176279983,0.0432842828,0.123046139,0.110981837,./datasets/wrinkles3/1004_1982-01-24_2011.jpg
49,71,0.8,0.238416988,0.184821429,0.356032827,0.267099567,0.321488691,0.229351535,0.352952802,0.370429873,0.502786339,0.2742994,0.114820225,0.097305769,0.169529623,0.173622185,./datasets/wrinkles3/10051_1940-9-19_2011.jpg
50,55,0.114087302,0.178763441,0.0138888889,0.0795698925,0.184704185,0.217774216,0.229387841,0.208585345,0.211653115,0.223686376,0.0947217502,0.1057706,0.041192896,0.071230176,0.101355715,./datasets/wrinkles3/10052_1940-9-19_1995.jpg
51,47,0.36137931,0.422857143,0.280675551,0.114705882,0.157973734,0.29690462,0.29101927,0.329546346,0.235517656,0.266233832,0.156216037,0.167827862,0.140615844,0.0842986771,0.0960529047,./datasets/wrinkles3/10053_1968-8-1_2015.jpg
52,20,0.442708333,0.334545455,0.0862198231,0.126022126,0.0303358613,0.445154466,0.285847895,0.355165629,0.27429285,0.176924261,0.226424005,0.140463728,0.0731333872,0.0889564003,0.0654065538,./datasets/wrinkles3/10055_1989-7-31_2009.jpg
53,36,0.300607287,0.187406297,0.146455224,0.256462585,0.249188312,0.251465239,0.207677408,0.357721847,0.248346024,0.243887337,0.132354669,0.100381061,0.108941278,0.119528142,0.12170592,./datasets/wrinkles3/10056_1965-3-14_2001.jpg
54,53,0.363157895,0.415517241,0.274661509,0.445436508,0.478557505,0.210105428,0.335533679,0.224735033,0.266474559,0.252374274,0.13686826,0.191565557,0.125155909,0.170101518,0.169823397,./datasets/wrinkles3/10057_1957-3-4_2010.jpg
55,38,0.472222222,0.130952381,0.200192308,0.334285714,0.395268474,0.251791506,0.203303269,0.214011154,0.268524984,0.293609229,0.165775784,0.102909256,0.106015364,0.147519651,0.169935561,./datasets/wrinkles3/10058_1964-0-0_2002.jpg
56,8,0.136111111,0.255050505,0.244881245,0.14389234,0.125414889,0.201337282,0.197709301,0.270310474,0.215319927,0.203651763,0.104523662,0.117030412,0.12753995,0.099491443,0.0952691822,./datasets/wrinkles3/10059_1988-8-16_1996.jpg
57,30,0.529824561,0.456390977,0.716037326,0.106471306,0.03778526,0.350224769,0.331590284,0.639777611,0.252731536,0.217966978,0.224352155,0.195910952,0.477585219,0.0811023013,0.0604098134,./datasets/wrinkles3/1005_1981-07-14_2011.jpg
58,54,0.292391148,0.601010101,0.12195122,0.402731014,0.182051282,0.408734207,0.363398463,0.251228152,0.311665702,0.23210617,0.36090212,0.257582523,0.0880539209,0.17648396,0.106385208,./datasets/wrinkles3/10060_1961-10-30_2015.jpg
59,53,0.659722222,0.702898551,0.0709876543,0.402748164,0.486666667,0.667949628,0.611078841,0.212659532,0.593130532,0.552878131,0.471003688,0.456840527,0.0802521836,0.289963203,0.314872271,./datasets/wrinkles3/10061_1961-10-30_2014.jpg
60,36,0.0948616601,0.283602151,0.371681416,0.25386064,0.215830649,0.233870729,0.279375436,0.376836327,0.240170742,0.234424253,0.0799271971,0.136138442,0.19359259,0.120255817,0.116473294,./datasets/wrinkles3/10062_1969-8-27_2005.jpg
61,9,0.0196078431,0.0922920892,0.38613396,0.0997542998,0.0522058824,0.171198476,0.278388522,0.231072752,0.24125062,0.232179824,0.0644879536,0.0779406785,0.146139842,0.0834335938,0.0719095598,./datasets/wrinkles3/10063_1987-7-24_1996.jpg
62,40,0.375757576,0.222402597,0.128084416,0.139285714,0.257853937,0.325039122,0.240209599,0.238032133,0.211392725,0.290305066,0.176860788,0.11412939,0.0961249943,0.0989382816,0.13669746,./datasets/wrinkles3/10064_1973-7-3_2013.jpg
63,41,0.130494505,0.653571429,0.534126984,0.209552239,0.664548495,0.239376657,0.274246405,0.287209524,0.230113447,0.277399739,0.0960805584,0.213811398,0.194346359,0.110539799,0.21792669,./datasets/wrinkles3/10065_1973-7-3_2014.jpg
64,38,0.229032258,0.00519031142,0.0532407407,0.308656483,0.0172932331,0.258793262,0.169212264,0.187689606,0.263577416,0.183339563,0.118949533,0.0558179819,0.0777345923,0.139849123,0.0590878348,./datasets/wrinkles3/10066_1973-7-3_2011.jpg
65,38,0.0369565217,0.00592105263,0.050058548,0.0012254902,0.0401785714,0.225890929,0.176541155,0.187273302,0.15774263,0.168973995,0.0485508846,0.0468027982,0.0719126349,0.0581282737,0.0743962622,./datasets/wrinkles3/10068_1973-7-3_2011.jpg
66,44,0.646464646,0.149184149,0.356505102,0.414811066,0.019379845,0.37146434,0.222163933,0.455638433,0.357166456,0.175048012,0.276260145,0.0839177606,0.209947875,0.190232659,0.0623432865,./datasets/wrinkles3/10069_1966-1-20_2010.jpg
67,49,0.320559028,0.382056452,0.0710425938,0.50521542,0.135902637,0.559965607,0.31411175,0.200390812,0.329398063,0.287177973,0.511762302,0.174193831,0.08005388,0.209784969,0.099413039,./datasets/wrinkles3/1006_1964-02-21_2013.jpg
68,49,0.390432099,0.159754224,0.0949711179,0.358313817,0.171412137,0.299421632,0.326040426,0.212334154,0.279090976,0.249633772,0.169249843,0.106904117,0.0834619671,0.15016173,0.101774362,./datasets/wrinkles3/10071_1966-1-20_2015.jpg
69,68,0.209195402,0.524705882,0.236842105,0.379166667,0.472565158,0.212745231,0.322187985,0.272597891,0.278374732,0.319886848,0.0942129152,0.207013648,0.122436024,0.157667572,0.188418186,./datasets/wrinkles3/10072_1942-3-29_2010.jpg
70,64,0.403292181,0.37917088,0.00589448865,0.298461538,0.171597633,0.253882341,0.335978131,0.21552442,0.317484403,0.256285052,0.154710855,0.170238644,0.0304211452,0.147959249,0.0976734923,./datasets/wrinkles3/10073_1946-6-3_2010.jpg
71,29,0.217171717,0.36199095,0.302407407,0.0493506494,0.44983165,0.212124874,0.327041498,0.261383696,0.20267844,0.342587795,0.114482323,0.174074236,0.135067189,0.0663948514,0.202195863,./datasets/wrinkles3/10074_1981-3-24_2010.jpg
72,57,0.626315789,0.415364583,0.154239766,0.405574913,0.178321678,0.271905257,0.302328617,0.232441169,0.339254385,0.218212773,0.208217783,0.173866691,0.0964540797,0.188683161,0.110813421,./datasets/wrinkles3/10075_1956-5-8_2013.jpg
73,73,0.230555556,0.46372549,0.48549323,0.123383085,0.0995710784,0.26379598,0.341130866,0.270265885,0.231186899,0.219723949,0.122214368,0.207943681,0.177454848,0.0868005485,0.0836228686,./datasets/wrinkles3/10076_1937-8-6_2010.jpg
74,73,0.158333333,0.166422287,0.160364146,0.129853322,0.0364923747,0.211708402,0.348450552,0.210772914,0.245477869,0.20409713,0.107345554,0.109591766,0.0953825763,0.0933047231,0.0467036651,./datasets/wrinkles3/10077_1937-8-6_2010.jpg
75,53,0.594017094,0.508301405,0.0518099548,0.0512820513,0.0158730159,0.453740014,0.364912216,0.374944092,0.196262496,0.189041427,0.307230623,0.221986044,0.0470067504,0.0581361702,0.0522358363,./datasets/wrinkles3/1007_1960-09-15_2013.jpg
76,36,0.449074074,0.650623886,0.030159058,0.333126036,0.151280323,0.243366443,0.523048748,0.278073281,0.324212045,0.511916411,0.154396196,0.364580464,0.0584226997,0.16081462,0.122101217,./datasets/wrinkles3/10080_1977-12-17_2013.jpg
77,36,0.342948718,0.348345588,0.108530662,0.149787234,0.0872235872,0.356851665,0.311214681,0.220300788,0.238564137,0.212569011,0.178406247,0.162799259,0.0840909663,0.0971996581,0.084089987,./datasets/wrinkles3/10082_1977-12-17_2013.jpg
78,38,0.512931034,0.386675824,0.0217391304,0.241834307,0.163157895,0.282027802,0.344389249,0.199732097,0.306650702,0.22269529,0.18195534,0.183032197,0.0424291737,0.133057144,0.0866749418,./datasets/wrinkles3/10083_1973-2-2_2011.jpg
79,29,0.375714286,0.193223443,0.000882145378,0.129032258,0.0853333333,0.334451223,0.252172517,0.180038694,0.304607011,0.208701493,0.176265969,0.101089448,0.0319717967,0.0952176423,0.0669263259,./datasets/wrinkles3/10084_1973-2-2_2002.jpg
80,42,0.555555556,0.59018759,0.00432389937,0.158617424,0.182346109,0.374977768,0.380042088,0.23614976,0.3487044,0.298729583,0.251507473,0.262182082,0.0358171862,0.108601125,0.104423399,./datasets/wrinkles3/10085_1973-2-2_2015.jpg
81,28,0.372222222,0.155597723,0.00609281825,0.025496511,0.0291415901,0.370546796,0.273116667,0.257877338,0.214916736,0.266659659,0.189928062,0.0926635252,0.0401419713,0.0472239421,0.0397670874,./datasets/wrinkles3/10086_1984-11-28_2012.jpg
82,48,0.393772894,0.192007797,0.332706546,0.472333333,0.166504065,0.280619074,0.308386935,0.243352193,0.272631204,0.225616537,0.147393294,0.122733567,0.139554022,0.174086308,0.102040385,./datasets/wrinkles3/10087_1957-2-19_2005.jpg
83,51,0.702941176,0.399069767,0.138542449,0.340705882,0.469747899,0.402595751,0.523934683,0.249713227,0.345250572,0.472992595,0.308088421,0.255026795,0.0895073378,0.166345389,0.264817549,./datasets/wrinkles3/10088_1957-2-19_2008.jpg
84,37,0.466666667,0.322580645,0.00655580429,0.129610116,0.0834582709,0.265217039,0.285644732,0.32481404,0.223297646,0.191944219,0.173596737,0.147558561,0.0424617198,0.0902466316,0.080376709,./datasets/wrinkles3/10089_1976-7-17_2013.jpg
85,46,0.307692308,0.574193548,0.0820415879,0.254821235,0.189599632,0.199729447,0.281293648,0.202083532,0.276664782,0.250956549,0.128671214,0.204661027,0.084368811,0.128609677,0.110051012,./datasets/wrinkles3/1008_1968-06-06_2014.jpg
86,53,0.209150327,0.304545455,0.00743243243,0.183506944,0.0732510288,0.219804071,0.250531458,0.237841385,0.331210226,0.205953597,0.108045545,0.135996941,0.0444084654,0.118963343,0.0788221028,./datasets/wrinkles3/10090_1961-3-29_2014.jpg
87,53,0.678733032,0.657467532,0.0583333333,0.280455508,0.165178571,0.346442998,0.285241043,0.220216443,0.271511317,0.234393342,0.268954872,0.220384596,0.0639807245,0.128271445,0.0994361446,./datasets/wrinkles3/10091_1961-3-29_2014.jpg
88,53,0.573529412,0.526679842,0.0693069307,0.417348609,0.369186047,0.376662861,0.389472209,0.226107391,0.305402477,0.273037305,0.254729416,0.247957008,0.0820680247,0.17872923,0.154570762,./datasets/wrinkles3/10094_1961-3-29_2014.jpg
89,50,0.191798942,0.136876006,0.0291893527,0.0977421272,0.225178456,0.31072355,0.310308423,0.184907897,0.242536173,0.240010091,0.11712794,0.0953056211,0.0651313099,0.0838960126,0.115426281,./datasets/wrinkles3/10095_1961-3-29_2011.jpg
90,25,0.458333333,0.459079284,0.17397454,0.308644806,0.130252101,0.222415852,0.2485766,0.240371431,0.264577649,0.203805259,0.160222672,0.163128099,0.107707372,0.140843171,0.0974745747,./datasets/wrinkles3/10096_1962-6-23_1987.jpg
91,44,0.0625,0.400560224,0.0539297659,0.0919172932,0.296170213,0.185469655,0.432374888,0.208958647,0.227292935,0.272912409,0.0820537834,0.219388938,0.0747648156,0.0808498067,0.141844673,./datasets/wrinkles3/10097_1918-5-15_1962.jpg
92,73,0.415384615,0.492207792,0.0599257885,0.356997283,0.337774295,0.320746766,0.375398923,0.200390897,0.326285428,0.331760776,0.180552676,0.229700715,0.0728993435,0.169566773,0.160755366,./datasets/wrinkles3/10098_1940-1-0_2013.jpg
93,26,0.264423077,0.423553719,0.13181183,0.1,0.164598842,0.431340894,0.361738375,0.269975227,0.25384839,0.220935001,0.162078954,0.205466064,0.0972696626,0.0677651456,0.104777535,./datasets/wrinkles3/10099_1968-6-4_1994.jpg
94,44,0.626566416,0.523310023,0.0932746931,0.264550265,0.313089623,0.313517233,0.357477154,0.198428266,0.263242977,0.271633512,0.2288597,0.224665258,0.0805213381,0.127752648,0.144301875,./datasets/wrinkles3/1009_1966-02-11_2010.jpg
95,35,0.438888889,0.284050179,0.36013986,0.117492492,0.13487395,0.335682013,0.222872142,0.26990287,0.213349228,0.193552349,0.195769048,0.125446615,0.151241774,0.0914365892,0.0969354491,./datasets/wrinkles3/100_1971-03-19_2006.jpg
96,26,0.04743083,0.20596206,0.00985663082,0.23361014,0.0725995316,0.188725763,0.518007084,0.180214676,0.238975257,0.260770389,0.0770663581,0.147912175,0.0506562756,0.115217532,0.0654106676,./datasets/wrinkles3/10100_1980-1-20_2006.jpg
97,49,0.0681818182,0.217142857,0.169345999,0.0870927318,0.0957894737,0.179502053,0.242664799,0.284564466,0.200939672,0.204669538,0.0809306949,0.113001312,0.114200097,0.0833757376,0.0867094244,./datasets/wrinkles3/10101_1962-3-9_2011.jpg
98,46,0.521212121,0.379084967,0.0610421836,0.24368864,0.3138833,0.302235516,0.238023456,0.197694302,0.271950789,0.286796919,0.203485064,0.143291452,0.0751195515,0.124015099,0.143415799,./datasets/wrinkles3/10102_1965-0-0_2011.jpg
99,28,0.725806452,0.0622222222,0.011318408,0.138474295,0.0209899749,0.41380287,0.220800216,0.288058812,0.351474015,0.234455826,0.326532732,0.0821666245,0.0285387364,0.0956157801,0.0552093611,./datasets/wrinkles3/10104_1987-9-7_2015.jpg
100,28,0.669354839,0.102272727,0.00681818182,0.0858811405,0.0492021277,0.506776576,0.238399363,0.214632011,0.550563491,0.22722621,0.368439566,0.0882033201,0.03344265,0.0902777725,0.0619887675,./datasets/wrinkles3/10105_1987-9-7_2015.jpg
101,24,0.375,0.280296022,0.00328137818,0.38451961,0.0265151515,0.178119909,0.242357547,0.201877903,0.307668265,0.199733849,0.145298229,0.123666993,0.0457798714,0.165091799,0.050190612,./datasets/wrinkles3/10106_1987-9-7_2011.jpg
102,28,0.623626374,0.118487395,0.00289369479,0.122190648,0.0302071346,0.366231974,0.272302741,0.262441322,0.39706517,0.221071666,0.263442897,0.103630975,0.0236352301,0.0875043058,0.0467333557,./datasets/wrinkles3/10107_1987-9-7_2015.jpg
103,24,0.177133655,0.0912698413,0.00660569106,0.0328282828,0.0180288462,0.391172712,0.493643514,0.253348796,0.207976974,0.25286743,0.119121825,0.107018848,0.0380032041,0.0596346937,0.0498295312,./datasets/wrinkles3/10108_1987-9-7_2011.jpg
104,16,0.200956938,0.121185702,0.000910746812,0.0156914894,0.00591397849,0.251630952,0.266674673,0.197563631,0.175399693,0.206693377,0.116949897,0.0910346499,0.0252790243,0.0630852388,0.03849658,./datasets/wrinkles3/10109_1987-9-7_2003.jpg
105,92,0.363970588,0.276645768,0.0552455357,0.360588235,0.332844575,0.31282651,0.280269998,0.193528121,0.291146036,0.316095077,0.166396258,0.132301232,0.07613894,0.156224353,0.159896939,./datasets/wrinkles3/1010_1914-10-27_2006.jpg
106,21,0.33409611,0.330882353,0.0103578154,0.108098592,0.0324074074,0.3363382,0.408601308,0.201699041,0.22108269,0.201306073,0.16705332,0.179370992,0.0471637403,0.0835730619,0.0641251903,./datasets/wrinkles3/10110_1991-11-15_2012.jpg
107,23,0.374117647,0.398611111,0.0854572714,0.198154444,0.186781609,0.252408434,0.405237358,0.202300705,0.22374808,0.209809124,0.152662248,0.206073216,0.081839486,0.107890615,0.104271315,./datasets/wrinkles3/10111_1991-11-15_2014.jpg
