,Age,Spot Density Corner Left Eye,Spot Density Corner Right Eye,Spot Density Forehead,Spot Density Cheek Left,Spot Density Cheek Right,Max Spot Size Corner Left Eye,Max Spot Size Corner Right Eye,Max Spot Size Forehead,Max Spot Size Cheek Left,Max Spot Size Cheek Right,Count of Spots Corner Left Eye,Count of Spots Corner Right Eye,Count of Spots Forehead,Count of Spots Cheek Left,Count of Spots Cheek Right,Path
64,50,0,0,0.00541883044,0,0,0,0,0.000240370465,0,0,0,0,1,0,0,../datasets/spots/1034_1962-05-29_2012.jpg
65,35,0,0,0,0,0.00895522388,0,0,0,0,0.000196,0,0,0,0,1,../datasets/spots/10357_1977-11-11_2012.jpg
66,37,0,0,0,0,0.00433369447,0,0,0,0,0.000196,0,0,0,0,1,../datasets/spots/10359_1977-11-11_2014.jpg
67,56,0,0,0.0063931014,0,0,0,0,0.000196,0,0,0,0,2,0,0,../datasets/spots/10368_1956-7-16_2012.jpg
68,56,0,0,0,0,0.00860215054,0,0,0,0,0.000196,0,0,0,0,1,../datasets/spots/10369_1956-7-16_2012.jpg
69,30,0,0,0.00468085106,0,0,0,0,0.000246335136,0,0,0,0,1,0,0,../datasets/spots/10374_1978-6-7_2008.jpg
70,35,0,0,0.00309917355,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/10380_1979-6-2_2014.jpg
71,36,0,0,0,0.0015944725,0.0076462766,0,0,0,0.000196,0.000196,0,0,0,1,1,../datasets/spots/10391_1977-1-21_2013.jpg
72,19,0,0,0,0.00704380365,0,0,0,0,0.000196,0,0,0,0,1,0,../datasets/spots/103_1925-09-19_1944.jpg
73,20,0,0,0,0.00897606383,0,0,0,0,0.000256,0,0,0,0,1,0,../datasets/spots/10403_1994-5-29_2014.jpg
74,24,0,0,0.00470064325,0,0,0,0,0.0591672754,0,0,0,0,1,0,0,../datasets/spots/10415_1985-12-3_2009.jpg
75,30,0,0,0.00542355372,0,0,0,0,0.000356960734,0,0,0,0,1,0,0,../datasets/spots/1042_1982-11-27_2012.jpg
76,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,../datasets/spots/10434_1981-2-9_2012.jpg
77,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,../datasets/spots/10452_1976-4-13_2005.jpg
78,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,../datasets/spots/10454_1968-8-8_2008.jpg
79,52,0,0,0,0.00650084794,0,0,0,0,0.000196,0,0,0,0,1,0,../datasets/spots/10456_1959-10-7_2011.jpg
80,16,0,0,0,0,0.0129179331,0,0,0,0,0.000196,0,0,0,0,1,../datasets/spots/10469_1998-4-9_2014.jpg
81,25,0,0,0.0156720916,0.0183227625,0,0,0,0.00053459855,0.000409302015,0,0,0,2,1,0,../datasets/spots/1046_1989-09-17_2014.jpg
82,16,0,0,0,0.00738916256,0,0,0,0,0.000256,0,0,0,0,1,0,../datasets/spots/10473_1998-4-9_2014.jpg
83,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,../datasets/spots/10480_1978-1-24_2014.jpg
84,36,0,0,0.00922778048,0,0,0,0,0.000613988923,0,0,0,0,1,0,0,../datasets/spots/10482_1978-1-24_2014.jpg
85,36,0,0,0.00250817884,0,0,0,0,0.000256,0,0,0,0,1,0,0,../datasets/spots/10490_1978-9-23_2014.jpg
86,43,0,0,0.010072314,0,0,0,0,0.000503728211,0,0,0,0,1,0,0,../datasets/spots/10500_1971-2-4_2014.jpg
87,42,0,0,0.00467362518,0,0,0,0,0.000256,0,0,0,0,1,0,0,../datasets/spots/10505_1971-2-4_2013.jpg
88,38,0,0,0.00624375624,0,0,0,0,0.000439735609,0,0,0,0,1,0,0,../datasets/spots/10507_1977-2-18_2015.jpg
89,37,0,0,0.00309917355,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/10509_1977-2-18_2014.jpg
90,32,0,0,0,0.0183870968,0,0,0,0,0.000256,0,0,0,0,2,0,../datasets/spots/10522_1979-3-24_2011.jpg
91,32,0,0,0.00338028169,0.00912698413,0.0125252525,0,0,0.000256,0.000196,0.000256,0,0,1,1,1,../datasets/spots/10523_1979-3-24_2011.jpg
92,87,0,0,0,0.0074829932,0,0,0,0,0.000195218346,0,0,0,0,1,0,../datasets/spots/10526_1928-7-26_2015.jpg
93,31,0,0,0.00700483092,0,0,0,0,0.00060591716,0,0,0,0,1,0,0,../datasets/spots/10529_1982-4-3_2013.jpg
94,23,0,0,0.00689223058,0,0,0,0,0.000580637516,0,0,0,0,1,0,0,../datasets/spots/10531_1982-4-3_2005.jpg
95,21,0,0,0.00903225806,0,0,0,0,0.000539042045,0,0,0,0,1,0,0,../datasets/spots/1053_1987-10-17_2008.jpg
96,31,0,0,0.00271370421,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/10540_1982-7-6_2013.jpg
97,54,0,0.02734375,0,0,0,0,0.000256,0,0,0,0,1,0,0,0,../datasets/spots/10560_1959-0-0_2013.jpg
98,23,0,0,0,0.00389794472,0,0,0,0,0.000256,0,0,0,0,1,0,../datasets/spots/10564_1985-9-24_2008.jpg
99,26,0,0,0,0.00325600326,0,0,0,0,0.000143712575,0,0,0,0,1,0,../datasets/spots/10578_1978-12-6_2004.jpg
100,25,0,0,0,0,0.0343454455,0,0,0,0,0.00120411189,0,0,0,0,1,../datasets/spots/10582_1975-12-25_2000.jpg
101,31,0,0,0.0037037037,0,0,0,0,0.000256,0,0,0,0,1,0,0,../datasets/spots/10587_1980-9-29_2011.jpg
102,33,0,0,0.00701908313,0,0,0,0,0.000460004744,0,0,0,0,1,0,0,../datasets/spots/10590_1980-9-29_2013.jpg
103,33,0,0,0.0027100271,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/10592_1980-9-29_2013.jpg
104,33,0,0,0.00806451613,0,0,0,0,0.000324,0,0,0,0,2,0,0,../datasets/spots/10596_1980-9-29_2013.jpg
105,31,0,0,0.0139636364,0.00537634409,0,0,0,0.0004,0.000196,0,0,0,3,1,0,../datasets/spots/10597_1980-9-29_2011.jpg
106,35,0,0,0,0,0.00902777778,0,0,0,0,0.000196,0,0,0,0,1,../datasets/spots/10608_1976-3-23_2011.jpg
107,37,0,0,0,0.0112433862,0,0,0,0,0.000256,0,0,0,0,1,0,../datasets/spots/10610_1974-1-24_2011.jpg
108,31,0,0,0,0.00943396226,0,0,0,0,0.000374956,0,0,0,0,1,0,../datasets/spots/10613_1974-1-24_2005.jpg
109,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,../datasets/spots/10616_1974-1-24_2010.jpg
110,37,0,0,0,0,0.00894454383,0,0,0,0,0.000196,0,0,0,0,1,../datasets/spots/10617_1974-1-24_2011.jpg
111,37,0,0,0.00409836066,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/10619_1974-1-24_2011.jpg
112,40,0,0,0.00794085433,0,0,0,0,0.000516528926,0,0,0,0,1,0,0,../datasets/spots/10627_1974-1-9_2014.jpg
113,35,0,0,0.00293255132,0,0,0,0,0.000256,0,0,0,0,1,0,0,../datasets/spots/10628_1974-1-9_2009.jpg
114,30,0,0.00925925926,0,0,0,0,0.002116,0,0,0,0,1,0,0,0,../datasets/spots/10645_1983-8-11_2013.jpg
115,40,0,0,0,0.0223266745,0,0,0,0,0.000323353293,0,0,0,0,2,0,../datasets/spots/10652_1975-7-9_2015.jpg
116,35,0,0,0.0041573393,0,0,0,0,0.000322707878,0,0,0,0,1,0,0,../datasets/spots/10655_1977-11-19_2012.jpg
117,34,0.00757575758,0,0,0,0,0.000196,0,0,0,0,1,0,0,0,0,../datasets/spots/10656_1975-5-29_2009.jpg
118,32,0,0,0.00847953216,0.0187254606,0,0,0,0.000324,0.000324,0,0,0,2,2,0,../datasets/spots/10664_1979-11-25_2011.jpg
119,33,0,0,0,0.008630394,0,0,0,0,0.000196,0,0,0,0,1,0,../datasets/spots/10665_1978-6-8_2011.jpg
120,33,0,0,0.00686106346,0.0101763908,0,0,0,0.000196,0.000256,0,0,0,2,1,0,../datasets/spots/10667_1978-6-8_2011.jpg
121,48,0,0,0.00327034884,0,0,0,0,0.000256,0,0,0,0,1,0,0,../datasets/spots/10671_1960-5-5_2008.jpg
122,61,0,0,0.0181467181,0,0,0,0,0.000432739862,0,0,0,0,2,0,0,../datasets/spots/10678_1945-3-20_2006.jpg
123,18,0,0,0.00242003367,0,0,0,0,0.000256,0,0,0,0,1,0,0,../datasets/spots/10680_1993-8-16_2011.jpg
124,3,0,0,0.00892561983,0,0,0,0,0.00028365651,0,0,0,0,2,0,0,../datasets/spots/10686_1990-12-24_1993.jpg
125,39,0,0,0.0073871409,0,0,0,0,0.000285198766,0,0,0,0,1,0,0,../datasets/spots/10690_1976-11-23_2015.jpg
126,34,0,0,0,0,0.0109090909,0,0,0,0,0.000196,0,0,0,0,1,../datasets/spots/10729_1980-3-9_2014.jpg
127,20,0,0,0,0.00595238095,0,0,0,0,0.000196,0,0,0,0,1,0,../datasets/spots/10742_1992-2-11_2012.jpg
128,12,0,0,0.0108548168,0,0,0,0,0.00060751835,0,0,0,0,1,0,0,../datasets/spots/10749_1995-10-8_2007.jpg
129,38,0,0,0.00446153846,0,0,0,0,0.000256,0,0,0,0,1,0,0,../datasets/spots/10752_1976-7-19_2014.jpg
130,37,0,0,0.00423280423,0,0,0,0,0.000256,0,0,0,0,1,0,0,../datasets/spots/10756_1976-7-19_2013.jpg
131,39,0,0,0.00516795866,0.00469043152,0,0,0,0.000256,0.000196,0,0,0,1,1,0,../datasets/spots/10759_1976-7-19_2015.jpg
132,38,0,0,0.00252757353,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/10760_1976-7-19_2014.jpg
133,38,0,0,0.00311116429,0,0,0,0,0.000256,0,0,0,0,1,0,0,../datasets/spots/10763_1974-8-15_2012.jpg
134,42,0,0,0.0127127774,0,0,0,0,0.000623441397,0,0,0,0,1,0,0,../datasets/spots/10767_1973-4-5_2015.jpg
135,34,0,0,0.008,0,0,0,0,0.000324,0,0,0,0,2,0,0,../datasets/spots/10771_1978-4-28_2012.jpg
136,31,0,0,0,0.00509956289,0.00442362737,0,0,0,0.000196,0.000196,0,0,0,1,1,../datasets/spots/10777_1981-8-29_2012.jpg
137,33,0,0,0,0,0.0103884372,0,0,0,0,0.000195608782,0,0,0,0,1,../datasets/spots/10782_1981-7-5_2014.jpg
138,43,0,0,0.00427350427,0.0377415459,0,0,0,0.000256,0.000484,0,0,0,1,2,0,../datasets/spots/10784_1971-3-22_2014.jpg
139,43,0,0,0,0.00766666667,0,0,0,0,0.000196,0,0,0,0,1,0,../datasets/spots/10785_1971-3-22_2014.jpg
140,28,0,0,0.00296138356,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/10791_1985-3-31_2013.jpg
141,25,0,0,0,0,0.00961538462,0,0,0,0,0.000196,0,0,0,0,1,../datasets/spots/10808_1982-4-15_2007.jpg
142,19,0,0,0,0,0.0155172414,0,0,0,0,0.000204917176,0,0,0,0,1,../datasets/spots/1081_1995-12-12_2014.jpg
143,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,../datasets/spots/10822_1992-10-12_2014.jpg
144,22,0,0,0,0,0.0166666667,0,0,0,0,0.0124875822,0,0,0,0,1,../datasets/spots/10830_1992-10-12_2014.jpg
145,21,0,0.0310344828,0.00221631206,0.00675518286,0.00622294372,0,0.000196,0.000196,0.000324,0.000196,0,1,1,1,1,../datasets/spots/10831_1992-10-12_2013.jpg
146,28,0,0,0.00428742926,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/10845_1984-10-3_2012.jpg
147,36,0,0,0.00472440945,0,0,0,0,0.000256,0,0,0,0,1,0,0,../datasets/spots/10854_1975-6-4_2011.jpg
148,36,0,0,0,0,0.0245901639,0,0,0,0,0.000576,0,0,0,0,1,../datasets/spots/10855_1975-6-4_2011.jpg
149,31,0,0,0.0122272836,0.00736919676,0,0,0,0.000300215665,0.000300215665,0,0,0,2,1,0,../datasets/spots/10865_1975-7-6_2006.jpg
150,34,0,0,0.0078313253,0,0,0,0,0.000475538863,0,0,0,0,1,0,0,../datasets/spots/10866_1975-7-6_2009.jpg
151,40,0,0,0.00435323383,0,0,0,0,0.000256,0,0,0,0,1,0,0,../datasets/spots/10867_1975-7-6_2015.jpg
152,36,0,0,0.0138216016,0.00641025641,0,0,0,0.000256,0.000196,0,0,0,3,1,0,../datasets/spots/10868_1975-7-6_2011.jpg
153,43,0,0,0.00258906379,0,0.00494743352,0,0,0.000196,0,0.000256,0,0,1,0,1,../datasets/spots/1086_1968-09-07_2011.jpg
154,39,0,0,0.00258397933,0,0,0,0,0.000197577458,0,0,0,0,1,0,0,../datasets/spots/10870_1975-7-6_2014.jpg
155,39,0,0.0434782609,0,0,0,0,0.000664543818,0,0,0,0,1,0,0,0,../datasets/spots/10871_1975-7-6_2014.jpg
156,31,0,0,0.00342857143,0,0,0,0,0.000256,0,0,0,0,1,0,0,../datasets/spots/10876_1981-12-16_2012.jpg
157,25,0,0,0.00317647059,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/10878_1987-7-29_2012.jpg
158,24,0,0,0.00616764788,0,0,0,0,0.000144,0,0,0,0,2,0,0,../datasets/spots/1087_1944-03-19_1968.jpg
159,26,0,0.0247252747,0,0.00468227425,0,0,0.000256,0,0.000196,0,0,1,0,1,0,../datasets/spots/10880_1987-7-29_2013.jpg
160,41,0,0,0,0.00862068966,0,0,0,0,0.000195608782,0,0,0,0,1,0,../datasets/spots/10882_1969-3-23_2010.jpg
161,41,0,0,0,0.00754310345,0.0132052821,0,0,0,0.000231568998,0.000302457467,0,0,0,1,1,../datasets/spots/10886_1974-0-0_2015.jpg
162,26,0,0,0.0056980057,0,0.00763807286,0,0,0.000324,0,0.000196,0,0,1,0,1,../datasets/spots/10890_1989-7-11_2015.jpg
163,27,0,0,0,0.0146103896,0,0,0,0,0.000322707878,0,0,0,0,2,0,../datasets/spots/10895_1980-3-28_2007.jpg
164,40,0,0,0.00309917355,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/10898_1974-12-29_2014.jpg
165,24,0,0,0,0.00818181818,0,0,0,0,0.000270008155,0,0,0,0,1,0,../datasets/spots/108_1987-01-27_2011.jpg
166,29,0,0,0,0.00956937799,0.00429252782,0,0,0,0.000201605438,0.000201605438,0,0,0,1,1,../datasets/spots/10901_1986-3-16_2015.jpg
167,34,0,0,0,0,0.0463320463,0,0,0,0,0.0012470113,0,0,0,0,1,../datasets/spots/10914_1971-2-14_2005.jpg
168,31,0,0,0,0.00721153846,0,0,0,0,0.000196,0,0,0,0,1,0,../datasets/spots/10919_1983-2-23_2014.jpg
169,29,0,0,0.010755814,0,0,0,0,0.000526957152,0,0,0,0,1,0,0,../datasets/spots/10932_1983-2-23_2012.jpg
170,20,0,0,0,0.00897606383,0,0,0,0,0.000256,0,0,0,0,1,0,../datasets/spots/10939_1994-8-27_2014.jpg
171,20,0,0.137254902,0,0,0,0,0.000933932895,0,0,0,0,1,0,0,0,../datasets/spots/10952_1988-11-6_2008.jpg
172,24,0,0.078125,0,0,0,0,0.0009,0,0,0,0,1,0,0,0,../datasets/spots/10959_1988-10-14_2012.jpg
173,26,0,0,0,0.0115340254,0,0,0,0,0.000317256829,0,0,0,0,1,0,../datasets/spots/1095_1988-12-07_2014.jpg
174,41,0,0.0512820513,0,0,0,0,0.000324,0,0,0,0,1,0,0,0,../datasets/spots/10964_1972-12-17_2013.jpg
175,38,0.0133333333,0,0,0,0,0.000576,0,0,0,0,1,0,0,0,0,../datasets/spots/10965_1971-8-12_2009.jpg
176,38,0,0,0,0.0304761905,0,0,0,0,0.000720688257,0,0,0,0,1,0,../datasets/spots/10966_1971-8-12_2009.jpg
177,38,0,0,0.00459183673,0,0,0,0,0.000301801377,0,0,0,0,1,0,0,../datasets/spots/10968_1971-8-12_2009.jpg
178,18,0,0,0,0,0.0104669887,0,0,0,0,0.000396029801,0,0,0,0,1,../datasets/spots/10975_1989-3-18_2007.jpg
179,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,../datasets/spots/10977_1974-6-19_2011.jpg
180,37,0,0,0.00342857143,0,0,0,0,0.000256,0,0,0,0,1,0,0,../datasets/spots/10981_1975-5-13_2012.jpg
181,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,../datasets/spots/10982_1981-1-17_2004.jpg
182,29,0,0.0213333333,0,0,0,0,0.000254979064,0,0,0,0,1,0,0,0,../datasets/spots/10991_1984-3-10_2013.jpg
183,25,0,0,0.00641025641,0,0,0,0,0.000537257138,0,0,0,0,1,0,0,../datasets/spots/10992_1984-3-10_2009.jpg
184,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,../datasets/spots/10996_1984-3-10_2010.jpg
185,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,../datasets/spots/11012_1973-8-22_2011.jpg
186,38,0,0,0,0,0.00840336134,0,0,0,0,0.000305486284,0,0,0,0,1,../datasets/spots/11013_1973-8-22_2011.jpg
187,26,0,0,0,0,0.00661157025,0,0,0,0,0.000196,0,0,0,0,1,../datasets/spots/11022_1984-9-3_2010.jpg
188,55,0,0,0,0.00547945205,0,0,0,0,0.000196,0,0,0,0,1,0,../datasets/spots/11027_1956-6-7_2011.jpg
189,44,0,0,0.0056022409,0,0.0144300144,0,0,0.000256,0,0.000196,0,0,1,0,1,../datasets/spots/11030_1968-7-2_2012.jpg
190,40,0,0,0,0.00568181818,0,0,0,0,0.000256,0,0,0,0,1,0,../datasets/spots/11032_1973-5-25_2013.jpg
191,43,0,0,0.00465210356,0,0,0,0,0.00030625,0,0,0,0,1,0,0,../datasets/spots/11044_1969-9-14_2012.jpg
192,33,0,0,0.0111111111,0,0,0,0,0.0004,0,0,0,0,2,0,0,../datasets/spots/11047_1980-4-15_2013.jpg
193,33,0,0,0.00264410365,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/11048_1980-4-15_2013.jpg
194,27,0,0,0.00616682895,0,0,0,0,0.000403451569,0,0,0,0,1,0,0,../datasets/spots/11053_1979-12-7_2006.jpg
195,36,0,0,0.00271177686,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/11055_1978-9-12_2014.jpg
196,31,0,0,0.00266796022,0,0,0,0,0.000195218346,0,0,0,0,1,0,0,../datasets/spots/11064_1980-6-18_2011.jpg
197,14,0,0,0,0,0.0146169355,0,0,0,0,0.000255489022,0,0,0,0,1,../datasets/spots/11069_1997-11-1_2011.jpg
