,user_id,rm_id,rating
262,69,152,2
263,69,156,4
264,69,157,5
265,70,151,1
266,70,152,3
267,70,153,2
268,70,157,4
269,71,151,1
270,71,152,1
271,71,153,3
272,71,157,3
273,72,151,2
274,72,152,5
275,72,154,5
276,72,156,4
277,72,157,2
278,73,151,1
279,73,152,2
280,73,154,2
281,73,155,5
282,73,156,3
283,73,157,2
284,74,151,2
285,74,153,3
286,74,154,1
287,74,156,3
288,75,151,3
289,75,156,5
290,75,157,5
291,76,151,3
292,76,153,1
293,76,154,3
294,76,156,2
295,77,153,4
296,77,154,5
297,77,155,3
298,78,152,4
299,78,155,1
300,79,151,1
301,79,152,5
302,79,156,1
303,80,151,3
304,80,153,5
305,80,156,5
306,80,157,4
307,81,152,3
308,81,154,2
309,81,155,5
310,82,151,1
311,82,152,3
312,82,154,3
313,82,155,4
314,82,157,1
315,83,151,5
316,83,157,2
317,84,153,1
318,84,154,1
319,84,155,4
320,84,156,4
321,85,155,5
322,85,156,5
323,85,157,1
324,86,152,3
325,86,154,3
326,87,152,3
327,87,153,3
328,87,154,4
329,87,155,1
330,87,156,2
331,87,157,2
332,88,151,2
333,88,152,5
334,88,153,2
335,88,155,4
336,88,156,5
337,89,152,1
338,89,153,2
339,89,155,4
340,89,156,2
341,89,157,3
342,90,152,2
343,90,153,2
344,90,155,4
345,90,156,3
346,91,151,1
347,91,153,4
348,92,151,3
349,92,156,4
350,93,152,5
351,93,153,3
352,93,154,3
353,93,155,4
354,93,156,3
355,94,151,3
356,94,152,2
357,94,154,1
358,94,155,5
359,94,156,5
360,94,157,4
361,95,151,5
362,95,152,4
363,95,153,3
364,95,154,1
365,95,155,2
366,96,152,5
367,96,154,4
368,96,155,3
369,96,156,4
370,96,157,2
371,97,151,2
372,97,152,2
373,97,153,3
374,97,155,1
375,97,157,4
376,98,152,1
377,98,154,2
378,98,155,5
379,98,156,3
380,98,157,4
381,99,151,1
382,99,153,1
383,99,154,5
384,99,155,1
385,99,157,2
386,100,151,2
387,100,152,2
388,100,155,2
389,100,157,5
390,101,151,4
391,101,152,4
392,101,153,4
393,101,154,2
394,102,152,4
395,102,154,3
396,102,155,4
397,103,153,2
398,103,154,2
399,103,155,2
400,104,152,1
401,104,153,3
402,104,155,3
403,104,156,5
404,105,151,4
405,105,154,2
406,105,155,5
407,105,157,4
408,106,151,5
409,106,152,2
410,106,153,1
411,106,156,3
412,106,157,2
413,107,151,2
414,107,155,4
415,107,156,5
416,107,157,3
417,108,152,2
418,108,156,3
419,108,157,1
420,109,151,1
421,109,153,4
422,109,155,4
423,109,156,3
424,110,151,4
425,110,154,3
426,111,154,1
427,112,152,3
428,112,153,3
429,112,155,2
430,113,152,3
431,113,153,3
432,113,154,1
433,113,155,4
434,114,151,3
435,114,152,2
436,114,155,1
437,114,156,4
438,114,157,3
439,115,152,2
440,115,153,3
441,115,155,5
442,115,156,5
443,116,153,1
444,116,157,2
445,117,154,4
446,117,155,5
447,117,157,1
448,118,151,2
449,118,157,1
450,119,151,5
451,119,152,2
452,119,153,4
453,119,154,5
454,119,155,1
455,119,157,3
456,120,152,2
457,120,154,2
458,120,155,3
459,120,156,5
460,121,151,5
461,121,154,1
462,121,157,1
463,122,153,1
464,122,154,5
465,122,156,4
466,122,157,1
467,123,151,2
468,123,152,1
469,123,154,4
470,123,155,1
471,123,156,5
472,123,157,3
473,124,152,4
474,124,154,1
475,124,155,1
476,124,156,1
477,125,151,4
478,125,153,5
479,126,155,2
480,126,156,1
481,126,157,4
482,127,152,4
483,127,153,1
484,127,155,4
485,127,156,3
486,127,157,1
487,128,151,5
488,128,153,5
489,128,156,2
490,129,152,1
491,129,153,1
492,129,157,4
493,130,152,1
494,130,153,1
495,130,156,4
496,131,157,2
497,132,152,2
498,132,154,1
499,132,155,1
500,132,156,4
501,132,157,1
502,133,152,5
503,133,154,3
504,133,155,4
505,133,157,5
506,134,151,1
507,134,156,4
508,135,151,1
509,135,152,2
510,135,153,3
511,135,156,1
512,136,151,4
513,136,152,4
514,136,153,1
515,136,154,5
516,136,157,2
517,137,152,2
518,137,153,3
519,137,156,2
520,138,151,4
521,138,152,5
522,138,154,5
523,138,155,3
524,138,156,5
525,138,157,4
526,139,151,4
527,139,154,5
528,139,155,2
529,139,156,3
530,140,154,5
531,140,155,2
532,141,155,1
533,141,156,5
534,141,157,5
535,142,152,4
536,142,153,2
537,142,157,4
538,143,151,1
539,143,155,5
540,143,157,5
541,144,152,1
542,144,154,2
543,145,151,2
544,145,152,3
545,145,155,4
546,145,156,5
547,145,157,5
548,146,152,3
549,147,153,3
550,147,154,3
551,147,155,2
552,147,156,1
553,148,151,2
554,148,152,2
555,148,153,5
556,148,157,3
557,149,151,1
558,149,153,5
559,149,157,5
560,150,151,2
561,150,152,5
562,150,153,4
563,150,154,5
564,150,157,2
565,151,151,1
566,151,153,5
567,151,154,4
568,151,155,2
569,151,156,5
570,152,153,4
571,152,154,4
572,152,157,5
573,153,151,5
574,153,152,2
575,153,153,5
576,154,152,1
577,154,157,2
578,155,151,2
579,155,154,5
580,155,157,5
581,156,156,5
582,156,157,2
583,157,154,4
584,157,155,2
585,157,157,3
586,158,152,4
587,158,155,3
588,159,152,1
589,159,155,5
590,159,157,1
591,160,151,1
592,160,152,2
593,160,153,2
594,160,157,5
595,162,152,1
596,162,154,4
597,162,155,2
598,162,157,1
599,163,152,5
600,163,154,2
601,163,156,1
602,163,157,4
603,164,153,4
604,164,154,5
605,164,155,5
606,164,156,1
607,164,157,5
608,165,152,1
609,165,153,2
610,165,154,3
611,166,152,5
612,166,156,4
613,166,157,1
614,167,151,1
615,167,152,1
616,167,155,2
617,167,156,3
618,168,151,4
619,168,152,2
620,168,153,3
621,168,154,2
622,169,152,3
623,169,155,1
624,169,156,5
625,169,157,4
626,170,151,1
627,170,152,1
628,170,153,3
629,170,154,3
630,170,156,5
631,170,157,4
632,171,152,2
633,171,156,4
634,172,151,5
635,172,153,4
636,172,155,4
637,172,157,1
638,173,151,5
639,173,152,3
640,173,155,2
641,173,156,4
642,174,151,2
643,174,153,2
644,174,155,2
645,174,157,1
646,175,151,2
647,175,152,3
648,175,154,1
649,175,155,1
650,176,151,5
651,176,152,1
652,176,157,1
653,177,151,5
654,177,152,2
655,177,157,5
656,178,151,2
657,178,152,4
658,178,153,5
659,178,155,3
660,178,156,5
661,179,154,5
662,179,155,1
663,180,151,5
664,180,152,1
665,180,153,2
666,180,156,1
667,181,151,5
668,181,153,5
669,181,154,2
670,182,152,3
671,182,153,3
672,182,156,4
673,183,152,3
674,183,154,2
675,183,155,3
676,184,154,5
677,184,155,2
678,185,153,3
679,185,155,1
680,185,156,1
681,186,151,2
682,186,156,3
683,186,157,2
684,187,151,5
685,187,157,5
686,188,155,2
687,188,156,2
688,188,157,1
689,189,151,3
690,189,153,5
691,189,155,1
692,189,157,1
693,190,151,3
694,190,152,2
695,190,155,1
696,190,156,3
697,190,157,4
698,191,151,3
699,191,152,3
700,191,153,5
701,192,152,2
702,192,153,5
703,192,155,5
704,192,156,5
705,192,157,3
706,193,152,1
707,193,153,2
708,193,154,3
709,193,156,3
710,194,152,4
711,194,156,5
712,195,151,3
713,195,153,1
714,195,154,4
715,195,157,3
716,196,152,5
717,196,157,5
718,197,151,1
719,197,152,3
720,197,154,2
721,197,155,5
722,197,156,3
723,197,157,1
724,198,151,3
725,198,155,3
726,198,156,5
727,199,151,4
728,199,153,1
729,199,155,4
730,199,156,1
731,200,151,2
732,200,157,3
733,201,152,3
734,201,153,4
735,201,155,5
736,201,157,4
737,202,152,1
738,202,153,4
739,202,155,3
740,202,156,2
741,203,151,5
742,203,152,2
743,203,155,2
744,204,151,5
745,204,153,5
746,204,155,4
747,205,151,1
748,205,153,5
749,205,154,2
750,205,155,3
751,205,156,4
752,205,157,5
753,206,151,4
754,206,155,2
755,206,156,5
756,206,157,1
757,207,151,2
758,207,157,2
759,208,155,5
760,208,156,1
761,209,153,1
762,209,155,5
763,210,151,2
764,210,152,3
765,210,153,3
766,210,154,3
767,210,157,1
768,211,151,3
769,211,152,1
770,211,154,2
771,211,156,3
772,211,157,5
773,212,152,5
774,212,154,3
775,212,157,4
776,213,154,2
777,213,155,5
778,214,152,2
779,214,154,3
780,214,155,4
781,215,154,3
782,215,157,1
783,216,151,4
784,216,152,2
785,216,155,3
786,216,156,5
787,216,157,4
788,217,151,2
789,217,152,1
790,217,153,2
791,217,156,1
792,217,157,4
793,218,154,5
794,218,155,4
795,218,157,3
796,219,151,2
797,219,153,1
798,220,151,5
799,220,152,3
800,220,153,3
801,220,154,5
802,220,156,1
803,220,157,3
804,221,151,4
805,221,152,2
806,221,154,1
807,221,157,3
808,222,151,3
809,222,152,5
810,223,154,4
811,223,155,2
812,223,156,3
813,224,154,2
814,224,156,4
815,225,152,2
816,225,157,3
817,226,151,1
818,226,153,2
819,227,152,5
820,227,153,1
821,227,154,1
822,227,157,2
823,228,153,3
824,228,154,3
825,228,155,3
826,228,156,3
827,229,155,4
828,229,156,3
829,229,157,4
830,230,151,3
831,230,153,5
832,230,156,3
833,230,157,5
834,231,152,4
835,231,153,5
836,231,155,3
837,231,156,1
838,232,151,4
839,232,152,3
840,232,153,1
841,232,154,2
842,233,153,3
843,233,154,4
844,233,155,1
845,234,151,2
846,234,153,3
847,234,154,2
848,234,155,4
849,234,156,1
850,235,152,1
851,235,154,2
852,235,156,5
853,235,157,1
854,236,155,1
855,236,157,1
856,237,155,1
857,237,156,3
858,237,157,3
859,238,151,1
860,238,152,3
861,238,153,5
862,238,154,1
863,238,155,4
864,238,156,5
865,239,152,1
866,239,153,4
867,239,157,3
868,240,151,1
869,240,152,3
870,240,154,3
871,241,151,5
872,241,152,1
873,241,153,3
874,241,155,1
875,242,152,3
876,242,154,3
877,242,155,5
878,242,156,5
879,242,157,4
880,243,153,2
881,243,154,1
882,243,156,1
883,244,151,5
884,244,152,3
885,244,153,1
886,244,154,5
887,244,156,1
888,244,157,3
889,245,151,5
890,245,154,4
891,245,155,1
892,246,151,4
893,246,152,4
894,246,153,1
895,246,154,2
896,246,155,1
897,246,157,4
898,247,151,3
899,247,153,1
900,247,156,4
901,247,157,5
902,248,151,5
903,248,154,2
904,248,155,4
905,248,156,2
906,248,157,2
907,249,152,5
908,249,154,1
909,249,156,2
910,250,151,5
911,250,153,4
912,250,154,2
913,250,157,2
914,251,153,4
915,251,155,1
916,252,153,5
917,252,154,1
918,252,156,3
919,253,153,2
920,253,154,5
921,253,156,1
922,254,154,3
923,254,156,4
924,255,152,1
925,255,153,1
926,255,155,1
927,255,157,2
928,256,152,1
929,256,153,2
930,256,155,4
931,257,151,4
932,257,152,3
933,257,153,3
934,257,157,1
935,258,151,3
936,259,151,1
937,259,154,2
938,259,155,5
939,259,156,3
940,260,153,3
941,260,155,1
942,260,156,3
943,260,157,5
944,261,153,1
945,261,155,2
946,261,157,3
947,262,151,5
948,262,153,5
949,262,154,3
950,262,155,3
951,262,156,4
952,262,157,5
953,263,151,4
954,263,152,1
955,263,153,3
956,263,155,4
957,263,156,1
958,263,157,3
959,264,151,5
960,264,153,5
961,264,154,1
962,264,155,1
963,264,156,4
964,264,157,3
965,265,153,3
966,265,154,3
967,265,155,2
968,265,156,5
969,266,151,3
970,266,152,4
971,266,154,3
972,266,155,2
973,267,151,3
974,267,153,1
975,267,154,3
976,267,155,2
977,268,155,5
978,269,152,3
979,269,154,4
980,269,156,4
981,270,151,5
982,270,153,4
983,270,154,5
984,270,155,5
985,270,156,5
986,270,157,3
987,271,155,5
988,271,156,4
989,272,153,2
990,272,154,2
991,272,156,2
992,272,157,4
993,273,151,3
994,273,152,5
995,273,156,1
996,274,151,4
997,274,153,5
998,274,155,5
999,274,156,2
1000,275,151,3
1001,275,154,3
1002,275,155,4
1003,276,151,5
1004,276,152,1
1005,276,154,1
1006,276,155,5
1007,276,156,5
1008,277,151,2
1009,277,153,1
1010,277,155,3
1011,278,153,5
1012,278,156,5
1013,279,152,1
1014,279,153,4
1015,279,155,4
1016,279,157,5
1017,280,151,1
1018,280,152,3
1019,280,153,4
1020,280,155,4
1021,281,151,4
1022,281,152,1
1023,281,153,5
1024,281,155,4
1025,281,156,3
1026,281,157,2
1027,282,151,5
1028,282,155,3
1029,283,151,4
1030,283,152,4
1031,283,153,3
1032,283,157,1
1033,284,151,2
1034,284,154,2
1035,284,156,3
1036,285,152,5
1037,285,153,1
1038,285,154,4
1039,285,156,5
1040,286,151,5
1041,286,155,4
1042,286,156,2
1043,286,157,4
1044,287,153,2
1045,287,154,2
1046,287,155,4
1047,287,156,5
1048,287,157,2
1049,288,154,5
1050,288,155,3
1051,288,156,5
1052,288,157,4
1053,289,151,3
1054,289,152,1
1055,289,153,2
1056,289,155,2
1057,289,156,3
1058,289,157,1
1059,290,152,2
1060,290,153,2
1061,290,156,5
1062,290,157,3
1063,291,154,3
1064,291,155,4
1065,292,153,1
1066,292,157,3
1067,293,151,3
1068,293,152,2
1069,293,153,1
1070,293,156,1
1071,293,157,5
1072,294,151,3
1073,294,152,3
1074,294,154,2
1075,294,155,2
1076,294,156,4
1077,294,157,3
1078,295,151,5
1079,295,152,5
1080,295,154,2
1081,295,155,4
1082,296,151,5
1083,296,152,1
1084,296,153,5
1085,296,154,5
1086,297,151,3
1087,297,152,2
1088,297,153,2
1089,297,156,5
1090,298,151,4
1091,298,153,4
1092,298,155,5
1093,298,156,4
1094,299,151,2
1095,299,153,2
1096,299,154,3
1097,299,155,2
1098,299,156,2
1099,299,157,3
1100,300,151,3
1101,300,153,5
1102,300,155,1
1103,300,156,3
1104,300,157,2
1105,301,151,2
1106,301,154,1
1107,301,155,5
1108,301,157,5
1109,302,151,2
1110,302,154,2
1111,302,155,3
1112,303,151,1
1113,303,153,5
1114,303,154,1
1115,304,151,3
1116,304,156,5
1117,304,157,2
1118,305,151,1
1119,305,153,4
1120,305,155,1
1121,305,156,2
1122,305,157,1
1123,306,154,3
1124,306,155,4
1125,306,156,3
1126,307,152,4
1127,307,154,5
1128,308,152,3
1129,308,154,1
1130,308,155,1
1131,308,156,5
1132,309,153,5
1133,309,154,3
1134,309,156,1
1135,309,157,4
