,Age,F1,F10,F11,F12,F2,F3,F4,F5,F6,F7,F8,F9,path
26,30,0.99,0.42,0.31,0.08,0.61,0.26,0.44,0.05,0.23,0.45,0.31,0.73,./results/10710698_1981-01-20_2011.jpg
27,56,0.99,0.45,0.25,0.09,0.63,0.26,0.46,0.06,0.22,0.44,0.25,0.71,./results/10751203_1952-06-28_2008.jpg
28,28,0.96,0.42,0.33,0.07,0.62,0.26,0.44,0.06,0.2,0.37,0.33,0.75,./results/10772404_1985-12-05_2013.jpg
29,32,0.98,0.41,0.3,0.07,0.58,0.26,0.43,0.07,0.23,0.46,0.3,0.71,./results/10837837_1953-03-19_1985.jpg
30,78,0.98,0.49,0.33,0.1,0.62,0.3,0.46,0.06,0.24,0.49,0.33,0.82,./results/1088033_1928-05-07_2006.jpg
31,21,1.0,0.47,0.32,0.06,0.64,0.27,0.46,0.06,0.24,0.51,0.32,0.79,./results/10897871_1959-09-24_1980.jpg
32,20,0.97,0.49,0.27,0.11,0.62,0.27,0.46,0.06,0.21,0.4,0.27,0.76,./results/1091531_1940-04-08_1960.jpg
33,55,1.0,0.42,0.32,0.06,0.63,0.26,0.46,0.06,0.21,0.47,0.32,0.74,./results/1095190_1957-09-04_2012.jpg
34,24,0.98,0.34,0.36,0.12,0.69,0.28,0.49,0.08,0.2,0.37,0.36,0.69,./results/1104576_1948-11-18_1972.jpg
35,42,0.98,0.49,0.3,0.1,0.61,0.24,0.43,0.07,0.15,0.36,0.3,0.78,./results/1106026_1972-07-15_2014.jpg
36,63,0.97,0.47,0.34,0.09,0.61,0.28,0.45,0.06,0.21,0.38,0.34,0.81,./results/1111035_1942-08-07_2005.jpg
37,37,0.97,0.43,0.33,0.09,0.64,0.27,0.46,0.06,0.2,0.39,0.33,0.75,./results/11286255_1931-04-28_1968.jpg
38,40,0.98,0.44,0.32,0.08,0.62,0.27,0.45,0.07,0.18,0.43,0.32,0.76,./results/1131098_1972-05-22_2012.jpg
39,32,0.97,0.45,0.34,0.1,0.64,0.27,0.46,0.07,0.18,0.4,0.34,0.8,./results/113137_1926-06-01_1958.jpg
40,35,0.97,0.39,0.29,0.07,0.66,0.3,0.49,0.07,0.19,0.44,0.29,0.68,./results/1132734_1979-12-02_2014.jpg
41,35,0.98,0.41,0.37,0.1,0.62,0.26,0.45,0.07,0.23,0.39,0.37,0.78,./results/11329144_1979-09-25_2014.jpg
42,57,0.98,0.4,0.32,0.07,0.59,0.27,0.43,0.05,0.18,0.34,0.32,0.72,./results/113296_1953-05-11_2010.jpg
43,43,0.98,0.44,0.32,0.12,0.59,0.27,0.43,0.06,0.17,0.39,0.32,0.76,./results/1133034_1970-04-28_2013.jpg
44,26,0.98,0.47,0.3,0.1,0.61,0.26,0.44,0.07,0.18,0.38,0.3,0.77,./results/11401783_1988-12-17_2014.jpg
45,17,0.97,0.47,0.32,0.1,0.6,0.25,0.43,0.06,0.2,0.46,0.32,0.78,./results/11470826_1994-12-03_2011.jpg
46,29,0.99,0.48,0.29,0.1,0.62,0.26,0.45,0.06,0.22,0.49,0.29,0.77,./results/1151537_1983-10-15_2012.jpg
47,45,0.98,0.45,0.34,0.1,0.64,0.3,0.48,0.06,0.23,0.45,0.34,0.79,./results/1153026_1959-06-26_2004.jpg
48,50,0.98,0.45,0.32,0.13,0.62,0.27,0.46,0.06,0.19,0.36,0.32,0.76,./results/1156637_1954-12-04_2004.jpg
49,43,0.99,0.42,0.29,0.09,0.58,0.25,0.41,0.06,0.21,0.42,0.29,0.71,./results/1157079_1966-11-30_2009.jpg
50,51,0.97,0.39,0.26,0.09,0.58,0.27,0.42,0.06,0.2,0.38,0.26,0.64,./results/1159758_1962-07-23_2013.jpg
51,53,0.98,0.41,0.31,0.09,0.61,0.29,0.45,0.07,0.21,0.4,0.31,0.72,./results/1159959_1957-02-18_2010.jpg
52,57,0.97,0.45,0.31,0.09,0.62,0.27,0.44,0.07,0.2,0.38,0.31,0.76,./results/11632935_1955-10-15_2012.jpg
53,34,0.98,0.42,0.3,0.1,0.65,0.27,0.47,0.07,0.2,0.46,0.3,0.72,./results/11654516_1974-11-08_2008.jpg
54,27,0.96,0.43,0.39,0.09,0.6,0.25,0.43,0.06,0.22,0.36,0.39,0.82,./results/11670771_1938-04-22_1965.jpg
55,46,0.98,0.39,0.32,0.07,0.61,0.27,0.45,0.06,0.22,0.4,0.32,0.71,./results/11673465_1968-09-09_2014.jpg
56,12,0.97,0.36,0.32,0.07,0.63,0.26,0.45,0.07,0.16,0.31,0.32,0.68,./results/11754281_1995-09-27_2007.jpg
57,31,0.98,0.47,0.33,0.11,0.63,0.27,0.46,0.07,0.18,0.4,0.33,0.8,./results/1180042_1930-04-03_1961.jpg
58,69,0.99,0.46,0.3,0.1,0.56,0.26,0.42,0.05,0.21,0.43,0.3,0.76,./results/11861483_1940-07-04_2009.jpg
59,24,0.97,0.45,0.34,0.08,0.63,0.27,0.45,0.07,0.2,0.45,0.34,0.79,./results/11914142_1984-08-30_2008.jpg
60,20,0.96,0.44,0.33,0.09,0.62,0.25,0.44,0.06,0.17,0.34,0.33,0.78,./results/11930288_1989-08-28_2009.jpg
61,51,0.97,0.47,0.36,0.12,0.64,0.28,0.47,0.07,0.19,0.41,0.36,0.83,./results/1195777_1960-05-24_2011.jpg
62,70,0.99,0.42,0.33,0.06,0.62,0.27,0.45,0.06,0.25,0.48,0.33,0.75,./results/1201971_1937-01-06_2007.jpg
63,32,0.99,0.48,0.32,0.1,0.58,0.25,0.42,0.06,0.22,0.35,0.32,0.8,./results/1202691_1977-01-28_2009.jpg
64,27,0.97,0.39,0.29,0.08,0.6,0.27,0.44,0.07,0.21,0.34,0.29,0.68,./results/12064042_1930-12-07_1957.jpg
65,57,0.97,0.49,0.29,0.09,0.57,0.25,0.41,0.05,0.2,0.4,0.29,0.78,./results/12159347_1957-01-04_2014.jpg
66,31,0.98,0.43,0.33,0.07,0.61,0.29,0.45,0.06,0.19,0.44,0.33,0.75,./results/12209_1912-08-23_1943.jpg
67,23,0.99,0.38,0.26,0.1,0.46,0.16,0.32,0.05,0.15,0.23,0.26,0.64,./results/1221722_1919-06-08_1942.jpg
68,40,0.99,0.43,0.29,0.07,0.6,0.26,0.44,0.06,0.22,0.53,0.29,0.72,./results/1225322_1971-02-04_2011.jpg
69,34,1.0,0.42,0.31,0.08,0.63,0.28,0.46,0.06,0.24,0.43,0.31,0.73,./results/1228302_1939-05-30_1973.jpg
70,58,0.97,0.41,0.31,0.06,0.61,0.23,0.43,0.08,0.17,0.4,0.31,0.72,./results/12292369_1950-06-11_2008.jpg
71,31,0.98,0.46,0.32,0.07,0.54,0.23,0.39,0.06,0.19,0.38,0.32,0.78,./results/12296367_1983-11-01_2014.jpg
72,64,1.02,0.45,0.34,0.08,0.62,0.25,0.44,0.06,0.24,0.41,0.34,0.78,./results/1230352_1946-12-11_2010.jpg
73,29,0.97,0.44,0.34,0.13,0.62,0.27,0.45,0.07,0.2,0.32,0.34,0.77,./results/12325989_1979-12-17_2008.jpg
74,28,0.99,0.42,0.36,0.08,0.6,0.27,0.44,0.06,0.21,0.33,0.36,0.78,./results/1235598_1942-05-27_1970.jpg
75,28,1.01,0.42,0.32,0.08,0.64,0.3,0.48,0.06,0.23,0.52,0.32,0.74,./results/1237996_1981-07-30_2009.jpg
76,31,0.99,0.44,0.34,0.11,0.61,0.25,0.43,0.07,0.19,0.4,0.34,0.77,./results/12398695_1943-04-08_1974.jpg
77,32,0.99,0.46,0.3,0.11,0.6,0.25,0.44,0.06,0.22,0.4,0.3,0.76,./results/1240775_1924-04-21_1956.jpg
78,67,0.99,0.47,0.31,0.09,0.59,0.25,0.42,0.07,0.18,0.39,0.31,0.78,./results/1242576_1940-05-15_2007.jpg
79,33,0.98,0.46,0.23,0.08,0.58,0.25,0.42,0.06,0.18,0.44,0.23,0.69,./results/12466945_1981-02-23_2014.jpg
80,30,0.99,0.49,0.31,0.11,0.64,0.27,0.46,0.07,0.23,0.4,0.31,0.8,./results/12568816_1937-07-05_1967.jpg
81,35,1.0,0.43,0.32,0.07,0.63,0.28,0.46,0.06,0.28,0.47,0.32,0.75,./results/1257708_1971-03-19_2006.jpg
82,77,1.0,0.38,0.29,0.08,0.65,0.29,0.49,0.07,0.21,0.46,0.29,0.68,./results/12610391_1937-09-02_2014.jpg
83,24,0.96,0.45,0.34,0.1,0.62,0.26,0.45,0.08,0.16,0.37,0.34,0.79,./results/12610442_1916-09-21_1940.jpg
84,19,0.97,0.45,0.31,0.14,0.67,0.32,0.5,0.06,0.2,0.4,0.31,0.76,./results/1261437_1925-09-19_1944.jpg
85,44,0.98,0.39,0.35,0.1,0.63,0.28,0.46,0.07,0.24,0.39,0.35,0.74,./results/12755781_1933-11-12_1977.jpg
86,24,0.97,0.41,0.3,0.12,0.59,0.25,0.43,0.06,0.18,0.38,0.3,0.71,./results/12775491_1939-02-21_1963.jpg
87,25,0.97,0.47,0.33,0.12,0.59,0.26,0.43,0.06,0.18,0.31,0.33,0.8,./results/12813959_1988-06-12_2013.jpg
88,35,1.0,0.47,0.33,0.07,0.62,0.28,0.46,0.06,0.21,0.52,0.33,0.8,./results/12840870_1980-11-27_2015.jpg
89,24,0.99,0.47,0.3,0.08,0.59,0.27,0.43,0.06,0.2,0.45,0.3,0.78,./results/12892545_1987-01-27_2011.jpg
90,42,0.97,0.43,0.32,0.11,0.64,0.28,0.47,0.07,0.21,0.43,0.32,0.75,./results/12935832_1969-05-17_2011.jpg
91,38,0.99,0.49,0.31,0.11,0.65,0.29,0.48,0.07,0.2,0.43,0.31,0.81,./results/12940875_1972-11-10_2010.jpg
92,34,0.98,0.4,0.33,0.1,0.66,0.29,0.48,0.07,0.18,0.37,0.33,0.73,./results/1298350_1944-08-15_1978.jpg
93,56,1.0,0.39,0.28,0.1,0.59,0.27,0.43,0.05,0.24,0.49,0.28,0.67,./results/1305853_1950-06-02_2006.jpg
94,48,1.01,0.45,0.3,0.07,0.64,0.28,0.47,0.07,0.24,0.54,0.3,0.75,./results/1306335_1961-10-12_2009.jpg
95,23,0.97,0.52,0.3,0.13,0.63,0.27,0.46,0.07,0.21,0.39,0.3,0.82,./results/13079926_1957-09-05_1980.jpg
96,57,1.0,0.48,0.31,0.08,0.62,0.26,0.45,0.06,0.2,0.46,0.31,0.79,./results/1326831_1946-02-01_2003.jpg
97,36,0.99,0.43,0.33,0.07,0.64,0.27,0.46,0.07,0.21,0.51,0.33,0.76,./results/1327729_1976-11-17_2012.jpg
98,67,0.97,0.45,0.31,0.1,0.57,0.26,0.42,0.06,0.2,0.37,0.31,0.75,./results/1330338_1947-06-24_2014.jpg
99,45,0.99,0.47,0.32,0.13,0.57,0.26,0.42,0.06,0.18,0.39,0.32,0.79,./results/13310063_1965-03-13_2010.jpg
100,30,0.99,0.49,0.29,0.09,0.56,0.24,0.41,0.06,0.16,0.36,0.29,0.77,./results/13317990_1979-03-18_2009.jpg
101,34,1.0,0.47,0.26,0.09,0.63,0.29,0.47,0.07,0.25,0.5,0.26,0.73,./results/13390669_1936-04-25_1970.jpg
102,24,0.99,0.39,0.3,0.05,0.68,0.29,0.49,0.08,0.2,0.5,0.3,0.69,./results/13418259_1986-10-07_2010.jpg
103,28,0.96,0.51,0.31,0.09,0.62,0.29,0.46,0.06,0.22,0.4,0.31,0.83,./results/1346586_1934-04-01_1962.jpg
104,55,1.01,0.45,0.29,0.06,0.61,0.3,0.46,0.05,0.25,0.54,0.29,0.74,./results/1349706_1914-08-10_1969.jpg
105,61,1.0,0.46,0.3,0.11,0.66,0.29,0.49,0.06,0.29,0.47,0.3,0.76,./results/1357606_1954-06-02_2015.jpg
106,23,0.96,0.43,0.28,0.09,0.63,0.26,0.45,0.07,0.15,0.37,0.28,0.7,./results/13583490_1917-07-09_1940.jpg
107,38,0.98,0.36,0.33,0.04,0.63,0.27,0.45,0.07,0.19,0.48,0.33,0.69,./results/13613264_1972-05-09_2010.jpg
108,35,0.98,0.42,0.3,0.07,0.63,0.26,0.45,0.07,0.18,0.45,0.3,0.72,./results/1365876_1977-10-01_2012.jpg
109,44,0.99,0.39,0.33,0.06,0.55,0.24,0.4,0.06,0.2,0.43,0.33,0.71,./results/13664731_1965-03-24_2009.jpg
110,64,0.98,0.43,0.32,0.08,0.64,0.29,0.47,0.06,0.23,0.53,0.32,0.75,./results/13687702_1947-01-05_2011.jpg
111,35,0.98,0.41,0.31,0.06,0.63,0.26,0.45,0.07,0.17,0.45,0.31,0.72,./results/13714120_1977-06-14_2012.jpg
112,59,0.99,0.47,0.32,0.1,0.57,0.26,0.42,0.06,0.19,0.41,0.32,0.79,./results/13765725_1950-04-20_2009.jpg
113,34,0.98,0.43,0.33,0.1,0.61,0.26,0.43,0.07,0.22,0.38,0.33,0.76,./results/13773869_1946-09-26_1980.jpg
114,32,0.97,0.41,0.32,0.06,0.62,0.26,0.45,0.06,0.21,0.45,0.32,0.73,./results/13784729_1979-04-26_2011.jpg
115,42,0.99,0.45,0.32,0.11,0.56,0.23,0.4,0.06,0.18,0.3,0.32,0.76,./results/1383679_1965-10-23_2007.jpg
116,70,0.97,0.38,0.31,0.11,0.59,0.27,0.43,0.06,0.22,0.4,0.31,0.7,./results/13853560_1943-04-01_2013.jpg
117,61,0.99,0.49,0.3,0.09,0.56,0.26,0.4,0.05,0.22,0.48,0.3,0.78,./results/1387923_1951-07-22_2012.jpg
118,63,1.0,0.4,0.24,0.08,0.51,0.24,0.38,0.04,0.22,0.45,0.24,0.63,./results/1393530_1946-09-02_2009.jpg
119,83,0.98,0.47,0.34,0.12,0.57,0.26,0.43,0.05,0.2,0.4,0.34,0.81,./results/1393918_1930-04-29_2013.jpg
120,60,1.01,0.41,0.34,0.07,0.63,0.3,0.47,0.06,0.24,0.52,0.34,0.75,./results/1404290_1951-10-20_2011.jpg
121,35,0.99,0.44,0.35,0.06,0.63,0.25,0.45,0.07,0.21,0.44,0.35,0.79,./results/1405234_1974-07-14_2009.jpg
122,50,0.98,0.39,0.35,0.08,0.56,0.25,0.41,0.05,0.21,0.32,0.35,0.74,./results/14052818_1959-10-28_2009.jpg
123,29,0.99,0.4,0.36,0.06,0.64,0.27,0.47,0.07,0.24,0.51,0.36,0.76,./results/14058750_1984-06-06_2013.jpg
124,36,1.0,0.44,0.34,0.07,0.69,0.27,0.5,0.08,0.21,0.46,0.34,0.78,./results/1406808_1972-10-23_2008.jpg
125,28,1.01,0.49,0.27,0.13,0.65,0.27,0.47,0.07,0.21,0.42,0.27,0.76,./results/14219589_1979-05-04_2007.jpg
126,10,0.96,0.5,0.28,0.1,0.57,0.26,0.42,0.06,0.18,0.4,0.28,0.79,./results/14230494_1946-07-14_1956.jpg
127,81,1.0,0.52,0.34,0.11,0.59,0.26,0.43,0.06,0.23,0.42,0.34,0.86,./results/1425846_1927-07-07_2008.jpg
128,25,0.99,0.45,0.3,0.1,0.64,0.27,0.46,0.07,0.2,0.37,0.3,0.74,./results/14263192_1986-07-02_2011.jpg
129,48,0.97,0.47,0.31,0.12,0.62,0.26,0.44,0.06,0.19,0.39,0.31,0.78,./results/14268827_1959-10-16_2007.jpg
130,62,1.01,0.51,0.25,0.08,0.66,0.3,0.49,0.06,0.28,0.51,0.25,0.76,./results/1428505_1949-09-21_2011.jpg
131,24,0.97,0.46,0.34,0.07,0.6,0.25,0.44,0.06,0.2,0.43,0.34,0.8,./results/14347913_1985-10-30_2009.jpg
132,41,1.01,0.45,0.29,0.08,0.62,0.27,0.45,0.06,0.19,0.47,0.29,0.74,./results/145225_1970-10-15_2011.jpg
133,31,0.99,0.49,0.32,0.08,0.55,0.23,0.39,0.05,0.2,0.43,0.32,0.81,./results/14553797_1980-07-05_2011.jpg
134,30,0.99,0.43,0.37,0.09,0.61,0.28,0.44,0.07,0.17,0.39,0.37,0.8,./results/14609225_1983-04-10_2013.jpg
135,54,1.02,0.4,0.34,0.07,0.68,0.3,0.49,0.07,0.24,0.49,0.34,0.74,./results/1462291_1957-11-28_2011.jpg
136,66,0.99,0.41,0.34,0.09,0.6,0.27,0.44,0.06,0.22,0.39,0.34,0.74,./results/1464891_1946-12-02_2012.jpg
137,60,0.99,0.44,0.3,0.11,0.64,0.29,0.48,0.07,0.19,0.43,0.3,0.74,./results/14664145_1948-02-29_2008.jpg
138,39,1.0,0.4,0.33,0.08,0.64,0.28,0.47,0.06,0.26,0.48,0.33,0.73,./results/14672580_1907-06-16_1946.jpg
139,29,0.98,0.45,0.31,0.09,0.62,0.26,0.44,0.07,0.23,0.44,0.31,0.76,./results/14680056_1984-07-21_2013.jpg
140,52,0.99,0.45,0.34,0.11,0.72,0.31,0.53,0.08,0.19,0.42,0.34,0.78,./results/14756753_1927-03-08_1979.jpg
141,33,0.97,0.46,0.3,0.11,0.58,0.25,0.42,0.07,0.17,0.3,0.3,0.76,./results/14760049_1977-04-03_2010.jpg
142,52,1.01,0.46,0.34,0.05,0.6,0.28,0.45,0.05,0.25,0.49,0.34,0.79,./results/1476132_1963-04-05_2015.jpg
143,54,0.98,0.44,0.32,0.09,0.57,0.25,0.42,0.06,0.21,0.34,0.32,0.75,./results/14796343_1959-06-14_2013.jpg
144,46,0.99,0.47,0.32,0.11,0.55,0.25,0.41,0.06,0.19,0.35,0.32,0.79,./results/14799138_1966-01-05_2012.jpg
145,34,1.01,0.48,0.3,0.06,0.64,0.28,0.47,0.06,0.29,0.5,0.3,0.78,./results/147995_1939-04-02_1973.jpg
146,24,0.98,0.43,0.35,0.05,0.64,0.28,0.47,0.06,0.22,0.47,0.35,0.79,./results/14802880_1988-12-18_2012.jpg
147,36,0.99,0.42,0.3,0.07,0.65,0.3,0.48,0.06,0.25,0.48,0.3,0.72,./results/1482265_1914-10-19_1950.jpg
148,23,0.97,0.36,0.34,0.11,0.66,0.29,0.48,0.07,0.19,0.36,0.34,0.7,./results/1482311_1936-11-11_1959.jpg
149,41,0.98,0.46,0.28,0.08,0.63,0.29,0.45,0.07,0.21,0.32,0.28,0.74,./results/1484348_1972-06-24_2013.jpg
150,64,0.96,0.37,0.36,0.05,0.62,0.24,0.44,0.07,0.19,0.46,0.36,0.74,./results/148830_1948-10-02_2012.jpg
151,73,0.97,0.4,0.3,0.11,0.67,0.3,0.49,0.07,0.18,0.36,0.3,0.71,./results/149006_1941-04-08_2014.jpg
152,48,0.97,0.36,0.34,0.07,0.62,0.27,0.45,0.06,0.23,0.44,0.34,0.7,./results/1492222_1964-06-03_2012.jpg
153,38,0.98,0.42,0.36,0.08,0.61,0.27,0.44,0.06,0.21,0.34,0.36,0.78,./results/14924135_1971-04-27_2009.jpg
154,42,0.99,0.44,0.32,0.06,0.61,0.26,0.44,0.06,0.23,0.48,0.32,0.77,./results/1496880_1973-07-03_2015.jpg
155,35,0.96,0.43,0.31,0.09,0.62,0.27,0.45,0.07,0.15,0.35,0.31,0.75,./results/1498858_1974-02-09_2009.jpg
156,46,0.99,0.44,0.31,0.05,0.64,0.27,0.47,0.06,0.21,0.45,0.31,0.75,./results/150071_1965-12-31_2011.jpg
157,15,0.97,0.38,0.32,0.07,0.62,0.27,0.45,0.07,0.17,0.36,0.32,0.71,./results/15061407_1998-04-06_2013.jpg
158,28,1.0,0.41,0.33,0.09,0.71,0.29,0.51,0.08,0.21,0.42,0.33,0.74,./results/1507404_1949-04-02_1977.jpg
159,35,0.98,0.39,0.32,0.1,0.61,0.27,0.44,0.06,0.19,0.38,0.32,0.72,./results/1510247_1922-01-19_1957.jpg
160,32,0.99,0.42,0.29,0.06,0.62,0.26,0.45,0.06,0.26,0.51,0.29,0.71,./results/1514179_1940-10-03_1972.jpg
161,26,0.97,0.5,0.3,0.09,0.62,0.27,0.46,0.06,0.18,0.43,0.3,0.8,./results/15204392_1988-10-25_2014.jpg
162,57,0.99,0.4,0.33,0.1,0.67,0.29,0.49,0.07,0.2,0.38,0.33,0.73,./results/15234553_1952-11-22_2009.jpg
163,22,0.98,0.5,0.3,0.11,0.58,0.24,0.42,0.06,0.2,0.4,0.3,0.8,./results/1523508_1947-12-28_1969.jpg
164,30,0.97,0.41,0.35,0.09,0.63,0.25,0.45,0.07,0.2,0.38,0.35,0.76,./results/15245395_1984-04-12_2014.jpg
165,30,0.98,0.44,0.32,0.14,0.63,0.25,0.44,0.07,0.19,0.37,0.32,0.76,./results/15250595_1929-02-08_1959.jpg
166,44,0.97,0.45,0.32,0.12,0.58,0.27,0.42,0.06,0.18,0.34,0.32,0.76,./results/15252813_1968-03-02_2012.jpg
167,28,0.99,0.45,0.33,0.05,0.6,0.24,0.43,0.07,0.2,0.49,0.33,0.78,./results/1531944_1983-08-07_2011.jpg
168,58,0.99,0.43,0.32,0.11,0.68,0.27,0.49,0.08,0.21,0.43,0.32,0.75,./results/1531998_1933-07-11_1991.jpg
169,25,0.99,0.4,0.33,0.09,0.58,0.24,0.43,0.06,0.19,0.39,0.33,0.73,./results/153295_1989-07-23_2014.jpg
170,27,0.98,0.44,0.27,0.08,0.6,0.26,0.44,0.06,0.17,0.35,0.27,0.71,./results/15329914_1981-08-05_2008.jpg
171,54,0.96,0.47,0.31,0.1,0.59,0.27,0.44,0.06,0.21,0.44,0.31,0.78,./results/1533492_1954-03-14_2008.jpg
172,73,0.99,0.41,0.31,0.1,0.62,0.29,0.47,0.06,0.19,0.36,0.31,0.72,./results/1537974_1941-11-07_2014.jpg
173,66,0.98,0.39,0.33,0.09,0.61,0.27,0.44,0.07,0.22,0.39,0.33,0.72,./results/153956_1949-08-31_2015.jpg
174,44,1.0,0.47,0.33,0.12,0.55,0.24,0.4,0.05,0.21,0.36,0.33,0.8,./results/1539573_1969-04-16_2013.jpg
175,27,0.99,0.48,0.31,0.09,0.61,0.26,0.44,0.07,0.2,0.38,0.31,0.79,./results/15473581_1985-12-27_2012.jpg
176,26,0.98,0.47,0.32,0.1,0.57,0.24,0.41,0.06,0.18,0.32,0.32,0.79,./results/15473770_1986-01-14_2012.jpg
177,35,0.99,0.41,0.3,0.06,0.63,0.28,0.46,0.06,0.21,0.52,0.3,0.71,./results/15669574_1975-02-10_2010.jpg
178,31,0.98,0.41,0.31,0.07,0.65,0.28,0.47,0.08,0.19,0.47,0.31,0.72,./results/1573809_1980-11-08_2011.jpg
179,47,0.98,0.47,0.29,0.1,0.58,0.25,0.42,0.06,0.22,0.42,0.29,0.76,./results/1578699_1960-07-11_2007.jpg
180,25,1.0,0.48,0.35,0.06,0.65,0.27,0.48,0.06,0.22,0.48,0.35,0.82,./results/15813016_1988-11-22_2013.jpg
181,43,0.98,0.39,0.33,0.09,0.61,0.27,0.44,0.06,0.2,0.41,0.33,0.72,./results/15821_1925-02-08_1968.jpg
182,35,0.99,0.48,0.31,0.13,0.6,0.27,0.44,0.06,0.2,0.41,0.31,0.79,./results/15874302_1907-05-29_1942.jpg
183,39,1.0,0.47,0.33,0.07,0.55,0.24,0.4,0.06,0.21,0.46,0.33,0.8,./results/1587831_1972-09-07_2011.jpg
184,80,0.98,0.47,0.29,0.12,0.59,0.26,0.44,0.06,0.2,0.4,0.29,0.76,./results/1587860_1934-08-16_2014.jpg
185,58,1.01,0.45,0.36,0.11,0.61,0.28,0.45,0.07,0.24,0.41,0.36,0.81,./results/1590548_1956-07-02_2014.jpg
186,19,0.97,0.5,0.3,0.1,0.59,0.25,0.43,0.06,0.16,0.29,0.3,0.8,./results/15915790_1922-01-30_1941.jpg
187,46,0.98,0.4,0.34,0.1,0.66,0.29,0.49,0.07,0.21,0.43,0.34,0.75,./results/15917205_1962-12-26_2008.jpg
188,53,0.99,0.39,0.36,0.09,0.59,0.26,0.43,0.06,0.21,0.42,0.36,0.75,./results/159381_1957-09-12_2010.jpg
189,39,0.98,0.41,0.33,0.05,0.63,0.27,0.45,0.07,0.22,0.46,0.33,0.74,./results/159547_1975-12-17_2014.jpg
