,Age,F9,F10,F11,F12,F1,F2,F3,F4,F5,F6,F7,F8,path
106,44,0.36,0.24,0.09,0.02,0.59,0.25,0.43,0.07,0.19,0.36,0.24,0.6,.\resultss\10097_1918-5-15_1962.jpg
112,49,0.37,0.24,0.08,0.02,0.59,0.25,0.43,0.06,0.19,0.35,0.24,0.61,.\resultss\10101_1962-3-9_2011.jpg
129,23,0.32,0.24,0.05,0.02,0.61,0.26,0.44,0.06,0.18,0.44,0.24,0.56,.\resultss\10117_1991-11-15_2014.jpg
130,18,0.32,0.26,0.05,0.02,0.63,0.26,0.46,0.06,0.19,0.42,0.26,0.58,.\resultss\10118_1991-11-15_2009.jpg
132,29,0.3,0.27,0.04,0.03,0.69,0.28,0.49,0.07,0.21,0.46,0.27,0.57,.\resultss\1011_1985-05-07_2014.jpg
134,36,0.33,0.24,0.06,0.02,0.57,0.25,0.41,0.05,0.21,0.39,0.24,0.57,.\resultss\10121_1976-8-2_2012.jpg
135,65,0.4,0.22,0.06,0.02,0.59,0.27,0.43,0.06,0.22,0.47,0.22,0.62,.\resultss\10122_1950-8-11_2015.jpg
143,73,0.34,0.24,0.05,0.03,0.64,0.28,0.46,0.06,0.22,0.46,0.24,0.58,.\resultss\1012_1933-11-05_2006.jpg
167,61,0.3,0.27,0.06,0.03,0.64,0.26,0.46,0.07,0.19,0.35,0.27,0.57,.\resultss\10151_1945-11-12_2006.jpg
168,61,0.33,0.26,0.06,0.03,0.66,0.28,0.48,0.07,0.25,0.45,0.26,0.6,.\resultss\10152_1945-11-12_2006.jpg
171,63,0.28,0.28,0.08,0.03,0.64,0.26,0.46,0.07,0.21,0.33,0.28,0.56,.\resultss\10155_1947-6-19_2010.jpg
178,51,0.3,0.24,0.08,0.02,0.65,0.27,0.47,0.07,0.17,0.35,0.24,0.54,.\resultss\10161_1941-5-17_1992.jpg
192,30,0.37,0.24,0.05,0.02,0.66,0.28,0.47,0.07,0.19,0.49,0.24,0.61,.\resultss\10176_1981-2-5_2011.jpg
216,34,0.3,0.24,0.03,0.02,0.65,0.28,0.47,0.07,0.2,0.47,0.24,0.54,.\resultss\10198_1978-6-29_2012.jpg
220,32,0.45,0.23,0.09,0.02,0.6,0.26,0.44,0.07,0.17,0.37,0.23,0.68,.\resultss\10200_1975-7-26_2007.jpg
228,23,0.33,0.24,0.08,0.02,0.67,0.28,0.48,0.08,0.18,0.36,0.24,0.57,.\resultss\10208_1988-11-26_2011.jpg
236,25,0.39,0.23,0.07,0.02,0.59,0.25,0.42,0.06,0.17,0.35,0.23,0.62,.\resultss\10215_1986-6-13_2011.jpg
238,50,0.33,0.26,0.03,0.03,0.65,0.27,0.47,0.07,0.23,0.52,0.26,0.59,.\resultss\10217_1962-7-12_2012.jpg
243,43,0.41,0.23,0.08,0.03,0.62,0.28,0.46,0.06,0.22,0.46,0.23,0.64,.\resultss\10221_1972-3-13_2015.jpg
247,9,0.31,0.26,0.07,0.02,0.61,0.25,0.44,0.07,0.16,0.32,0.26,0.57,.\resultss\10225_2000-4-3_2009.jpg
252,43,0.39,0.26,0.1,0.02,0.61,0.27,0.44,0.06,0.19,0.39,0.26,0.64,.\resultss\1022_1942-04-28_1985.jpg
253,36,0.33,0.24,0.08,0.02,0.63,0.27,0.45,0.06,0.19,0.33,0.24,0.57,.\resultss\10230_1978-6-2_2014.jpg
263,28,0.28,0.27,0.05,0.03,0.64,0.28,0.46,0.06,0.22,0.39,0.27,0.55,.\resultss\1023_1945-01-01_1973.jpg
266,35,0.36,0.25,0.05,0.03,0.62,0.26,0.44,0.06,0.23,0.52,0.25,0.61,.\resultss\10242_1975-1-2_2010.jpg
286,24,0.35,0.28,0.07,0.03,0.64,0.28,0.47,0.06,0.21,0.41,0.28,0.63,.\resultss\10260_1989-7-21_2013.jpg
287,21,0.31,0.27,0.08,0.02,0.68,0.28,0.5,0.08,0.18,0.34,0.27,0.58,.\resultss\10261_1989-7-21_2010.jpg
308,34,0.37,0.23,0.05,0.02,0.64,0.28,0.47,0.06,0.21,0.52,0.23,0.6,.\resultss\10280_1979-6-24_2013.jpg
323,41,0.33,0.24,0.06,0.03,0.6,0.26,0.44,0.05,0.23,0.45,0.24,0.57,.\resultss\10294_1972-11-4_2013.jpg
326,37,0.3,0.27,0.07,0.02,0.65,0.26,0.47,0.08,0.17,0.33,0.27,0.57,.\resultss\10297_1978-4-26_2015.jpg
329,28,0.28,0.29,0.07,0.03,0.65,0.28,0.47,0.08,0.21,0.35,0.29,0.57,.\resultss\1029_1985-09-22_2013.jpg
338,37,0.36,0.26,0.06,0.03,0.6,0.26,0.44,0.06,0.21,0.43,0.26,0.62,.\resultss\10307_1978-5-24_2015.jpg
340,33,0.39,0.24,0.08,0.02,0.59,0.26,0.43,0.07,0.19,0.38,0.24,0.63,.\resultss\10309_1978-5-24_2011.jpg
345,29,0.3,0.28,0.09,0.03,0.59,0.25,0.42,0.06,0.18,0.3,0.28,0.58,.\resultss\10313_1980-6-17_2009.jpg
375,34,0.31,0.27,0.07,0.02,0.65,0.27,0.46,0.08,0.17,0.36,0.27,0.58,.\resultss\10340_1978-11-17_2012.jpg
385,50,0.38,0.23,0.09,0.02,0.57,0.25,0.42,0.06,0.19,0.39,0.23,0.61,.\resultss\1034_1962-05-29_2012.jpg
401,19,0.29,0.28,0.08,0.03,0.61,0.25,0.44,0.07,0.18,0.33,0.28,0.57,.\resultss\10364_1991-1-21_2010.jpg
405,56,0.39,0.24,0.08,0.02,0.58,0.25,0.42,0.06,0.19,0.4,0.24,0.63,.\resultss\10368_1956-7-16_2012.jpg
418,92,0.38,0.23,0.09,0.02,0.56,0.26,0.41,0.05,0.19,0.36,0.23,0.62,.\resultss\1037_1915-07-28_2007.jpg
432,25,0.3,0.28,0.07,0.02,0.67,0.28,0.48,0.08,0.18,0.35,0.28,0.57,.\resultss\10392_1986-5-16_2011.jpg
439,28,0.3,0.28,0.06,0.03,0.7,0.28,0.51,0.08,0.2,0.44,0.28,0.58,.\resultss\10399_1986-5-16_2014.jpg
442,24,0.31,0.27,0.06,0.02,0.66,0.28,0.48,0.08,0.17,0.39,0.27,0.58,.\resultss\10400_1986-5-16_2010.jpg
465,28,0.35,0.28,0.07,0.03,0.64,0.28,0.47,0.06,0.21,0.41,0.28,0.63,.\resultss\10421_1985-12-3_2013.jpg
482,32,0.32,0.28,0.08,0.03,0.61,0.25,0.44,0.07,0.19,0.34,0.28,0.6,.\resultss\10437_1981-2-9_2013.jpg
484,43,0.3,0.28,0.08,0.03,0.64,0.26,0.46,0.06,0.22,0.39,0.28,0.57,.\resultss\10439_1967-4-3_2010.jpg
487,37,0.33,0.28,0.08,0.03,0.6,0.25,0.44,0.06,0.22,0.32,0.28,0.61,.\resultss\10441_1976-12-1_2013.jpg
489,33,0.36,0.24,0.08,0.02,0.65,0.27,0.47,0.07,0.17,0.38,0.24,0.61,.\resultss\10443_1981-12-28_2014.jpg
495,25,0.29,0.28,0.07,0.03,0.67,0.28,0.49,0.08,0.21,0.37,0.28,0.57,.\resultss\10449_1987-1-24_2012.jpg
508,20,0.32,0.27,0.05,0.03,0.61,0.26,0.44,0.06,0.23,0.44,0.27,0.59,.\resultss\10460_1991-7-9_2011.jpg
526,12,0.33,0.24,0.08,0.02,0.65,0.28,0.47,0.07,0.18,0.37,0.24,0.57,.\resultss\10477_1998-4-9_2010.jpg
541,36,0.36,0.24,0.05,0.03,0.65,0.3,0.48,0.06,0.26,0.52,0.24,0.6,.\resultss\10490_1978-9-23_2014.jpg
543,36,0.36,0.21,0.04,0.02,0.65,0.28,0.47,0.06,0.23,0.56,0.21,0.57,.\resultss\10492_1978-9-23_2014.jpg
578,32,0.31,0.27,0.06,0.02,0.64,0.28,0.47,0.07,0.18,0.39,0.27,0.58,.\resultss\10523_1979-3-24_2011.jpg
583,44,0.3,0.27,0.06,0.03,0.67,0.29,0.48,0.07,0.22,0.45,0.27,0.58,.\resultss\10528_1970-7-21_2014.jpg
585,33,0.35,0.27,0.06,0.03,0.61,0.26,0.44,0.06,0.22,0.45,0.27,0.62,.\resultss\1052_1947-09-29_1980.jpg
597,31,0.35,0.24,0.05,0.03,0.64,0.28,0.46,0.06,0.22,0.48,0.24,0.59,.\resultss\10540_1982-7-6_2013.jpg
602,36,0.37,0.25,0.08,0.02,0.6,0.25,0.43,0.06,0.19,0.39,0.25,0.62,.\resultss\10545_1978-9-16_2014.jpg
603,12,0.35,0.23,0.07,0.02,0.6,0.25,0.43,0.06,0.19,0.37,0.23,0.58,.\resultss\10546_1998-7-24_2010.jpg
612,28,0.42,0.24,0.1,0.02,0.61,0.26,0.44,0.06,0.17,0.35,0.24,0.66,.\resultss\10554_1985-9-22_2013.jpg
615,35,0.46,0.22,0.08,0.02,0.63,0.28,0.46,0.06,0.2,0.43,0.22,0.68,.\resultss\10557_1973-6-28_2008.jpg
622,23,0.41,0.23,0.06,0.02,0.68,0.28,0.49,0.08,0.19,0.43,0.23,0.64,.\resultss\10564_1985-9-24_2008.jpg
631,37,0.38,0.24,0.09,0.02,0.6,0.26,0.43,0.06,0.17,0.32,0.24,0.62,.\resultss\10572_1976-12-29_2013.jpg
637,26,0.32,0.24,0.05,0.02,0.67,0.28,0.49,0.08,0.2,0.46,0.24,0.57,.\resultss\10578_1978-12-6_2004.jpg
639,29,0.32,0.28,0.05,0.03,0.64,0.28,0.46,0.06,0.24,0.49,0.28,0.6,.\resultss\1057_1986-02-26_2015.jpg
640,42,0.33,0.24,0.03,0.02,0.64,0.25,0.45,0.07,0.2,0.48,0.24,0.58,.\resultss\10580_1972-8-24_2014.jpg
642,25,0.43,0.24,0.08,0.02,0.57,0.25,0.42,0.06,0.18,0.39,0.24,0.67,.\resultss\10582_1975-12-25_2000.jpg
647,31,0.38,0.24,0.06,0.03,0.61,0.27,0.45,0.06,0.21,0.48,0.24,0.62,.\resultss\10587_1980-9-29_2011.jpg
650,24,0.3,0.28,0.05,0.03,0.61,0.26,0.44,0.06,0.22,0.41,0.28,0.57,.\resultss\1058_1989-02-11_2013.jpg
656,34,0.37,0.24,0.06,0.03,0.6,0.26,0.44,0.06,0.24,0.5,0.24,0.61,.\resultss\10595_1980-9-29_2014.jpg
663,35,0.36,0.25,0.08,0.02,0.6,0.26,0.44,0.07,0.18,0.36,0.25,0.61,.\resultss\10600_1978-3-23_2013.jpg
667,35,0.3,0.28,0.06,0.03,0.71,0.29,0.51,0.08,0.18,0.4,0.28,0.57,.\resultss\10604_1976-3-23_2011.jpg
669,37,0.3,0.27,0.06,0.03,0.67,0.29,0.48,0.07,0.19,0.43,0.27,0.57,.\resultss\10606_1976-3-23_2013.jpg
673,15,0.35,0.26,0.05,0.03,0.69,0.29,0.5,0.07,0.24,0.51,0.26,0.61,.\resultss\1060_1999-03-05_2014.jpg
676,39,0.38,0.24,0.08,0.02,0.58,0.25,0.42,0.06,0.2,0.42,0.24,0.61,.\resultss\10612_1974-1-24_2013.jpg
678,37,0.29,0.26,0.06,0.03,0.65,0.28,0.47,0.07,0.21,0.42,0.26,0.55,.\resultss\10614_1974-1-24_2011.jpg
692,40,0.33,0.28,0.08,0.03,0.66,0.28,0.47,0.07,0.22,0.38,0.28,0.61,.\resultss\10627_1974-1-9_2014.jpg
697,30,0.35,0.27,0.09,0.02,0.58,0.26,0.42,0.06,0.17,0.35,0.27,0.62,.\resultss\10631_1983-8-11_2013.jpg
698,30,0.36,0.25,0.09,0.02,0.58,0.26,0.42,0.06,0.19,0.35,0.25,0.61,.\resultss\10632_1983-8-11_2013.jpg
705,32,0.38,0.24,0.09,0.02,0.59,0.27,0.44,0.06,0.19,0.39,0.24,0.62,.\resultss\10639_1983-8-11_2015.jpg
708,31,0.27,0.28,0.04,0.03,0.66,0.27,0.48,0.08,0.21,0.46,0.28,0.55,.\resultss\10641_1983-8-11_2014.jpg
760,40,0.35,0.24,0.05,0.03,0.61,0.26,0.44,0.06,0.23,0.48,0.24,0.59,.\resultss\1068_1953-04-20_1993.jpg
766,39,0.4,0.23,0.08,0.02,0.59,0.25,0.43,0.06,0.2,0.38,0.23,0.64,.\resultss\10695_1973-4-12_2012.jpg
768,35,0.36,0.26,0.08,0.02,0.59,0.25,0.43,0.06,0.17,0.34,0.26,0.62,.\resultss\10697_1979-3-25_2014.jpg
776,37,0.38,0.23,0.09,0.02,0.6,0.26,0.44,0.06,0.19,0.36,0.23,0.61,.\resultss\10703_1978-9-30_2015.jpg
779,32,0.34,0.24,0.06,0.02,0.65,0.28,0.47,0.07,0.19,0.45,0.24,0.58,.\resultss\10706_1981-3-1_2013.jpg
784,18,0.35,0.23,0.08,0.02,0.61,0.25,0.44,0.07,0.15,0.31,0.23,0.59,.\resultss\10710_1996-2-17_2014.jpg
787,34,0.39,0.24,0.08,0.02,0.64,0.26,0.46,0.07,0.17,0.38,0.24,0.62,.\resultss\10713_1980-7-6_2014.jpg
789,33,0.32,0.27,0.07,0.02,0.69,0.28,0.5,0.08,0.18,0.41,0.27,0.59,.\resultss\10715_1980-7-6_2013.jpg
791,34,0.37,0.26,0.09,0.02,0.57,0.25,0.42,0.06,0.19,0.34,0.26,0.62,.\resultss\10717_1976-4-7_2010.jpg
805,69,0.32,0.24,0.05,0.03,0.63,0.28,0.46,0.07,0.23,0.48,0.24,0.56,.\resultss\1072_1945-05-31_2014.jpg
812,17,0.37,0.24,0.05,0.03,0.61,0.27,0.44,0.06,0.22,0.45,0.24,0.61,.\resultss\10736_1992-2-11_2009.jpg
813,20,0.36,0.24,0.07,0.02,0.69,0.29,0.5,0.08,0.19,0.45,0.24,0.61,.\resultss\10737_1992-2-11_2012.jpg
844,20,0.37,0.24,0.06,0.03,0.58,0.26,0.42,0.06,0.22,0.48,0.24,0.61,.\resultss\10765_1990-4-17_2010.jpg
890,36,0.38,0.24,0.08,0.03,0.63,0.27,0.46,0.06,0.22,0.44,0.24,0.62,.\resultss\10806_1972-2-8_2008.jpg
893,28,0.39,0.24,0.05,0.03,0.64,0.28,0.47,0.06,0.21,0.5,0.24,0.63,.\resultss\10809_1982-7-18_2010.jpg
899,34,0.38,0.24,0.05,0.03,0.59,0.26,0.44,0.06,0.23,0.49,0.24,0.63,.\resultss\10814_1978-0-0_2012.jpg
922,32,0.34,0.24,0.04,0.03,0.66,0.29,0.48,0.06,0.23,0.49,0.24,0.58,.\resultss\10835_1980-8-6_2012.jpg
929,45,0.32,0.27,0.05,0.03,0.68,0.29,0.49,0.07,0.25,0.51,0.27,0.59,.\resultss\10841_1963-2-17_2008.jpg
930,53,0.38,0.24,0.05,0.03,0.58,0.25,0.42,0.06,0.22,0.45,0.24,0.62,.\resultss\10842_1959-2-22_2012.jpg
931,53,0.4,0.22,0.05,0.02,0.61,0.27,0.44,0.06,0.21,0.51,0.22,0.61,.\resultss\10843_1959-2-22_2012.jpg
936,30,0.38,0.23,0.06,0.02,0.65,0.27,0.46,0.07,0.21,0.47,0.23,0.61,.\resultss\10848_1984-10-3_2014.jpg
943,36,0.37,0.26,0.08,0.02,0.67,0.28,0.48,0.08,0.19,0.39,0.26,0.63,.\resultss\10854_1975-6-4_2011.jpg
945,35,0.36,0.25,0.06,0.02,0.55,0.22,0.39,0.06,0.2,0.34,0.25,0.61,.\resultss\10856_1975-6-4_2010.jpg
952,34,0.33,0.27,0.08,0.02,0.58,0.24,0.41,0.07,0.16,0.34,0.27,0.6,.\resultss\10862_1977-1-29_2011.jpg
953,18,0.36,0.28,0.07,0.03,0.56,0.24,0.4,0.06,0.22,0.38,0.28,0.64,.\resultss\10863_1985-0-0_2003.jpg
958,36,0.35,0.24,0.09,0.03,0.63,0.28,0.46,0.06,0.22,0.38,0.24,0.59,.\resultss\10868_1975-7-6_2011.jpg
959,36,0.37,0.23,0.1,0.02,0.62,0.26,0.44,0.06,0.21,0.35,0.23,0.61,.\resultss\10869_1975-7-6_2011.jpg
969,25,0.31,0.27,0.05,0.03,0.67,0.29,0.49,0.07,0.21,0.49,0.27,0.57,.\resultss\10878_1987-7-29_2012.jpg
981,18,0.36,0.24,0.06,0.02,0.6,0.25,0.43,0.06,0.21,0.45,0.24,0.59,.\resultss\10889_1989-7-11_2007.jpg
984,26,0.3,0.26,0.05,0.03,0.58,0.23,0.41,0.06,0.2,0.41,0.26,0.56,.\resultss\10891_1989-7-11_2015.jpg
996,29,0.39,0.24,0.08,0.02,0.57,0.25,0.41,0.06,0.2,0.37,0.24,0.63,.\resultss\10901_1986-3-16_2015.jpg
1001,39,0.39,0.23,0.07,0.02,0.6,0.26,0.43,0.06,0.21,0.42,0.23,0.62,.\resultss\10906_1970-0-0_2009.jpg
1002,35,0.36,0.25,0.08,0.03,0.6,0.26,0.43,0.06,0.21,0.36,0.25,0.61,.\resultss\10907_1978-7-11_2013.jpg
1005,59,0.33,0.24,0.05,0.03,0.59,0.25,0.42,0.06,0.23,0.46,0.24,0.57,.\resultss\1090_1955-06-26_2014.jpg
1006,30,0.39,0.25,0.09,0.03,0.61,0.26,0.44,0.06,0.21,0.35,0.25,0.63,.\resultss\10910_1980-0-0_2010.jpg
1010,34,0.4,0.23,0.06,0.03,0.64,0.28,0.47,0.07,0.22,0.46,0.23,0.63,.\resultss\10914_1971-2-14_2005.jpg
1022,27,0.35,0.27,0.06,0.03,0.65,0.28,0.47,0.06,0.25,0.51,0.27,0.63,.\resultss\10925_1983-2-23_2010.jpg
1035,35,0.28,0.27,0.06,0.03,0.69,0.28,0.49,0.07,0.21,0.37,0.27,0.55,.\resultss\10937_1977-2-27_2012.jpg
1038,54,0.33,0.26,0.08,0.03,0.67,0.28,0.48,0.07,0.25,0.45,0.26,0.59,.\resultss\1093_1956-12-31_2010.jpg
1062,25,0.36,0.24,0.08,0.02,0.58,0.25,0.42,0.06,0.2,0.37,0.24,0.6,.\resultss\10961_1988-10-14_2013.jpg
1066,38,0.41,0.21,0.05,0.02,0.64,0.28,0.46,0.06,0.23,0.5,0.21,0.62,.\resultss\10965_1971-8-12_2009.jpg
1068,38,0.4,0.22,0.06,0.02,0.64,0.27,0.47,0.07,0.19,0.48,0.22,0.62,.\resultss\10967_1971-8-12_2009.jpg
1069,38,0.39,0.22,0.05,0.02,0.65,0.28,0.47,0.07,0.22,0.53,0.22,0.61,.\resultss\10968_1971-8-12_2009.jpg
1070,42,0.36,0.24,0.05,0.03,0.68,0.29,0.5,0.07,0.21,0.49,0.24,0.59,.\resultss\10969_1971-8-12_2013.jpg
1072,38,0.34,0.24,0.07,0.02,0.68,0.28,0.49,0.08,0.16,0.37,0.24,0.58,.\resultss\10970_1971-8-12_2009.jpg
1073,32,0.38,0.24,0.09,0.02,0.6,0.26,0.44,0.06,0.19,0.33,0.24,0.61,.\resultss\10971_1979-11-30_2011.jpg
1075,19,0.29,0.28,0.08,0.03,0.61,0.25,0.44,0.07,0.18,0.33,0.28,0.57,.\resultss\10973_1991-6-0_2010.jpg
1088,18,0.3,0.27,0.04,0.03,0.62,0.26,0.44,0.06,0.23,0.47,0.27,0.57,.\resultss\10985_1991-12-26_2009.jpg
1089,43,0.3,0.28,0.09,0.03,0.59,0.25,0.42,0.06,0.18,0.3,0.28,0.58,.\resultss\10986_1966-4-22_2009.jpg
1093,26,0.31,0.26,0.06,0.02,0.67,0.28,0.49,0.08,0.18,0.38,0.26,0.57,.\resultss\1098_1931-03-11_1957.jpg
1094,29,0.31,0.27,0.06,0.03,0.64,0.28,0.47,0.07,0.19,0.41,0.27,0.57,.\resultss\10990_1984-3-10_2013.jpg
1111,41,0.37,0.23,0.06,0.03,0.63,0.28,0.46,0.06,0.22,0.45,0.23,0.59,.\resultss\11004_1974-1-10_2015.jpg
1130,27,0.39,0.24,0.06,0.03,0.6,0.26,0.44,0.06,0.21,0.45,0.24,0.63,.\resultss\11021_1984-9-3_2011.jpg
1164,27,0.4,0.23,0.05,0.02,0.6,0.26,0.43,0.06,0.22,0.49,0.23,0.63,.\resultss\11052_1979-12-7_2006.jpg
1168,36,0.36,0.25,0.08,0.02,0.59,0.25,0.43,0.06,0.19,0.37,0.25,0.61,.\resultss\11056_1978-9-12_2014.jpg
1173,36,0.37,0.24,0.08,0.02,0.61,0.26,0.44,0.06,0.2,0.37,0.24,0.61,.\resultss\11060_1978-9-12_2014.jpg
1186,37,0.38,0.27,0.09,0.02,0.57,0.24,0.41,0.06,0.19,0.29,0.27,0.64,.\resultss\11072_1974-10-2_2011.jpg
1188,62,0.38,0.27,0.09,0.02,0.57,0.24,0.41,0.06,0.19,0.29,0.27,0.64,.\resultss\11074_1949-5-1_2011.jpg
1206,27,0.3,0.27,0.05,0.03,0.67,0.28,0.49,0.07,0.22,0.49,0.27,0.57,.\resultss\11090_1981-8-25_2008.jpg
1207,30,0.32,0.24,0.05,0.03,0.68,0.28,0.49,0.07,0.22,0.5,0.24,0.56,.\resultss\11091_1981-8-25_2011.jpg
1213,32,0.29,0.28,0.08,0.03,0.65,0.27,0.47,0.08,0.19,0.36,0.28,0.57,.\resultss\11097_1975-11-20_2007.jpg
1214,34,0.37,0.24,0.08,0.02,0.6,0.25,0.43,0.07,0.18,0.34,0.24,0.61,.\resultss\11098_1979-11-14_2013.jpg
1238,21,0.34,0.24,0.05,0.02,0.64,0.28,0.47,0.06,0.21,0.47,0.24,0.57,.\resultss\11119_1992-6-26_2013.jpg
1240,15,0.32,0.24,0.08,0.02,0.65,0.27,0.47,0.07,0.17,0.33,0.24,0.56,.\resultss\11120_1992-6-26_2007.jpg
1242,29,0.37,0.24,0.06,0.02,0.57,0.25,0.41,0.06,0.2,0.44,0.24,0.61,.\resultss\11122_1981-5-18_2010.jpg
1245,39,0.33,0.23,0.05,0.02,0.63,0.27,0.46,0.06,0.21,0.47,0.23,0.57,.\resultss\11125_1976-9-19_2015.jpg
1260,18,0.32,0.26,0.06,0.02,0.65,0.28,0.47,0.07,0.18,0.39,0.26,0.58,.\resultss\11139_1991-4-10_2009.jpg
1262,18,0.3,0.26,0.05,0.03,0.65,0.28,0.47,0.07,0.19,0.4,0.26,0.56,.\resultss\11140_1991-4-10_2009.jpg
1276,26,0.43,0.23,0.07,0.03,0.56,0.24,0.41,0.06,0.21,0.46,0.23,0.67,.\resultss\11153_1978-11-26_2004.jpg
1279,20,0.37,0.24,0.04,0.03,0.67,0.29,0.48,0.07,0.22,0.51,0.24,0.61,.\resultss\11156_1992-7-22_2012.jpg
1289,36,0.33,0.24,0.05,0.03,0.64,0.27,0.45,0.06,0.22,0.48,0.24,0.57,.\resultss\11165_1979-6-24_2015.jpg
1297,33,0.38,0.24,0.09,0.02,0.6,0.26,0.44,0.06,0.18,0.35,0.24,0.62,.\resultss\11172_1977-10-26_2010.jpg
1298,26,0.39,0.23,0.05,0.03,0.67,0.29,0.48,0.06,0.26,0.56,0.23,0.62,.\resultss\11173_1980-3-9_2006.jpg
1315,15,0.32,0.26,0.09,0.02,0.64,0.25,0.46,0.08,0.18,0.31,0.26,0.58,.\resultss\11189_1999-7-30_2014.jpg
1320,15,0.29,0.27,0.03,0.03,0.6,0.25,0.42,0.06,0.19,0.42,0.27,0.56,.\resultss\11193_1999-7-30_2014.jpg
1321,11,0.33,0.26,0.05,0.03,0.65,0.28,0.46,0.07,0.24,0.49,0.26,0.6,.\resultss\11194_1999-7-30_2010.jpg
1322,15,0.3,0.26,0.04,0.02,0.61,0.25,0.43,0.06,0.19,0.42,0.26,0.56,.\resultss\11195_1999-7-30_2014.jpg
1327,39,0.31,0.28,0.06,0.04,0.66,0.27,0.47,0.07,0.25,0.42,0.28,0.59,.\resultss\1119_1976-04-19_2015.jpg
1335,32,0.32,0.27,0.04,0.03,0.67,0.28,0.49,0.06,0.23,0.54,0.27,0.59,.\resultss\11206_1979-8-3_2011.jpg
1339,63,0.39,0.24,0.08,0.02,0.57,0.26,0.42,0.05,0.19,0.4,0.24,0.64,.\resultss\1120_1949-10-03_2012.jpg
1340,34,0.32,0.26,0.08,0.02,0.58,0.23,0.42,0.06,0.17,0.32,0.26,0.58,.\resultss\11210_1973-3-24_2007.jpg
1353,40,0.38,0.23,0.08,0.03,0.61,0.27,0.44,0.06,0.25,0.44,0.23,0.62,.\resultss\11222_1975-3-15_2015.jpg
1355,39,0.33,0.27,0.08,0.03,0.59,0.25,0.43,0.06,0.21,0.35,0.27,0.6,.\resultss\11224_1970-4-21_2009.jpg
1358,30,0.32,0.25,0.05,0.03,0.61,0.27,0.44,0.06,0.23,0.41,0.25,0.57,.\resultss\11227_1983-9-9_2013.jpg
1359,30,0.36,0.25,0.09,0.02,0.6,0.25,0.43,0.07,0.18,0.31,0.25,0.61,.\resultss\11228_1983-9-9_2013.jpg
1369,12,0.38,0.21,0.07,0.02,0.6,0.25,0.43,0.06,0.17,0.4,0.21,0.59,.\resultss\11237_1993-12-8_2005.jpg
1371,20,0.25,0.27,0.06,0.02,0.69,0.28,0.5,0.08,0.18,0.36,0.27,0.52,.\resultss\11239_1993-12-8_2013.jpg
1391,35,0.29,0.28,0.08,0.02,0.61,0.25,0.44,0.07,0.18,0.32,0.28,0.56,.\resultss\11257_1980-4-26_2015.jpg
1393,35,0.35,0.26,0.09,0.02,0.58,0.26,0.42,0.06,0.18,0.32,0.26,0.61,.\resultss\11259_1980-4-26_2015.jpg
