,Age,F9,F10,F11,F12,F1,F2,F3,F4,F5,F6,F7,F8,path
353,37,0.32,0.27,0.06,0.03,0.6,0.26,0.44,0.06,0.21,0.4,0.27,0.59,.\resultss\10320_1968-6-2_2005.jpg
357,43,0.37,0.25,0.08,0.03,0.58,0.26,0.43,0.06,0.21,0.42,0.25,0.63,.\resultss\10324_1970-11-7_2013.jpg
358,41,0.37,0.25,0.07,0.03,0.56,0.25,0.41,0.05,0.21,0.44,0.25,0.62,.\resultss\10325_1970-11-7_2011.jpg
359,54,0.33,0.27,0.08,0.03,0.65,0.29,0.47,0.07,0.21,0.4,0.27,0.6,.\resultss\10326_1952-9-1_2006.jpg
367,33,0.31,0.26,0.07,0.02,0.66,0.28,0.47,0.08,0.17,0.36,0.26,0.57,.\resultss\10333_1978-11-17_2011.jpg
370,34,0.35,0.24,0.06,0.03,0.58,0.25,0.42,0.05,0.22,0.44,0.24,0.59,.\resultss\10336_1978-11-17_2012.jpg
373,36,0.38,0.26,0.08,0.02,0.64,0.26,0.45,0.07,0.19,0.36,0.26,0.64,.\resultss\10339_1978-11-17_2014.jpg
375,34,0.31,0.27,0.07,0.02,0.65,0.27,0.46,0.08,0.17,0.36,0.27,0.58,.\resultss\10340_1978-11-17_2012.jpg
376,34,0.3,0.26,0.07,0.02,0.64,0.25,0.45,0.07,0.17,0.36,0.26,0.57,.\resultss\10341_1978-11-17_2012.jpg
377,33,0.28,0.26,0.08,0.02,0.65,0.27,0.47,0.07,0.19,0.36,0.26,0.54,.\resultss\10342_1977-11-10_2010.jpg
378,51,0.34,0.25,0.08,0.02,0.64,0.28,0.46,0.07,0.19,0.38,0.25,0.59,.\resultss\10343_1959-5-5_2010.jpg
383,34,0.29,0.27,0.07,0.02,0.66,0.27,0.47,0.07,0.17,0.37,0.27,0.56,.\resultss\10348_1978-10-1_2012.jpg
385,50,0.38,0.23,0.09,0.02,0.57,0.25,0.42,0.06,0.19,0.39,0.23,0.61,.\resultss\1034_1962-05-29_2012.jpg
388,37,0.34,0.24,0.06,0.03,0.6,0.27,0.44,0.06,0.23,0.5,0.24,0.59,.\resultss\10352_1977-4-2_2014.jpg
390,35,0.36,0.25,0.07,0.02,0.63,0.26,0.45,0.07,0.17,0.39,0.25,0.61,.\resultss\10354_1977-4-2_2012.jpg
391,37,0.29,0.27,0.07,0.03,0.6,0.25,0.44,0.06,0.21,0.34,0.27,0.56,.\resultss\10355_1977-4-23_2014.jpg
392,35,0.3,0.26,0.06,0.02,0.63,0.27,0.46,0.07,0.18,0.37,0.26,0.56,.\resultss\10356_1978-11-17_2013.jpg
393,35,0.36,0.25,0.09,0.02,0.63,0.27,0.46,0.07,0.2,0.39,0.25,0.61,.\resultss\10357_1977-11-11_2012.jpg
394,35,0.37,0.26,0.09,0.02,0.61,0.27,0.45,0.06,0.18,0.37,0.26,0.62,.\resultss\10358_1977-11-11_2012.jpg
397,37,0.32,0.27,0.06,0.02,0.6,0.25,0.43,0.07,0.18,0.38,0.27,0.6,.\resultss\10360_1974-7-23_2011.jpg
398,41,0.32,0.26,0.06,0.02,0.61,0.26,0.44,0.07,0.18,0.38,0.26,0.58,.\resultss\10361_1974-7-23_2015.jpg
401,19,0.29,0.28,0.08,0.03,0.61,0.25,0.44,0.07,0.18,0.33,0.28,0.57,.\resultss\10364_1991-1-21_2010.jpg
