,Age,F1,F10,F11,F12,F2,F3,F4,F5,F6,F7,F8,F9,path
19,18,0.59,0.29,0.08,0.08,0.24,0.42,0.07,0.17,0.34,0.29,0.63,0.34,./results/002A18.JPG
20,20,0.61,0.31,0.09,0.09,0.26,0.44,0.06,0.18,0.35,0.31,0.71,0.4,./results/002A20.JPG
21,21,0.64,0.3,0.06,0.06,0.27,0.46,0.07,0.21,0.48,0.3,0.69,0.39,./results/002A21.JPG
22,26,0.6,0.26,0.04,0.04,0.26,0.43,0.06,0.21,0.5,0.26,0.63,0.37,./results/002A26.JPG
23,29,0.57,0.37,0.09,0.09,0.24,0.41,0.06,0.19,0.38,0.37,0.89,0.53,./results/002A29.JPG
24,31,0.6,0.32,0.06,0.06,0.25,0.43,0.06,0.2,0.41,0.32,0.68,0.37,./results/002A31.JPG
25,36,0.57,0.33,0.08,0.08,0.23,0.41,0.06,0.19,0.39,0.33,0.8,0.47,./results/002A36.JPG
26,38,0.63,0.29,0.09,0.09,0.25,0.45,0.07,0.17,0.4,0.29,0.74,0.45,./results/002A38.JPG
27,18,0.61,0.31,0.08,0.08,0.26,0.44,0.07,0.18,0.34,0.31,0.68,0.38,./results/003A18.JPG
28,20,0.62,0.3,0.08,0.08,0.26,0.45,0.07,0.18,0.35,0.3,0.66,0.36,./results/003A20.JPG
29,23,0.61,0.27,0.07,0.07,0.26,0.44,0.06,0.18,0.38,0.27,0.64,0.38,./results/003A23.JPG
30,25,0.64,0.25,0.07,0.07,0.26,0.46,0.08,0.18,0.37,0.25,0.57,0.32,./results/003A25.JPG
31,35,0.6,0.29,0.09,0.09,0.25,0.43,0.07,0.18,0.36,0.29,0.71,0.42,./results/003A35.JPG
32,38,0.57,0.27,0.06,0.06,0.24,0.41,0.06,0.2,0.4,0.27,0.67,0.4,./results/003A38.JPG
33,47,0.61,0.29,0.09,0.09,0.26,0.44,0.07,0.2,0.41,0.29,0.72,0.44,./results/003A47.JPG
34,49,0.62,0.28,0.08,0.08,0.26,0.45,0.07,0.21,0.38,0.28,0.63,0.36,./results/003A49.JPG
35,51,0.59,0.28,0.09,0.09,0.26,0.43,0.06,0.18,0.36,0.28,0.69,0.41,./results/003A51.JPG
36,58,0.64,0.33,0.1,0.1,0.27,0.47,0.07,0.2,0.4,0.33,0.73,0.41,./results/003A58.JPG
37,60,0.64,0.28,0.09,0.09,0.27,0.46,0.07,0.19,0.38,0.28,0.64,0.36,./results/003A60.JPG
38,61,0.6,0.32,0.08,0.08,0.26,0.44,0.06,0.19,0.36,0.32,0.67,0.35,./results/003A61.JPG
39,19,0.61,0.33,0.09,0.09,0.25,0.44,0.06,0.21,0.37,0.33,0.73,0.4,./results/004A19.JPG
40,21,0.61,0.29,0.08,0.08,0.25,0.44,0.07,0.2,0.39,0.29,0.66,0.37,./results/004A21.JPG
41,28,0.57,0.34,0.09,0.09,0.24,0.42,0.06,0.18,0.33,0.34,0.74,0.4,./results/004A28.JPG
42,40,0.64,0.3,0.08,0.08,0.27,0.46,0.07,0.22,0.45,0.3,0.7,0.4,./results/004A40.JPG
43,48,0.64,0.28,0.08,0.08,0.28,0.47,0.07,0.22,0.43,0.28,0.61,0.34,./results/004A48.JPG
44,51,0.61,0.29,0.07,0.07,0.27,0.45,0.06,0.21,0.43,0.29,0.67,0.38,./results/004A51.JPG
45,53,0.61,0.31,0.07,0.07,0.27,0.45,0.06,0.23,0.43,0.31,0.71,0.39,./results/004A53.JPG
46,63,0.63,0.34,0.07,0.07,0.28,0.46,0.06,0.23,0.44,0.34,0.73,0.38,./results/004A63.JPG
47,18,0.6,0.32,0.08,0.08,0.25,0.43,0.07,0.18,0.36,0.32,0.7,0.38,./results/005A18.JPG
48,24,0.58,0.26,0.07,0.07,0.25,0.42,0.06,0.19,0.35,0.26,0.56,0.3,./results/005A24.JPG
49,30,0.6,0.31,0.09,0.09,0.25,0.43,0.06,0.18,0.35,0.31,0.7,0.39,./results/005A30.JPG
50,31,0.61,0.27,0.09,0.09,0.25,0.44,0.07,0.18,0.38,0.27,0.63,0.36,./results/005A31.JPG
51,35,0.59,0.24,0.07,0.07,0.25,0.43,0.07,0.18,0.38,0.24,0.56,0.32,./results/005A35.JPG
52,40,0.6,0.28,0.08,0.08,0.26,0.44,0.06,0.19,0.43,0.28,0.64,0.36,./results/005A40.JPG
53,45,0.53,0.25,0.07,0.07,0.22,0.39,0.06,0.17,0.36,0.25,0.58,0.33,./results/005A45.JPG
54,48,0.6,0.28,0.1,0.1,0.25,0.44,0.06,0.18,0.36,0.28,0.71,0.43,./results/005A48.JPG
55,49,0.57,0.28,0.08,0.08,0.24,0.41,0.06,0.19,0.4,0.28,0.69,0.41,./results/005A49.JPG
56,52,0.58,0.24,0.07,0.07,0.24,0.42,0.07,0.18,0.38,0.24,0.56,0.32,./results/005A52.JPG
57,61,0.6,0.27,0.06,0.06,0.25,0.43,0.06,0.21,0.45,0.27,0.64,0.37,./results/005A61.JPG
58,24,0.61,0.25,0.07,0.07,0.26,0.44,0.06,0.2,0.42,0.25,0.59,0.34,./results/006A24.JPG
59,28,0.61,0.24,0.06,0.06,0.25,0.44,0.06,0.2,0.42,0.24,0.59,0.35,./results/006A28.JPG
60,31,0.6,0.23,0.08,0.08,0.25,0.44,0.07,0.19,0.42,0.23,0.6,0.37,./results/006A31.JPG
61,36,0.59,0.28,0.09,0.09,0.25,0.43,0.06,0.19,0.41,0.28,0.73,0.45,./results/006A36.JPG
62,46,0.62,0.26,0.09,0.09,0.27,0.45,0.07,0.19,0.41,0.26,0.67,0.4,./results/006A46.JPG
63,51,0.6,0.29,0.09,0.09,0.26,0.44,0.06,0.21,0.42,0.29,0.72,0.43,./results/006A51.JPG
64,55,0.59,0.3,0.09,0.09,0.25,0.43,0.06,0.2,0.44,0.3,0.78,0.49,./results/006A55.JPG
65,61,0.61,0.26,0.09,0.09,0.26,0.44,0.06,0.2,0.41,0.26,0.66,0.41,./results/006A61.JPG
66,67,0.58,0.27,0.09,0.09,0.25,0.42,0.06,0.2,0.35,0.27,0.65,0.38,./results/006A67.JPG
67,69,0.59,0.3,0.1,0.1,0.26,0.43,0.07,0.19,0.37,0.3,0.74,0.44,./results/006A69.JPG
68,1,0.63,0.23,0.09,0.09,0.25,0.45,0.07,0.15,0.29,0.23,0.55,0.32,./results/007A01.JPG
69,18,0.62,0.24,0.07,0.07,0.27,0.45,0.07,0.21,0.37,0.24,0.55,0.31,./results/007A18.JPG
70,22,0.62,0.25,0.08,0.08,0.26,0.45,0.07,0.19,0.34,0.25,0.56,0.31,./results/007A22.JPG
71,23,0.62,0.27,0.07,0.07,0.27,0.46,0.07,0.19,0.38,0.27,0.59,0.33,./results/007A23.JPG
72,26,0.62,0.27,0.07,0.07,0.26,0.45,0.07,0.21,0.38,0.27,0.58,0.31,./results/007A26.JPG
73,37,0.58,0.3,0.09,0.09,0.24,0.42,0.07,0.19,0.34,0.3,0.7,0.39,./results/007A37.JPG
74,38,0.61,0.27,0.07,0.07,0.26,0.44,0.07,0.2,0.36,0.27,0.59,0.31,./results/007A38.JPG
75,39,0.6,0.31,0.09,0.09,0.25,0.43,0.06,0.19,0.36,0.31,0.67,0.36,./results/007A39.JPG
76,45,0.61,0.27,0.07,0.07,0.26,0.44,0.07,0.21,0.37,0.27,0.59,0.32,./results/007A45.JPG
77,3,0.61,0.25,0.07,0.07,0.26,0.44,0.07,0.18,0.39,0.25,0.59,0.34,./results/008A03.JPG
78,6,0.62,0.26,0.07,0.07,0.25,0.44,0.07,0.18,0.38,0.26,0.6,0.34,./results/008A06.JPG
79,8,0.62,0.26,0.08,0.08,0.25,0.44,0.07,0.16,0.31,0.26,0.56,0.3,./results/008A08.JPG
80,12,0.62,0.33,0.09,0.09,0.25,0.45,0.07,0.18,0.34,0.33,0.77,0.44,./results/008A12.JPG
81,16,0.63,0.3,0.06,0.06,0.26,0.46,0.07,0.21,0.47,0.3,0.69,0.39,./results/008A16.JPG
82,17,0.63,0.29,0.08,0.08,0.26,0.45,0.07,0.17,0.35,0.29,0.66,0.37,./results/008A17.JPG
83,18,0.59,0.32,0.07,0.07,0.24,0.42,0.06,0.17,0.36,0.32,0.72,0.4,./results/008A18.JPG
84,21,0.59,0.29,0.07,0.07,0.24,0.42,0.06,0.19,0.38,0.29,0.64,0.35,./results/008A21.JPG
85,29,0.59,0.32,0.07,0.07,0.24,0.42,0.06,0.17,0.38,0.32,0.74,0.42,./results/008A29.JPG
86,30,0.6,0.28,0.06,0.06,0.24,0.43,0.06,0.18,0.38,0.28,0.64,0.36,./results/008A30.JPG
87,31,0.61,0.22,0.05,0.05,0.25,0.43,0.07,0.18,0.39,0.22,0.51,0.29,./results/008A31.JPG
88,33,0.63,0.25,0.05,0.05,0.26,0.45,0.07,0.18,0.42,0.25,0.58,0.33,./results/008A33.JPG
89,35,0.63,0.28,0.05,0.05,0.27,0.45,0.07,0.2,0.45,0.28,0.63,0.35,./results/008A35.JPG
90,41,0.62,0.28,0.06,0.06,0.26,0.45,0.07,0.19,0.42,0.28,0.65,0.38,./results/008A41.JPG
91,0,0.59,0.22,0.06,0.06,0.25,0.42,0.07,0.18,0.37,0.22,0.51,0.3,./results/009A00.JPG
92,3,0.62,0.25,0.08,0.08,0.25,0.44,0.07,0.15,0.29,0.25,0.55,0.31,./results/009A03.JPG
93,5,0.61,0.25,0.05,0.05,0.25,0.43,0.07,0.19,0.41,0.25,0.54,0.29,./results/009A05.JPG
94,9,0.61,0.27,0.08,0.08,0.25,0.44,0.07,0.17,0.36,0.27,0.59,0.32,./results/009A09.JPG
95,11,0.62,0.23,0.07,0.07,0.26,0.45,0.07,0.18,0.39,0.23,0.59,0.36,./results/009A11.JPG
96,14,0.62,0.27,0.05,0.05,0.25,0.44,0.06,0.22,0.43,0.27,0.59,0.31,./results/009A14.JPG
97,16,0.6,0.27,0.07,0.07,0.24,0.43,0.07,0.17,0.35,0.27,0.6,0.33,./results/009A16b.JPG
98,18,0.62,0.25,0.05,0.05,0.26,0.45,0.07,0.2,0.42,0.25,0.58,0.33,./results/009A18.JPG
99,22,0.64,0.27,0.07,0.07,0.27,0.47,0.06,0.2,0.42,0.27,0.67,0.4,./results/009A22a.JPG
100,22,0.64,0.27,0.07,0.07,0.26,0.46,0.08,0.19,0.39,0.27,0.59,0.32,./results/009A22b.JPG
101,1,0.59,0.23,0.07,0.07,0.24,0.42,0.07,0.15,0.29,0.23,0.54,0.31,./results/010A01.JPG
102,4,0.63,0.27,0.08,0.08,0.26,0.45,0.07,0.17,0.37,0.27,0.63,0.37,./results/010A04.JPG
103,5,0.63,0.25,0.06,0.06,0.26,0.45,0.07,0.18,0.39,0.25,0.55,0.3,./results/010A05.JPG
104,6,0.64,0.25,0.06,0.06,0.26,0.45,0.07,0.18,0.39,0.25,0.51,0.26,./results/010A06.JPG
105,7,0.61,0.31,0.08,0.08,0.25,0.43,0.06,0.19,0.4,0.31,0.73,0.42,./results/010A07a.JPG
106,7,0.63,0.29,0.08,0.08,0.25,0.45,0.07,0.18,0.36,0.29,0.61,0.33,./results/010A07b.JPG
107,12,0.61,0.25,0.06,0.06,0.25,0.44,0.07,0.19,0.4,0.25,0.57,0.32,./results/010A12.JPG
108,15,0.64,0.28,0.05,0.05,0.27,0.46,0.07,0.22,0.46,0.28,0.63,0.36,./results/010A15.JPG
109,16,0.62,0.25,0.05,0.05,0.25,0.45,0.07,0.2,0.43,0.25,0.57,0.32,./results/010A16.JPG
110,18,0.65,0.29,0.06,0.06,0.26,0.47,0.08,0.2,0.41,0.29,0.61,0.32,./results/010A18.JPG
111,2,0.62,0.28,0.08,0.08,0.25,0.44,0.07,0.16,0.29,0.28,0.59,0.32,./results/011A02.JPG
112,5,0.63,0.22,0.07,0.07,0.26,0.45,0.07,0.16,0.31,0.22,0.49,0.28,./results/011A05.JPG
113,7,0.65,0.31,0.11,0.11,0.27,0.47,0.08,0.17,0.3,0.31,0.71,0.39,./results/011A07.JPG
114,13,0.63,0.25,0.08,0.08,0.27,0.45,0.07,0.17,0.33,0.25,0.6,0.35,./results/011A13.JPG
115,14,0.65,0.27,0.08,0.08,0.27,0.47,0.07,0.19,0.35,0.27,0.61,0.35,./results/011A14.JPG
116,15,0.63,0.29,0.08,0.08,0.26,0.45,0.07,0.21,0.44,0.29,0.73,0.44,./results/011A15.JPG
117,17,0.65,0.26,0.08,0.08,0.27,0.47,0.07,0.2,0.37,0.26,0.55,0.3,./results/011A17.JPG
118,20,0.59,0.25,0.07,0.07,0.24,0.42,0.07,0.2,0.37,0.25,0.58,0.33,./results/011A20.JPG
119,27,0.57,0.3,0.09,0.09,0.25,0.42,0.06,0.19,0.33,0.3,0.71,0.42,./results/011A27.JPG
120,34,0.59,0.35,0.11,0.11,0.25,0.43,0.06,0.19,0.34,0.35,0.81,0.46,./results/011A34.JPG
121,40,0.64,0.32,0.11,0.11,0.28,0.47,0.07,0.2,0.39,0.32,0.77,0.45,./results/011A40.JPG
122,42,0.55,0.35,0.1,0.1,0.24,0.4,0.06,0.19,0.32,0.35,0.82,0.48,./results/011A42.JPG
123,7,0.61,0.26,0.06,0.06,0.26,0.43,0.06,0.2,0.4,0.26,0.58,0.32,./results/012A07.JPG
124,12,0.63,0.27,0.06,0.06,0.27,0.45,0.06,0.21,0.42,0.27,0.61,0.34,./results/012A12.JPG
125,18,0.64,0.27,0.07,0.07,0.27,0.46,0.07,0.18,0.36,0.27,0.59,0.32,./results/012A18.JPG
126,21,0.64,0.27,0.07,0.07,0.27,0.46,0.07,0.19,0.38,0.27,0.6,0.33,./results/012A21.JPG
127,24,0.6,0.23,0.05,0.05,0.26,0.44,0.06,0.2,0.41,0.23,0.51,0.28,./results/012A24.JPG
128,25,0.64,0.25,0.06,0.06,0.26,0.46,0.07,0.18,0.38,0.25,0.56,0.32,./results/012A25.JPG
129,26,0.6,0.27,0.08,0.08,0.25,0.43,0.06,0.18,0.39,0.27,0.71,0.44,./results/012A26.JPG
130,27,0.61,0.23,0.08,0.08,0.26,0.44,0.07,0.18,0.35,0.23,0.56,0.32,./results/012A27.JPG
131,30,0.62,0.28,0.08,0.08,0.27,0.45,0.07,0.18,0.35,0.28,0.59,0.31,./results/012A30.JPG
132,32,0.64,0.27,0.08,0.08,0.27,0.47,0.07,0.18,0.38,0.27,0.61,0.34,./results/012A32.JPG
133,34,0.65,0.26,0.07,0.07,0.28,0.47,0.07,0.19,0.35,0.26,0.52,0.25,./results/012A34.JPG
134,36,0.61,0.33,0.11,0.11,0.25,0.44,0.07,0.18,0.33,0.33,0.73,0.4,./results/012A36.JPG
135,0,0.6,0.25,0.07,0.07,0.25,0.43,0.07,0.16,0.29,0.25,0.54,0.3,./results/013A00.JPG
136,8,0.6,0.28,0.08,0.08,0.25,0.43,0.07,0.16,0.31,0.28,0.61,0.33,./results/013A08.JPG
137,16,0.59,0.29,0.09,0.09,0.26,0.43,0.06,0.21,0.37,0.29,0.68,0.38,./results/013A16.JPG
138,18,0.63,0.3,0.08,0.08,0.27,0.46,0.07,0.19,0.35,0.3,0.62,0.32,./results/013A18.JPG
139,19,0.62,0.28,0.07,0.07,0.27,0.45,0.07,0.2,0.37,0.28,0.59,0.31,./results/013A19.JPG
140,21,0.58,0.33,0.11,0.11,0.25,0.42,0.06,0.18,0.32,0.33,0.78,0.45,./results/013A21.JPG
141,23,0.62,0.28,0.08,0.08,0.26,0.45,0.07,0.19,0.33,0.28,0.57,0.29,./results/013A23.JPG
142,25,0.61,0.33,0.09,0.09,0.26,0.44,0.06,0.19,0.36,0.33,0.71,0.38,./results/013A25.JPG
143,30,0.59,0.26,0.07,0.07,0.25,0.43,0.06,0.22,0.42,0.26,0.62,0.37,./results/013A30.JPG
144,41,0.59,0.26,0.06,0.06,0.24,0.42,0.06,0.2,0.36,0.26,0.55,0.29,./results/013A41.JPG
145,44,0.6,0.27,0.09,0.09,0.26,0.44,0.06,0.21,0.39,0.27,0.65,0.38,./results/013A44.JPG
146,12,0.62,0.31,0.08,0.08,0.26,0.45,0.07,0.17,0.34,0.31,0.67,0.36,./results/014A12.JPG
147,14,0.64,0.29,0.06,0.06,0.26,0.46,0.07,0.21,0.42,0.29,0.59,0.31,./results/014A14.JPG
148,16,0.61,0.27,0.08,0.08,0.25,0.44,0.07,0.18,0.34,0.27,0.59,0.32,./results/014A16.JPG
149,18,0.61,0.27,0.07,0.07,0.26,0.44,0.07,0.18,0.35,0.27,0.58,0.32,./results/014A18.JPG
150,22,0.61,0.24,0.06,0.06,0.26,0.44,0.07,0.17,0.33,0.24,0.51,0.28,./results/014A22.JPG
151,30,0.62,0.29,0.05,0.05,0.26,0.44,0.07,0.21,0.42,0.29,0.64,0.35,./results/014A30.JPG
152,36,0.6,0.3,0.07,0.07,0.25,0.43,0.07,0.2,0.38,0.3,0.66,0.36,./results/014A36.JPG
153,40,0.62,0.27,0.06,0.06,0.26,0.45,0.07,0.2,0.41,0.27,0.61,0.34,./results/014A40.JPG
154,42,0.6,0.25,0.07,0.07,0.26,0.44,0.07,0.19,0.38,0.25,0.57,0.32,./results/014A42.JPG
155,0,0.6,0.23,0.07,0.07,0.25,0.43,0.07,0.18,0.34,0.23,0.55,0.31,./results/015A00.JPG
156,1,0.62,0.24,0.08,0.08,0.25,0.44,0.07,0.15,0.27,0.24,0.52,0.28,./results/015A01.JPG
157,3,0.62,0.26,0.08,0.08,0.27,0.45,0.07,0.19,0.34,0.26,0.63,0.37,./results/015A03.JPG
158,7,0.63,0.28,0.09,0.09,0.26,0.45,0.07,0.19,0.34,0.28,0.65,0.37,./results/015A07.JPG
159,9,0.6,0.27,0.09,0.09,0.26,0.44,0.07,0.18,0.36,0.27,0.68,0.41,./results/015A09.JPG
160,10,0.62,0.28,0.08,0.08,0.25,0.44,0.07,0.17,0.34,0.28,0.58,0.3,./results/015A10.JPG
161,12,0.64,0.28,0.08,0.08,0.27,0.46,0.07,0.19,0.34,0.28,0.66,0.38,./results/015A12.JPG
162,14,0.62,0.3,0.09,0.09,0.26,0.45,0.06,0.19,0.36,0.3,0.7,0.4,./results/015A14.JPG
163,15,0.63,0.26,0.06,0.06,0.27,0.46,0.07,0.2,0.39,0.26,0.61,0.35,./results/015A15.JPG
164,17,0.63,0.28,0.06,0.06,0.26,0.45,0.07,0.2,0.38,0.28,0.62,0.34,./results/015A17.JPG
165,19,0.64,0.27,0.07,0.07,0.26,0.46,0.08,0.17,0.35,0.27,0.6,0.33,./results/015A19.JPG
166,1,0.62,0.23,0.07,0.07,0.26,0.44,0.07,0.18,0.32,0.23,0.48,0.25,./results/016A01.JPG
167,3,0.61,0.25,0.05,0.05,0.25,0.44,0.07,0.2,0.4,0.25,0.52,0.27,./results/016A03.JPG
168,4,0.6,0.19,0.06,0.06,0.25,0.43,0.07,0.16,0.32,0.19,0.47,0.28,./results/016A04.JPG
169,5,0.62,0.24,0.07,0.07,0.26,0.44,0.07,0.19,0.33,0.24,0.53,0.3,./results/016A05.JPG
170,7,0.63,0.3,0.09,0.09,0.26,0.45,0.07,0.19,0.35,0.3,0.72,0.42,./results/016A07.JPG
171,12,0.62,0.26,0.08,0.08,0.26,0.45,0.06,0.19,0.33,0.26,0.6,0.33,./results/016A12.JPG
172,14,0.61,0.3,0.09,0.09,0.26,0.44,0.06,0.18,0.33,0.3,0.7,0.4,./results/016A14.JPG
173,16,0.62,0.3,0.08,0.08,0.26,0.45,0.07,0.19,0.35,0.3,0.67,0.38,./results/016A16.JPG
174,17,0.63,0.3,0.08,0.08,0.27,0.45,0.07,0.2,0.36,0.3,0.64,0.35,./results/016A17.JPG
175,18,0.59,0.32,0.09,0.09,0.25,0.43,0.06,0.18,0.34,0.32,0.7,0.39,./results/016A18.JPG
176,19,0.62,0.34,0.09,0.09,0.26,0.45,0.07,0.2,0.34,0.34,0.7,0.36,./results/016A19.JPG
177,5,0.6,0.25,0.07,0.07,0.25,0.43,0.06,0.19,0.35,0.25,0.53,0.29,./results/017A05.JPG
178,12,0.61,0.27,0.08,0.08,0.25,0.44,0.06,0.18,0.31,0.27,0.59,0.31,./results/017A12.JPG
179,17,0.62,0.26,0.08,0.08,0.26,0.45,0.07,0.19,0.34,0.26,0.58,0.32,./results/017A17.JPG
180,19,0.61,0.26,0.06,0.06,0.27,0.44,0.06,0.21,0.41,0.26,0.6,0.34,./results/017A19.JPG
181,22,0.58,0.28,0.09,0.09,0.25,0.42,0.07,0.2,0.33,0.28,0.66,0.38,./results/017A22.JPG
182,29,0.6,0.26,0.08,0.08,0.26,0.44,0.06,0.19,0.34,0.26,0.61,0.35,./results/017A29.JPG
183,32,0.59,0.27,0.09,0.09,0.25,0.42,0.06,0.19,0.34,0.27,0.69,0.42,./results/017A32.JPG
184,36,0.62,0.25,0.09,0.09,0.26,0.45,0.07,0.19,0.36,0.25,0.63,0.37,./results/017A36.JPG
185,42,0.61,0.28,0.08,0.08,0.25,0.44,0.07,0.21,0.36,0.28,0.64,0.35,./results/017A42.JPG
186,6,0.63,0.24,0.07,0.07,0.26,0.45,0.06,0.2,0.41,0.24,0.54,0.3,./results/018A06.JPG
187,11,0.63,0.25,0.07,0.07,0.25,0.45,0.07,0.2,0.45,0.25,0.56,0.32,./results/018A11.JPG
188,18,0.65,0.34,0.11,0.11,0.26,0.46,0.07,0.19,0.37,0.34,0.84,0.5,./results/018A18.JPG
189,22,0.64,0.28,0.07,0.07,0.26,0.45,0.07,0.19,0.38,0.28,0.59,0.31,./results/018A22.JPG
190,25,0.62,0.23,0.06,0.06,0.26,0.45,0.07,0.18,0.36,0.23,0.52,0.29,./results/018A25.JPG
191,28,0.61,0.29,0.1,0.1,0.25,0.44,0.06,0.18,0.36,0.29,0.72,0.43,./results/018A28.JPG
192,33,0.61,0.36,0.1,0.1,0.25,0.43,0.06,0.2,0.41,0.36,0.96,0.61,./results/018A33.JPG
193,34,0.59,0.26,0.08,0.08,0.26,0.43,0.07,0.21,0.38,0.26,0.61,0.36,./results/018A34.JPG
194,36,0.62,0.33,0.07,0.07,0.26,0.45,0.06,0.23,0.47,0.33,0.74,0.41,./results/018A36.JPG
195,0,0.6,0.22,0.08,0.08,0.25,0.42,0.07,0.16,0.3,0.22,0.55,0.33,./results/019A00.JPG
196,3,0.61,0.25,0.08,0.08,0.25,0.43,0.06,0.17,0.31,0.25,0.6,0.35,./results/019A03.JPG
197,5,0.61,0.28,0.07,0.07,0.25,0.44,0.06,0.18,0.36,0.28,0.63,0.35,./results/019A05.JPG
198,7,0.62,0.29,0.09,0.09,0.26,0.44,0.07,0.18,0.33,0.29,0.65,0.36,./results/019A07.JPG
199,12,0.61,0.27,0.08,0.08,0.26,0.44,0.06,0.2,0.34,0.27,0.57,0.3,./results/019A12.JPG
200,15,0.61,0.27,0.08,0.08,0.26,0.44,0.06,0.2,0.36,0.27,0.64,0.38,./results/019A15.JPG
201,18,0.6,0.31,0.09,0.09,0.26,0.43,0.06,0.2,0.37,0.31,0.72,0.41,./results/019A18.JPG
202,23,0.59,0.29,0.07,0.07,0.25,0.43,0.07,0.2,0.34,0.29,0.56,0.27,./results/019A23.JPG
203,27,0.61,0.26,0.06,0.06,0.26,0.44,0.06,0.21,0.38,0.26,0.56,0.3,./results/019A27.JPG
204,30,0.59,0.29,0.05,0.05,0.26,0.43,0.06,0.24,0.42,0.29,0.59,0.3,./results/019A30.JPG
205,4,0.59,0.25,0.08,0.08,0.25,0.42,0.06,0.19,0.33,0.25,0.58,0.32,./results/020A04.JPG
206,8,0.62,0.26,0.09,0.09,0.26,0.45,0.07,0.19,0.32,0.26,0.54,0.28,./results/020A08.JPG
207,11,0.6,0.22,0.05,0.05,0.25,0.44,0.07,0.21,0.45,0.22,0.5,0.28,./results/020A11.JPG
208,13,0.59,0.27,0.06,0.06,0.25,0.42,0.06,0.22,0.46,0.27,0.66,0.4,./results/020A13.JPG
209,16,0.59,0.27,0.08,0.08,0.25,0.42,0.06,0.18,0.34,0.27,0.65,0.37,./results/020A16.JPG
210,20,0.57,0.25,0.07,0.07,0.23,0.41,0.07,0.17,0.34,0.25,0.55,0.3,./results/020A20.JPG
211,22,0.61,0.24,0.05,0.05,0.25,0.44,0.06,0.21,0.47,0.24,0.63,0.4,./results/020A22.JPG
212,24,0.6,0.25,0.06,0.06,0.26,0.43,0.06,0.19,0.4,0.25,0.63,0.38,./results/020A24.JPG
213,26,0.59,0.25,0.07,0.07,0.25,0.42,0.06,0.19,0.36,0.25,0.56,0.32,./results/020A26.JPG
214,30,0.57,0.29,0.09,0.09,0.23,0.41,0.06,0.17,0.32,0.29,0.68,0.4,./results/020A30.JPG
215,36,0.58,0.25,0.07,0.07,0.24,0.42,0.07,0.18,0.36,0.25,0.61,0.37,./results/020A36.JPG
216,3,0.6,0.26,0.09,0.09,0.25,0.42,0.07,0.17,0.29,0.26,0.61,0.35,./results/021A03.JPG
217,5,0.59,0.27,0.08,0.08,0.25,0.42,0.07,0.17,0.32,0.27,0.59,0.32,./results/021A05.JPG
218,6,0.58,0.3,0.09,0.09,0.24,0.41,0.07,0.17,0.31,0.3,0.66,0.36,./results/021A06.JPG
219,11,0.62,0.28,0.09,0.09,0.26,0.45,0.07,0.18,0.31,0.28,0.62,0.34,./results/021A11.JPG
