,Age,F9,F10,F11,F12,F1,F2,F3,F4,F5,F6,F7,F8,path
55,33,0.3,0.25,0.05,0.02,0.65,0.27,0.47,0.07,0.2,0.42,0.25,0.55,.\resultss\10050_1968-7-26_2001.jpg
56,71,0.36,0.22,0.06,0.03,0.63,0.28,0.46,0.06,0.23,0.45,0.22,0.58,.\resultss\10051_1940-9-19_2011.jpg
57,55,0.32,0.27,0.08,0.02,0.58,0.24,0.42,0.07,0.16,0.31,0.27,0.59,.\resultss\10052_1940-9-19_1995.jpg
58,47,0.32,0.25,0.05,0.03,0.67,0.29,0.49,0.07,0.24,0.52,0.25,0.57,.\resultss\10053_1968-8-1_2015.jpg
59,44,0.33,0.26,0.09,0.03,0.62,0.27,0.45,0.07,0.21,0.35,0.26,0.6,.\resultss\10054_1961-12-24_2005.jpg
60,20,0.31,0.27,0.06,0.03,0.64,0.27,0.46,0.07,0.2,0.42,0.27,0.58,.\resultss\10055_1989-7-31_2009.jpg
61,36,0.35,0.26,0.07,0.03,0.59,0.26,0.43,0.06,0.21,0.39,0.26,0.61,.\resultss\10056_1965-3-14_2001.jpg
62,53,0.35,0.25,0.06,0.03,0.64,0.27,0.47,0.07,0.25,0.48,0.25,0.6,.\resultss\10057_1957-3-4_2010.jpg
63,38,0.36,0.24,0.09,0.02,0.59,0.26,0.43,0.06,0.19,0.35,0.24,0.61,.\resultss\10058_1964-0-0_2002.jpg
64,8,0.33,0.27,0.07,0.03,0.63,0.27,0.45,0.07,0.19,0.33,0.27,0.6,.\resultss\10059_1988-8-16_1996.jpg
65,30,0.3,0.27,0.08,0.03,0.65,0.27,0.47,0.07,0.19,0.32,0.27,0.57,.\resultss\1005_1981-07-14_2011.jpg
66,54,0.33,0.25,0.06,0.03,0.65,0.28,0.48,0.07,0.24,0.5,0.25,0.58,.\resultss\10060_1961-10-30_2015.jpg
67,53,0.39,0.23,0.06,0.03,0.65,0.28,0.47,0.07,0.23,0.46,0.23,0.63,.\resultss\10061_1961-10-30_2014.jpg
68,36,0.37,0.24,0.04,0.03,0.64,0.28,0.46,0.06,0.22,0.5,0.24,0.61,.\resultss\10062_1969-8-27_2005.jpg
69,9,0.34,0.24,0.08,0.02,0.62,0.25,0.44,0.07,0.18,0.32,0.24,0.58,.\resultss\10063_1987-7-24_1996.jpg
70,40,0.33,0.26,0.06,0.02,0.61,0.24,0.43,0.07,0.18,0.38,0.26,0.59,.\resultss\10064_1973-7-3_2013.jpg
71,41,0.33,0.26,0.07,0.03,0.6,0.26,0.44,0.06,0.2,0.36,0.26,0.6,.\resultss\10065_1973-7-3_2014.jpg
72,38,0.29,0.27,0.07,0.03,0.63,0.26,0.45,0.07,0.2,0.38,0.27,0.56,.\resultss\10066_1973-7-3_2011.jpg
73,38,0.3,0.26,0.07,0.03,0.62,0.26,0.44,0.06,0.21,0.4,0.26,0.56,.\resultss\10067_1973-7-3_2011.jpg
74,38,0.31,0.28,0.07,0.03,0.63,0.28,0.46,0.07,0.23,0.42,0.28,0.59,.\resultss\10068_1973-7-3_2011.jpg
75,44,0.34,0.24,0.07,0.03,0.63,0.27,0.46,0.06,0.23,0.42,0.24,0.58,.\resultss\10069_1966-1-20_2010.jpg
76,49,0.34,0.26,0.07,0.03,0.66,0.28,0.47,0.07,0.25,0.46,0.26,0.61,.\resultss\1006_1964-02-21_2013.jpg
77,44,0.36,0.24,0.08,0.02,0.6,0.26,0.44,0.07,0.19,0.36,0.24,0.6,.\resultss\10070_1966-1-20_2010.jpg
78,49,0.36,0.24,0.09,0.02,0.61,0.26,0.44,0.07,0.2,0.37,0.24,0.6,.\resultss\10071_1966-1-20_2015.jpg
79,68,0.37,0.25,0.08,0.03,0.6,0.27,0.44,0.06,0.22,0.41,0.25,0.63,.\resultss\10072_1942-3-29_2010.jpg
80,64,0.34,0.25,0.08,0.02,0.61,0.26,0.44,0.07,0.19,0.35,0.25,0.59,.\resultss\10073_1946-6-3_2010.jpg
81,29,0.32,0.25,0.07,0.03,0.62,0.27,0.45,0.07,0.21,0.41,0.25,0.57,.\resultss\10074_1981-3-24_2010.jpg
82,57,0.33,0.26,0.04,0.03,0.61,0.26,0.44,0.06,0.25,0.51,0.26,0.58,.\resultss\10075_1956-5-8_2013.jpg
83,73,0.35,0.24,0.05,0.02,0.63,0.26,0.46,0.06,0.2,0.47,0.24,0.59,.\resultss\10076_1937-8-6_2010.jpg
84,73,0.34,0.25,0.07,0.02,0.62,0.26,0.45,0.07,0.17,0.38,0.25,0.59,.\resultss\10077_1937-8-6_2010.jpg
85,36,0.29,0.25,0.03,0.03,0.66,0.28,0.48,0.07,0.22,0.49,0.25,0.54,.\resultss\10078_1977-12-17_2013.jpg
86,36,0.29,0.25,0.03,0.03,0.66,0.28,0.48,0.07,0.22,0.48,0.25,0.54,.\resultss\10079_1977-12-17_2013.jpg
87,53,0.32,0.26,0.06,0.03,0.66,0.29,0.48,0.07,0.19,0.44,0.26,0.58,.\resultss\1007_1960-09-15_2013.jpg
88,36,0.37,0.24,0.09,0.02,0.62,0.25,0.45,0.07,0.17,0.33,0.24,0.61,.\resultss\10080_1977-12-17_2013.jpg
89,27,0.31,0.27,0.07,0.03,0.62,0.26,0.45,0.06,0.19,0.35,0.27,0.58,.\resultss\10081_1977-12-17_2004.jpg
90,36,0.33,0.24,0.06,0.02,0.64,0.27,0.46,0.08,0.17,0.4,0.24,0.57,.\resultss\10082_1977-12-17_2013.jpg
91,38,0.36,0.23,0.04,0.03,0.6,0.26,0.44,0.06,0.22,0.52,0.23,0.59,.\resultss\10083_1973-2-2_2011.jpg
92,29,0.36,0.25,0.04,0.03,0.6,0.26,0.44,0.06,0.22,0.49,0.25,0.61,.\resultss\10084_1973-2-2_2002.jpg
93,42,0.35,0.25,0.04,0.03,0.63,0.27,0.45,0.06,0.22,0.54,0.25,0.6,.\resultss\10085_1973-2-2_2015.jpg
94,28,0.33,0.26,0.07,0.02,0.63,0.26,0.45,0.07,0.16,0.36,0.26,0.58,.\resultss\10086_1984-11-28_2012.jpg
95,48,0.35,0.27,0.09,0.03,0.64,0.28,0.47,0.06,0.23,0.36,0.27,0.62,.\resultss\10087_1957-2-19_2005.jpg
96,51,0.37,0.24,0.08,0.03,0.62,0.25,0.44,0.07,0.21,0.4,0.24,0.61,.\resultss\10088_1957-2-19_2008.jpg
97,37,0.33,0.25,0.07,0.02,0.65,0.26,0.46,0.08,0.16,0.35,0.25,0.57,.\resultss\10089_1976-7-17_2013.jpg
98,46,0.4,0.24,0.08,0.02,0.6,0.27,0.45,0.07,0.2,0.45,0.24,0.63,.\resultss\1008_1968-06-06_2014.jpg
99,53,0.36,0.23,0.08,0.02,0.6,0.26,0.43,0.06,0.18,0.37,0.23,0.59,.\resultss\10090_1961-3-29_2014.jpg
100,53,0.36,0.26,0.07,0.03,0.65,0.27,0.47,0.07,0.21,0.44,0.26,0.61,.\resultss\10091_1961-3-29_2014.jpg
101,35,0.29,0.25,0.07,0.02,0.6,0.25,0.43,0.07,0.16,0.34,0.25,0.53,.\resultss\10092_1961-3-29_1996.jpg
102,50,0.31,0.25,0.04,0.02,0.64,0.26,0.46,0.07,0.2,0.47,0.25,0.55,.\resultss\10093_1961-3-29_2011.jpg
103,53,0.37,0.25,0.05,0.03,0.58,0.26,0.43,0.05,0.22,0.46,0.25,0.62,.\resultss\10094_1961-3-29_2014.jpg
104,50,0.35,0.25,0.09,0.02,0.6,0.26,0.44,0.06,0.18,0.36,0.25,0.6,.\resultss\10095_1961-3-29_2011.jpg
105,25,0.29,0.26,0.08,0.02,0.62,0.26,0.45,0.07,0.18,0.33,0.26,0.55,.\resultss\10096_1962-6-23_1987.jpg
106,44,0.36,0.24,0.09,0.02,0.59,0.25,0.43,0.07,0.19,0.36,0.24,0.6,.\resultss\10097_1918-5-15_1962.jpg
107,73,0.36,0.24,0.05,0.03,0.59,0.26,0.42,0.05,0.24,0.5,0.24,0.6,.\resultss\10098_1940-1-0_2013.jpg
108,26,0.34,0.26,0.05,0.03,0.63,0.27,0.46,0.06,0.21,0.48,0.26,0.6,.\resultss\10099_1968-6-4_1994.jpg
109,44,0.33,0.27,0.07,0.03,0.61,0.26,0.45,0.06,0.23,0.41,0.27,0.6,.\resultss\1009_1966-02-11_2010.jpg
110,35,0.34,0.26,0.05,0.03,0.62,0.27,0.45,0.06,0.25,0.48,0.26,0.6,.\resultss\100_1971-03-19_2006.jpg
111,26,0.3,0.26,0.08,0.02,0.64,0.26,0.46,0.07,0.17,0.34,0.26,0.56,.\resultss\10100_1980-1-20_2006.jpg
112,49,0.37,0.24,0.08,0.02,0.59,0.25,0.43,0.06,0.19,0.35,0.24,0.61,.\resultss\10101_1962-3-9_2011.jpg
113,46,0.38,0.24,0.07,0.03,0.6,0.26,0.44,0.06,0.2,0.46,0.24,0.62,.\resultss\10102_1965-0-0_2011.jpg
114,24,0.32,0.25,0.06,0.02,0.62,0.26,0.44,0.07,0.16,0.36,0.25,0.56,.\resultss\10103_1987-9-7_2011.jpg
115,28,0.35,0.26,0.05,0.02,0.62,0.26,0.44,0.07,0.18,0.45,0.26,0.61,.\resultss\10104_1987-9-7_2015.jpg
116,28,0.32,0.26,0.07,0.02,0.63,0.25,0.45,0.07,0.15,0.36,0.26,0.59,.\resultss\10105_1987-9-7_2015.jpg
117,24,0.33,0.24,0.05,0.02,0.62,0.26,0.45,0.06,0.21,0.46,0.24,0.56,.\resultss\10106_1987-9-7_2011.jpg
118,28,0.33,0.26,0.07,0.02,0.64,0.26,0.46,0.07,0.15,0.36,0.26,0.59,.\resultss\10107_1987-9-7_2015.jpg
119,24,0.33,0.25,0.06,0.02,0.61,0.25,0.44,0.07,0.16,0.37,0.25,0.58,.\resultss\10108_1987-9-7_2011.jpg
120,16,0.32,0.25,0.06,0.02,0.62,0.26,0.45,0.07,0.17,0.37,0.25,0.57,.\resultss\10109_1987-9-7_2003.jpg
121,92,0.32,0.27,0.07,0.03,0.59,0.26,0.44,0.06,0.24,0.4,0.27,0.59,.\resultss\1010_1914-10-27_2006.jpg
122,21,0.29,0.26,0.04,0.03,0.64,0.27,0.46,0.07,0.21,0.49,0.26,0.55,.\resultss\10110_1991-11-15_2012.jpg
123,23,0.3,0.26,0.05,0.03,0.65,0.27,0.47,0.07,0.19,0.43,0.26,0.56,.\resultss\10111_1991-11-15_2014.jpg
124,23,0.3,0.26,0.04,0.02,0.64,0.26,0.45,0.07,0.19,0.46,0.26,0.56,.\resultss\10112_1991-11-15_2014.jpg
125,23,0.32,0.25,0.05,0.03,0.61,0.26,0.44,0.06,0.22,0.47,0.25,0.57,.\resultss\10113_1991-11-15_2014.jpg
126,20,0.32,0.24,0.05,0.02,0.65,0.28,0.47,0.07,0.2,0.46,0.24,0.57,.\resultss\10114_1991-11-15_2011.jpg
127,19,0.3,0.27,0.04,0.03,0.65,0.27,0.47,0.07,0.2,0.43,0.27,0.57,.\resultss\10115_1991-11-15_2010.jpg
128,24,0.31,0.25,0.05,0.02,0.64,0.27,0.46,0.07,0.18,0.42,0.25,0.56,.\resultss\10116_1991-11-15_2015.jpg
129,23,0.32,0.24,0.05,0.02,0.61,0.26,0.44,0.06,0.18,0.44,0.24,0.56,.\resultss\10117_1991-11-15_2014.jpg
130,18,0.32,0.26,0.05,0.02,0.63,0.26,0.46,0.06,0.19,0.42,0.26,0.58,.\resultss\10118_1991-11-15_2009.jpg
131,46,0.35,0.26,0.07,0.03,0.61,0.27,0.45,0.07,0.23,0.46,0.26,0.61,.\resultss\10119_1969-7-25_2015.jpg
132,29,0.3,0.27,0.04,0.03,0.69,0.28,0.49,0.07,0.21,0.46,0.27,0.57,.\resultss\1011_1985-05-07_2014.jpg
133,28,0.33,0.24,0.04,0.03,0.64,0.27,0.46,0.07,0.21,0.47,0.24,0.58,.\resultss\10120_1984-12-17_2012.jpg
134,36,0.33,0.24,0.06,0.02,0.57,0.25,0.41,0.05,0.21,0.39,0.24,0.57,.\resultss\10121_1976-8-2_2012.jpg
135,65,0.4,0.22,0.06,0.02,0.59,0.27,0.43,0.06,0.22,0.47,0.22,0.62,.\resultss\10122_1950-8-11_2015.jpg
136,16,0.31,0.26,0.08,0.02,0.63,0.27,0.46,0.07,0.17,0.33,0.26,0.57,.\resultss\10123_1991-2-17_2007.jpg
137,37,0.32,0.28,0.05,0.04,0.65,0.27,0.47,0.06,0.25,0.5,0.28,0.6,.\resultss\10124_1974-4-18_2011.jpg
138,48,0.38,0.24,0.08,0.03,0.61,0.27,0.45,0.06,0.23,0.43,0.24,0.62,.\resultss\10125_1965-12-7_2013.jpg
139,49,0.37,0.25,0.05,0.03,0.63,0.28,0.46,0.06,0.24,0.53,0.25,0.62,.\resultss\10126_1965-12-7_2014.jpg
140,48,0.35,0.25,0.07,0.03,0.58,0.25,0.43,0.06,0.23,0.41,0.25,0.61,.\resultss\10127_1965-12-7_2013.jpg
141,48,0.38,0.25,0.06,0.03,0.62,0.27,0.45,0.06,0.23,0.48,0.25,0.62,.\resultss\10128_1965-12-7_2013.jpg
142,43,0.33,0.25,0.06,0.03,0.61,0.25,0.44,0.06,0.22,0.47,0.25,0.58,.\resultss\10129_1943-8-2_1986.jpg
143,73,0.34,0.24,0.05,0.03,0.64,0.28,0.46,0.06,0.22,0.46,0.24,0.58,.\resultss\1012_1933-11-05_2006.jpg
144,61,0.35,0.25,0.07,0.03,0.59,0.27,0.43,0.06,0.22,0.44,0.25,0.6,.\resultss\10130_1951-10-9_2012.jpg
145,53,0.38,0.24,0.07,0.02,0.63,0.27,0.45,0.07,0.2,0.45,0.24,0.61,.\resultss\10131_1917-2-15_1970.jpg
146,24,0.36,0.23,0.06,0.02,0.62,0.26,0.44,0.06,0.18,0.42,0.23,0.58,.\resultss\10132_1960-11-24_1984.jpg
147,56,0.36,0.26,0.06,0.03,0.63,0.27,0.46,0.07,0.23,0.51,0.26,0.62,.\resultss\10133_1959-10-23_2015.jpg
148,55,0.37,0.25,0.06,0.03,0.59,0.26,0.44,0.06,0.23,0.48,0.25,0.62,.\resultss\10134_1959-10-23_2014.jpg
149,48,0.35,0.25,0.06,0.03,0.58,0.24,0.41,0.06,0.21,0.43,0.25,0.61,.\resultss\10135_1963-11-30_2011.jpg
150,24,0.34,0.25,0.08,0.02,0.6,0.26,0.43,0.06,0.19,0.34,0.25,0.59,.\resultss\10136_1989-3-11_2013.jpg
151,20,0.34,0.25,0.08,0.02,0.61,0.26,0.45,0.07,0.18,0.34,0.25,0.59,.\resultss\10137_1989-3-11_2009.jpg
152,19,0.34,0.25,0.06,0.03,0.63,0.28,0.46,0.06,0.25,0.46,0.25,0.59,.\resultss\10138_1989-3-11_2008.jpg
153,22,0.33,0.23,0.07,0.02,0.59,0.26,0.43,0.05,0.2,0.37,0.23,0.56,.\resultss\10139_1989-3-11_2011.jpg
154,32,0.34,0.25,0.06,0.03,0.63,0.27,0.45,0.07,0.24,0.47,0.25,0.59,.\resultss\1013_1982-09-28_2014.jpg
155,31,0.31,0.26,0.06,0.02,0.63,0.27,0.46,0.07,0.19,0.41,0.26,0.57,.\resultss\10140_1976-0-0_2007.jpg
156,40,0.35,0.26,0.08,0.03,0.63,0.27,0.46,0.06,0.2,0.33,0.26,0.61,.\resultss\10141_1972-7-28_2012.jpg
157,66,0.37,0.25,0.07,0.02,0.59,0.25,0.43,0.06,0.2,0.41,0.25,0.62,.\resultss\10142_1947-5-18_2013.jpg
158,44,0.34,0.25,0.09,0.02,0.62,0.27,0.44,0.07,0.18,0.34,0.25,0.59,.\resultss\10143_1956-10-23_2000.jpg
159,41,0.29,0.28,0.07,0.03,0.61,0.26,0.44,0.06,0.19,0.34,0.28,0.56,.\resultss\10144_1972-0-0_2013.jpg
160,41,0.31,0.28,0.08,0.02,0.62,0.26,0.45,0.07,0.17,0.32,0.28,0.58,.\resultss\10145_1972-0-0_2013.jpg
161,44,0.34,0.25,0.05,0.02,0.64,0.26,0.46,0.07,0.18,0.47,0.25,0.59,.\resultss\10146_1970-2-19_2014.jpg
162,42,0.36,0.24,0.06,0.02,0.63,0.27,0.46,0.07,0.16,0.42,0.24,0.6,.\resultss\10147_1970-2-19_2012.jpg
163,17,0.34,0.24,0.07,0.02,0.61,0.26,0.44,0.07,0.18,0.34,0.24,0.58,.\resultss\10148_1971-4-28_1988.jpg
164,31,0.36,0.25,0.08,0.03,0.6,0.26,0.44,0.06,0.22,0.41,0.25,0.61,.\resultss\10149_1947-9-6_1978.jpg
165,22,0.35,0.26,0.07,0.03,0.64,0.28,0.47,0.07,0.19,0.38,0.26,0.61,.\resultss\1014_1990-02-19_2012.jpg
166,22,0.31,0.26,0.07,0.03,0.64,0.28,0.46,0.07,0.21,0.38,0.26,0.57,.\resultss\10150_1984-2-1_2006.jpg
167,61,0.3,0.27,0.06,0.03,0.64,0.26,0.46,0.07,0.19,0.35,0.27,0.57,.\resultss\10151_1945-11-12_2006.jpg
168,61,0.33,0.26,0.06,0.03,0.66,0.28,0.48,0.07,0.25,0.45,0.26,0.6,.\resultss\10152_1945-11-12_2006.jpg
169,48,0.31,0.26,0.07,0.03,0.62,0.26,0.45,0.06,0.22,0.4,0.26,0.57,.\resultss\10153_1960-8-2_2008.jpg
170,39,0.36,0.24,0.04,0.03,0.65,0.29,0.47,0.07,0.23,0.48,0.24,0.6,.\resultss\10154_1972-5-7_2011.jpg
171,63,0.28,0.28,0.08,0.03,0.64,0.26,0.46,0.07,0.21,0.33,0.28,0.56,.\resultss\10155_1947-6-19_2010.jpg
172,32,0.32,0.26,0.07,0.03,0.62,0.27,0.45,0.06,0.21,0.39,0.26,0.58,.\resultss\10156_1971-8-22_2003.jpg
173,31,0.31,0.27,0.07,0.03,0.63,0.27,0.46,0.06,0.2,0.36,0.27,0.58,.\resultss\10157_1971-8-22_2002.jpg
174,43,0.35,0.26,0.06,0.03,0.6,0.27,0.44,0.06,0.21,0.42,0.26,0.61,.\resultss\10158_1971-8-22_2014.jpg
175,37,0.32,0.27,0.07,0.03,0.62,0.27,0.45,0.06,0.2,0.37,0.27,0.59,.\resultss\10159_1971-8-22_2008.jpg
176,38,0.32,0.27,0.08,0.03,0.65,0.27,0.47,0.07,0.22,0.4,0.27,0.58,.\resultss\1015_1965-09-19_2003.jpg
177,25,0.3,0.26,0.07,0.02,0.65,0.28,0.47,0.07,0.18,0.35,0.26,0.56,.\resultss\10160_1985-5-10_2010.jpg
178,51,0.3,0.24,0.08,0.02,0.65,0.27,0.47,0.07,0.17,0.35,0.24,0.54,.\resultss\10161_1941-5-17_1992.jpg
179,65,0.36,0.25,0.04,0.03,0.63,0.27,0.45,0.07,0.21,0.49,0.25,0.61,.\resultss\10162_1949-4-15_2014.jpg
180,38,0.38,0.25,0.07,0.03,0.58,0.26,0.43,0.06,0.24,0.49,0.25,0.62,.\resultss\10163_1974-5-15_2012.jpg
181,38,0.37,0.23,0.04,0.02,0.63,0.27,0.45,0.06,0.19,0.47,0.23,0.6,.\resultss\10164_1974-5-15_2012.jpg
182,44,0.35,0.24,0.07,0.02,0.64,0.27,0.46,0.06,0.2,0.37,0.24,0.59,.\resultss\10165_1962-8-15_2006.jpg
183,53,0.36,0.26,0.07,0.03,0.6,0.26,0.44,0.07,0.21,0.43,0.26,0.62,.\resultss\10166_1962-8-15_2015.jpg
184,35,0.33,0.26,0.07,0.02,0.67,0.27,0.48,0.07,0.18,0.39,0.26,0.59,.\resultss\10167_1975-3-17_2010.jpg
185,35,0.32,0.25,0.08,0.02,0.62,0.27,0.45,0.07,0.17,0.35,0.25,0.57,.\resultss\10168_1975-3-17_2010.jpg
