,Age,Density Corner Left Eye,Density Corner Right Eye,Density Forehead,Density Cheek Left,Density Cheek Right,Depth Corner Left Eye,Depth Corner Right Eye,Depth Forehead,Depth Cheek Left,Depth Cheek Right,Variance Corner Left Eye,Variance Corner Right Eye,Variance Forehead,Variance Cheek Left,Variance Cheek Right,path
10,29,0.271929825,0.712530713,0.012503126,0.134394722,0.078102638,0.477063907,0.412699438,0.256850712,0.236129995,0.259664609,0.181104052,0.32202306,0.044217539,0.082300499,0.058158233,.\resultss\10012_1977-9-1_2006.jpg
11,62,0.160287081,0.17032967,0.074292453,0.094802047,0.060528559,0.206222391,0.24114814,0.311286036,0.233577187,0.27451422,0.099522181,0.107926891,0.078057144,0.07661265,0.073749639,.\resultss\10013_1948-2-5_2010.jpg
12,63,0.416965352,0.55625,0.056582633,0.247563353,0.236956522,0.259666281,0.254810953,0.198903225,0.2743581,0.25535227,0.158816166,0.18371134,0.070919563,0.120947478,0.112973952,.\resultss\10014_1948-2-5_2011.jpg
13,60,0.273809524,0.03030303,0.126907906,0.34440753,0.00102459,0.251457698,0.227873677,0.216020029,0.289748082,0.177469937,0.11695612,0.052904307,0.092223479,0.152985382,0.04414529,.\resultss\10015_1948-2-5_2008.jpg
14,67,0.605,0.287442396,0.149536178,0.404938272,0.360645161,0.360460171,0.283055236,0.231635435,0.343150632,0.251818806,0.256250759,0.134105165,0.094507602,0.190226619,0.144603553,.\resultss\10016_1948-2-5_2015.jpg
15,70,0.406432749,0.311781609,0.047619048,0.1822648,0.180316092,0.257609547,0.233371564,0.202369243,0.232095892,0.242218537,0.156558447,0.131964272,0.073582209,0.101874283,0.108411373,.\resultss\10017_1939-9-18_2009.jpg
16,74,0.401680672,0.206060606,0.304697555,0.268412439,0.259016393,0.253859307,0.230716093,0.329833058,0.250980872,0.338702529,0.157675193,0.094204378,0.14874537,0.130255968,0.140808477,.\resultss\10018_1939-9-18_2013.jpg
17,30,0.294871795,0.273755656,0.150626959,0.07074137,0.121143376,0.49692449,0.395558886,0.293951116,0.21403782,0.215340756,0.202290041,0.15970905,0.094547118,0.07501263,0.091664422,.\resultss\1001_1983-09-24_2013.jpg
18,67,0.583333333,0.672268908,0.046046287,0.164761905,0.287278658,0.31220039,0.288529584,0.208666423,0.2371178,0.243203635,0.223211764,0.225630747,0.073115087,0.104347059,0.130438617,.\resultss\10020_1939-9-18_2006.jpg
19,29,0.161184211,0.315686275,0.009440559,0.159090909,0.239813243,0.200982705,0.303463215,0.193083067,0.248379068,0.28721074,0.096692293,0.144884115,0.053377371,0.096614492,0.124214386,.\resultss\10022_1957-3-27_1986.jpg
20,29,0.503401361,0.484615385,0.190297172,0.319958848,0.362068966,0.346432932,0.223091965,0.218020093,0.219084421,0.236104823,0.219658177,0.165907596,0.110657556,0.13274216,0.144471454,.\resultss\10023_1947-8-22_1976.jpg
21,29,0.303069054,0.255952381,0.320974576,0.472089314,0.394308943,0.215884883,0.21628543,0.251485472,0.236515943,0.238819131,0.129350689,0.120379918,0.14048199,0.16259275,0.15094053,.\resultss\10024_1947-8-22_1976.jpg
22,29,0.714046823,0.654761905,0.106734007,0.305555556,0.386958387,0.276951083,0.267358373,0.203672502,0.221013282,0.227413951,0.225097652,0.210977175,0.08228136,0.13090264,0.145510264,.\resultss\10025_1947-8-22_1976.jpg
23,66,0.480952381,0.470394737,0.06031746,0.223222061,0.05,0.324266553,0.29647594,0.229097437,0.24094416,0.24498953,0.198908864,0.185512922,0.072394295,0.116568574,0.074619603,.\resultss\10026_1947-8-22_2013.jpg
24,24,0.364583333,0.304659498,0.424886394,0.125615764,0.035892323,0.23812883,0.243718774,0.30079053,0.197014039,0.199489516,0.145606451,0.130204048,0.177389957,0.087449777,0.063036551,.\resultss\10027_1981-7-28_2005.jpg
25,36,0.569659443,0.563076923,0.173169994,0.327417924,0.374373434,0.398512768,0.507868098,0.218742717,0.270583445,0.307028605,0.266507216,0.324793651,0.093433709,0.148427536,0.169138976,.\resultss\10028_1966-3-14_2002.jpg
26,30,0.112554113,0.607503608,0.141723956,0.18625192,0.394871795,0.391468579,0.433453983,0.238376879,0.246135478,0.290501374,0.095295542,0.29979213,0.098049326,0.108499927,0.169371346,.\resultss\10029_1981-8-5_2011.jpg
27,25,0.752380952,0.404040404,0.022580645,0.209009009,0.102430556,0.406344409,0.401360392,0.203605808,0.426284221,0.19714263,0.328710327,0.201910004,0.054186924,0.14479853,0.087797879,.\resultss\1002_1989-01-15_2014.jpg
28,31,0.321428571,0.528571429,0.094339623,0.117936535,0.054478301,0.1855657,0.284916309,0.20415037,0.25509377,0.22148766,0.105496745,0.190534803,0.080149858,0.089544062,0.066636077,.\resultss\10030_1981-8-5_2012.jpg
29,30,0.072916667,0.10962963,0.067528736,0.206597222,0.173690932,0.206413385,0.247267122,0.206352313,0.243104714,0.205167198,0.081909613,0.091250648,0.075929861,0.113191763,0.101448253,.\resultss\10031_1981-8-5_2011.jpg
30,32,0.500805153,0.388387097,0.215087891,0.0859375,0.121367521,0.344189569,0.39241334,0.352418863,0.291665079,0.24869615,0.208214814,0.196610094,0.129686919,0.091407617,0.092499871,.\resultss\10032_1981-8-5_2013.jpg
31,13,0.210826211,0.245238095,0.137295082,0.350657109,0.298878205,0.213539114,0.207357797,0.191262615,0.212641884,0.208402332,0.114070848,0.115405337,0.09844481,0.136945851,0.125994251,.\resultss\10033_1976-3-22_1989.jpg
32,13,0.095108696,0.56125,0.024318182,0.115734099,0.323330833,0.198645086,0.235063344,0.175929416,0.193179795,0.21467626,0.088666728,0.175625815,0.068683421,0.087124709,0.130059222,.\resultss\10034_1976-3-22_1989.jpg
33,13,0.196759259,0.487854251,0.176820889,0.234347048,0.331160365,0.196535241,0.227759214,0.1988267,0.203742328,0.212177776,0.11005754,0.160292335,0.104997997,0.115590802,0.130804483,.\resultss\10035_1976-3-22_1989.jpg
34,13,0.67578125,0.54147813,0.111235119,0.264195771,0.203431373,0.305843728,0.281304589,0.211442009,0.261301784,0.213616704,0.238155721,0.197164659,0.084222364,0.120697484,0.099175946,.\resultss\10036_1976-3-22_1989.jpg
35,41,0.17482493,0.220175439,0.029411765,0.266666667,0.082983193,0.579014888,0.254417055,0.220562951,0.443894886,0.213323696,0.496341619,0.114712396,0.060778078,0.166620763,0.073568754,.\resultss\10037_1971-9-14_2012.jpg
36,46,0.014880952,0.056971514,0.352993612,0.381351981,0.285957447,0.186348503,0.216202167,0.272400692,0.316648934,0.245476095,0.059582246,0.069332009,0.144185658,0.168523113,0.129453054,.\resultss\10038_1966-11-22_2012.jpg
37,31,0.123809524,0.258558559,0.148647009,0.00745098,0.037860577,0.376988311,0.348019528,0.291267187,0.194367949,0.208808671,0.077980597,0.12149198,0.091674875,0.046606732,0.057713937,.\resultss\10039_1980-9-9_2011.jpg
38,55,0.328947368,0.106280193,0.081445928,0.020191989,0.124768604,0.286596485,0.200596616,0.226183843,0.191961481,0.268563511,0.151227431,0.09350699,0.071655236,0.056260827,0.083098926,.\resultss\1003_1911-03-04_1966.jpg
39,31,0.134803922,0.150702427,0.13101867,0.002635046,0.020102339,0.336681261,0.380399726,0.247683876,0.162536207,0.171607084,0.079536187,0.08832138,0.076948151,0.035411108,0.057138105,.\resultss\10040_1980-9-9_2011.jpg
40,18,0.546296296,0.19122807,0.028115942,0.2,0.04403794,0.232549583,0.20562706,0.205241485,0.252737524,0.219216153,0.17256836,0.106411166,0.06335774,0.103282624,0.06088945,.\resultss\10041_1980-9-9_1998.jpg
41,31,0.125925926,0.175925926,0.007619048,0.02406015,0.016666667,0.260930261,0.283245643,0.337180552,0.196795856,0.17997444,0.088655226,0.1021379,0.036044649,0.059510265,0.062183186,.\resultss\10042_1980-9-9_2011.jpg
42,31,0.169444444,0.153256705,0.031706604,0.000668449,0.01038961,0.336870631,0.358568556,0.194540443,0.159670087,0.17872928,0.101336465,0.092771548,0.044456441,0.043154138,0.050336372,.\resultss\10043_1980-9-9_2011.jpg
43,31,0.055555556,0.197860963,0.00413895,0.037121212,0.020609579,0.194013552,0.45021133,0.204582991,0.214121508,0.218141572,0.064741592,0.138692237,0.031222855,0.053089181,0.054877659,.\resultss\10044_1980-9-9_2011.jpg
44,29,0.378787879,0.117886179,0.365980124,0.266874645,0.08012487,0.285578921,0.211906773,0.431514916,0.322426553,0.186577885,0.159807556,0.078152995,0.198601837,0.144606305,0.076856828,.\resultss\10045_1980-9-9_2009.jpg
45,31,0.331265509,0.308035714,0.03770858,0.057777778,0.058382257,0.276829421,0.375350628,0.197623657,0.257393501,0.222616693,0.142148388,0.163566155,0.059804171,0.071334502,0.072617571,.\resultss\10046_1980-9-9_2011.jpg
46,21,0.123809524,0.288288288,0.031896437,0.016137041,0.073179272,0.235085516,0.277818467,0.232817194,0.184455193,0.194088048,0.078927096,0.133412983,0.05189549,0.050125051,0.073892405,.\resultss\10047_1980-9-9_2001.jpg
47,44,0.321678322,0.468181818,0.058736559,0.043529412,0.130345395,0.269087995,0.340281225,0.255253582,0.218539414,0.222178532,0.144072524,0.211669933,0.068661369,0.069633448,0.086529656,.\resultss\10049_1968-7-26_2012.jpg
48,29,0.283333333,0.353430353,0.019688867,0.239783857,0.222222222,0.475738885,0.357070361,0.251539318,0.290166832,0.262536186,0.185979492,0.176279983,0.043284283,0.123046139,0.110981837,.\resultss\1004_1982-01-24_2011.jpg
49,71,0.8,0.238416988,0.184821429,0.356032827,0.267099567,0.321488691,0.229351535,0.352952802,0.370429873,0.502786339,0.2742994,0.114820225,0.097305769,0.169529623,0.173622185,.\resultss\10051_1940-9-19_2011.jpg
50,55,0.114087302,0.178763441,0.013888889,0.079569893,0.184704185,0.217774216,0.229387841,0.208585345,0.211653115,0.223686376,0.09472175,0.1057706,0.041192896,0.071230176,0.101355715,.\resultss\10052_1940-9-19_1995.jpg
51,47,0.36137931,0.422857143,0.280675551,0.114705882,0.157973734,0.29690462,0.29101927,0.329546346,0.235517656,0.266233832,0.156216037,0.167827862,0.140615844,0.084298677,0.096052905,.\resultss\10053_1968-8-1_2015.jpg
52,20,0.442708333,0.334545455,0.086219823,0.126022126,0.030335861,0.445154466,0.285847895,0.355165629,0.27429285,0.176924261,0.226424005,0.140463728,0.073133387,0.0889564,0.065406554,.\resultss\10055_1989-7-31_2009.jpg
53,36,0.300607287,0.187406297,0.146455224,0.256462585,0.249188312,0.251465239,0.207677408,0.357721847,0.248346024,0.243887337,0.132354669,0.100381061,0.108941278,0.119528142,0.12170592,.\resultss\10056_1965-3-14_2001.jpg
54,53,0.363157895,0.415517241,0.274661509,0.445436508,0.478557505,0.210105428,0.335533679,0.224735033,0.266474559,0.252374274,0.13686826,0.191565557,0.125155909,0.170101518,0.169823397,.\resultss\10057_1957-3-4_2010.jpg
55,38,0.472222222,0.130952381,0.200192308,0.334285714,0.395268474,0.251791506,0.203303269,0.214011154,0.268524984,0.293609229,0.165775784,0.102909256,0.106015364,0.147519651,0.169935561,.\resultss\10058_1964-0-0_2002.jpg
56,8,0.136111111,0.255050505,0.244881245,0.14389234,0.125414889,0.201337282,0.197709301,0.270310474,0.215319927,0.203651763,0.104523662,0.117030412,0.12753995,0.099491443,0.095269182,.\resultss\10059_1988-8-16_1996.jpg
57,30,0.529824561,0.456390977,0.716037326,0.106471306,0.03778526,0.350224769,0.331590284,0.639777611,0.252731536,0.217966978,0.224352155,0.195910952,0.477585219,0.081102301,0.060409813,.\resultss\1005_1981-07-14_2011.jpg
58,54,0.292391148,0.601010101,0.12195122,0.402731014,0.182051282,0.408734207,0.363398463,0.251228152,0.311665702,0.23210617,0.36090212,0.257582523,0.088053921,0.17648396,0.106385208,.\resultss\10060_1961-10-30_2015.jpg
59,53,0.659722222,0.702898551,0.070987654,0.402748164,0.486666667,0.667949628,0.611078841,0.212659532,0.593130532,0.552878131,0.471003688,0.456840527,0.080252184,0.289963203,0.314872271,.\resultss\10061_1961-10-30_2014.jpg
60,36,0.09486166,0.283602151,0.371681416,0.25386064,0.215830649,0.233870729,0.279375436,0.376836327,0.240170742,0.234424253,0.079927197,0.136138442,0.19359259,0.120255817,0.116473294,.\resultss\10062_1969-8-27_2005.jpg
61,9,0.019607843,0.092292089,0.38613396,0.0997543,0.052205882,0.171198476,0.278388522,0.231072752,0.24125062,0.232179824,0.064487954,0.077940679,0.146139842,0.083433594,0.07190956,.\resultss\10063_1987-7-24_1996.jpg
62,40,0.375757576,0.222402597,0.128084416,0.139285714,0.257853937,0.325039122,0.240209599,0.238032133,0.211392725,0.290305066,0.176860788,0.11412939,0.096124994,0.098938282,0.13669746,.\resultss\10064_1973-7-3_2013.jpg
63,41,0.130494505,0.653571429,0.534126984,0.209552239,0.664548495,0.239376657,0.274246405,0.287209524,0.230113447,0.277399739,0.096080558,0.213811398,0.194346359,0.110539799,0.21792669,.\resultss\10065_1973-7-3_2014.jpg
64,38,0.229032258,0.005190311,0.053240741,0.308656483,0.017293233,0.258793262,0.169212264,0.187689606,0.263577416,0.183339563,0.118949533,0.055817982,0.077734592,0.139849123,0.059087835,.\resultss\10066_1973-7-3_2011.jpg
65,38,0.036956522,0.005921053,0.050058548,0.00122549,0.040178571,0.225890929,0.176541155,0.187273302,0.15774263,0.168973995,0.048550885,0.046802798,0.071912635,0.058128274,0.074396262,.\resultss\10068_1973-7-3_2011.jpg
66,44,0.646464646,0.149184149,0.356505102,0.414811066,0.019379845,0.37146434,0.222163933,0.455638433,0.357166456,0.175048012,0.276260145,0.083917761,0.209947875,0.190232659,0.062343287,.\resultss\10069_1966-1-20_2010.jpg
67,49,0.320559028,0.382056452,0.071042594,0.50521542,0.135902637,0.559965607,0.31411175,0.200390812,0.329398063,0.287177973,0.511762302,0.174193831,0.08005388,0.209784969,0.099413039,.\resultss\1006_1964-02-21_2013.jpg
68,49,0.390432099,0.159754224,0.094971118,0.358313817,0.171412137,0.299421632,0.326040426,0.212334154,0.279090976,0.249633772,0.169249843,0.106904117,0.083461967,0.15016173,0.101774362,.\resultss\10071_1966-1-20_2015.jpg
69,68,0.209195402,0.524705882,0.236842105,0.379166667,0.472565158,0.212745231,0.322187985,0.272597891,0.278374732,0.319886848,0.094212915,0.207013648,0.122436024,0.157667572,0.188418186,.\resultss\10072_1942-3-29_2010.jpg
70,64,0.403292181,0.37917088,0.005894489,0.298461538,0.171597633,0.253882341,0.335978131,0.21552442,0.317484403,0.256285052,0.154710855,0.170238644,0.030421145,0.147959249,0.097673492,.\resultss\10073_1946-6-3_2010.jpg
71,29,0.217171717,0.36199095,0.302407407,0.049350649,0.44983165,0.212124874,0.327041498,0.261383696,0.20267844,0.342587795,0.114482323,0.174074236,0.135067189,0.066394851,0.202195863,.\resultss\10074_1981-3-24_2010.jpg
72,57,0.626315789,0.415364583,0.154239766,0.405574913,0.178321678,0.271905257,0.302328617,0.232441169,0.339254385,0.218212773,0.208217783,0.173866691,0.09645408,0.188683161,0.110813421,.\resultss\10075_1956-5-8_2013.jpg
73,73,0.230555556,0.46372549,0.48549323,0.123383085,0.099571078,0.26379598,0.341130866,0.270265885,0.231186899,0.219723949,0.122214368,0.207943681,0.177454848,0.086800549,0.083622869,.\resultss\10076_1937-8-6_2010.jpg
74,73,0.158333333,0.166422287,0.160364146,0.129853322,0.036492375,0.211708402,0.348450552,0.210772914,0.245477869,0.20409713,0.107345554,0.109591766,0.095382576,0.093304723,0.046703665,.\resultss\10077_1937-8-6_2010.jpg
75,53,0.594017094,0.508301405,0.051809955,0.051282051,0.015873016,0.453740014,0.364912216,0.374944092,0.196262496,0.189041427,0.307230623,0.221986044,0.04700675,0.05813617,0.052235836,.\resultss\1007_1960-09-15_2013.jpg
76,36,0.449074074,0.650623886,0.030159058,0.333126036,0.151280323,0.243366443,0.523048748,0.278073281,0.324212045,0.511916411,0.154396196,0.364580464,0.0584227,0.16081462,0.122101217,.\resultss\10080_1977-12-17_2013.jpg
77,36,0.342948718,0.348345588,0.108530662,0.149787234,0.087223587,0.356851665,0.311214681,0.220300788,0.238564137,0.212569011,0.178406247,0.162799259,0.084090966,0.097199658,0.084089987,.\resultss\10082_1977-12-17_2013.jpg
78,38,0.512931034,0.386675824,0.02173913,0.241834307,0.163157895,0.282027802,0.344389249,0.199732097,0.306650702,0.22269529,0.18195534,0.183032197,0.042429174,0.133057144,0.086674942,.\resultss\10083_1973-2-2_2011.jpg
79,29,0.375714286,0.193223443,0.000882145,0.129032258,0.085333333,0.334451223,0.252172517,0.180038694,0.304607011,0.208701493,0.176265969,0.101089448,0.031971797,0.095217642,0.066926326,.\resultss\10084_1973-2-2_2002.jpg
80,42,0.555555556,0.59018759,0.004323899,0.158617424,0.182346109,0.374977768,0.380042088,0.23614976,0.3487044,0.298729583,0.251507473,0.262182082,0.035817186,0.108601125,0.104423399,.\resultss\10085_1973-2-2_2015.jpg
81,28,0.372222222,0.155597723,0.006092818,0.025496511,0.02914159,0.370546796,0.273116667,0.257877338,0.214916736,0.266659659,0.189928062,0.092663525,0.040141971,0.047223942,0.039767087,.\resultss\10086_1984-11-28_2012.jpg
82,48,0.393772894,0.192007797,0.332706546,0.472333333,0.166504065,0.280619074,0.308386935,0.243352193,0.272631204,0.225616537,0.147393294,0.122733567,0.139554022,0.174086308,0.102040385,.\resultss\10087_1957-2-19_2005.jpg
83,51,0.702941176,0.399069767,0.138542449,0.340705882,0.469747899,0.402595751,0.523934683,0.249713227,0.345250572,0.472992595,0.308088421,0.255026795,0.089507338,0.166345389,0.264817549,.\resultss\10088_1957-2-19_2008.jpg
84,37,0.466666667,0.322580645,0.006555804,0.129610116,0.083458271,0.265217039,0.285644732,0.32481404,0.223297646,0.191944219,0.173596737,0.147558561,0.04246172,0.090246632,0.080376709,.\resultss\10089_1976-7-17_2013.jpg
85,46,0.307692308,0.574193548,0.082041588,0.254821235,0.189599632,0.199729447,0.281293648,0.202083532,0.276664782,0.250956549,0.128671214,0.204661027,0.084368811,0.128609677,0.110051012,.\resultss\1008_1968-06-06_2014.jpg
86,53,0.209150327,0.304545455,0.007432432,0.183506944,0.073251029,0.219804071,0.250531458,0.237841385,0.331210226,0.205953597,0.108045545,0.135996941,0.044408465,0.118963343,0.078822103,.\resultss\10090_1961-3-29_2014.jpg
87,53,0.678733032,0.657467532,0.058333333,0.280455508,0.165178571,0.346442998,0.285241043,0.220216443,0.271511317,0.234393342,0.268954872,0.220384596,0.063980725,0.128271445,0.099436145,.\resultss\10091_1961-3-29_2014.jpg
88,53,0.573529412,0.526679842,0.069306931,0.417348609,0.369186047,0.376662861,0.389472209,0.226107391,0.305402477,0.273037305,0.254729416,0.247957008,0.082068025,0.17872923,0.154570762,.\resultss\10094_1961-3-29_2014.jpg
89,50,0.191798942,0.136876006,0.029189353,0.097742127,0.225178456,0.31072355,0.310308423,0.184907897,0.242536173,0.240010091,0.11712794,0.095305621,0.06513131,0.083896013,0.115426281,.\resultss\10095_1961-3-29_2011.jpg
90,25,0.458333333,0.459079284,0.17397454,0.308644806,0.130252101,0.222415852,0.2485766,0.240371431,0.264577649,0.203805259,0.160222672,0.163128099,0.107707372,0.140843171,0.097474575,.\resultss\10096_1962-6-23_1987.jpg
91,44,0.0625,0.400560224,0.053929766,0.091917293,0.296170213,0.185469655,0.432374888,0.208958647,0.227292935,0.272912409,0.082053783,0.219388938,0.074764816,0.080849807,0.141844673,.\resultss\10097_1918-5-15_1962.jpg
92,73,0.415384615,0.492207792,0.059925789,0.356997283,0.337774295,0.320746766,0.375398923,0.200390897,0.326285428,0.331760776,0.180552676,0.229700715,0.072899344,0.169566773,0.160755366,.\resultss\10098_1940-1-0_2013.jpg
93,26,0.264423077,0.423553719,0.13181183,0.1,0.164598842,0.431340894,0.361738375,0.269975227,0.25384839,0.220935001,0.162078954,0.205466064,0.097269663,0.067765146,0.104777535,.\resultss\10099_1968-6-4_1994.jpg
94,44,0.626566416,0.523310023,0.093274693,0.264550265,0.313089623,0.313517233,0.357477154,0.198428266,0.263242977,0.271633512,0.2288597,0.224665258,0.080521338,0.127752648,0.144301875,.\resultss\1009_1966-02-11_2010.jpg
95,35,0.438888889,0.284050179,0.36013986,0.117492492,0.13487395,0.335682013,0.222872142,0.26990287,0.213349228,0.193552349,0.195769048,0.125446615,0.151241774,0.091436589,0.096935449,.\resultss\100_1971-03-19_2006.jpg
96,26,0.04743083,0.20596206,0.009856631,0.23361014,0.072599532,0.188725763,0.518007084,0.180214676,0.238975257,0.260770389,0.077066358,0.147912175,0.050656276,0.115217532,0.065410668,.\resultss\10100_1980-1-20_2006.jpg
97,49,0.068181818,0.217142857,0.169345999,0.087092732,0.095789474,0.179502053,0.242664799,0.284564466,0.200939672,0.204669538,0.080930695,0.113001312,0.114200097,0.083375738,0.086709424,.\resultss\10101_1962-3-9_2011.jpg
98,46,0.521212121,0.379084967,0.061042184,0.24368864,0.3138833,0.302235516,0.238023456,0.197694302,0.271950789,0.286796919,0.203485064,0.143291452,0.075119552,0.124015099,0.143415799,.\resultss\10102_1965-0-0_2011.jpg
99,28,0.725806452,0.062222222,0.011318408,0.138474295,0.020989975,0.41380287,0.220800216,0.288058812,0.351474015,0.234455826,0.326532732,0.082166625,0.028538736,0.09561578,0.055209361,.\resultss\10104_1987-9-7_2015.jpg
100,28,0.669354839,0.102272727,0.006818182,0.085881141,0.049202128,0.506776576,0.238399363,0.214632011,0.550563491,0.22722621,0.368439566,0.08820332,0.03344265,0.090277773,0.061988768,.\resultss\10105_1987-9-7_2015.jpg
101,24,0.375,0.280296022,0.003281378,0.38451961,0.026515152,0.178119909,0.242357547,0.201877903,0.307668265,0.199733849,0.145298229,0.123666993,0.045779871,0.165091799,0.050190612,.\resultss\10106_1987-9-7_2011.jpg
102,28,0.623626374,0.118487395,0.002893695,0.122190648,0.030207135,0.366231974,0.272302741,0.262441322,0.39706517,0.221071666,0.263442897,0.103630975,0.02363523,0.087504306,0.046733356,.\resultss\10107_1987-9-7_2015.jpg
103,24,0.177133655,0.091269841,0.006605691,0.032828283,0.018028846,0.391172712,0.493643514,0.253348796,0.207976974,0.25286743,0.119121825,0.107018848,0.038003204,0.059634694,0.049829531,.\resultss\10108_1987-9-7_2011.jpg
104,16,0.200956938,0.121185702,0.000910747,0.015691489,0.005913978,0.251630952,0.266674673,0.197563631,0.175399693,0.206693377,0.116949897,0.09103465,0.025279024,0.063085239,0.03849658,.\resultss\10109_1987-9-7_2003.jpg
105,92,0.363970588,0.276645768,0.055245536,0.360588235,0.332844575,0.31282651,0.280269998,0.193528121,0.291146036,0.316095077,0.166396258,0.132301232,0.07613894,0.156224353,0.159896939,.\resultss\1010_1914-10-27_2006.jpg
106,21,0.33409611,0.330882353,0.010357815,0.108098592,0.032407407,0.3363382,0.408601308,0.201699041,0.22108269,0.201306073,0.16705332,0.179370992,0.04716374,0.083573062,0.06412519,.\resultss\10110_1991-11-15_2012.jpg
107,23,0.374117647,0.398611111,0.085457271,0.198154444,0.186781609,0.252408434,0.405237358,0.202300705,0.22374808,0.209809124,0.152662248,0.206073216,0.081839486,0.107890615,0.104271315,.\resultss\10111_1991-11-15_2014.jpg
108,23,0.28,0.170535714,0.003927596,0.166666667,0.043583535,0.254575387,0.293861986,0.181257949,0.227195915,0.181369574,0.132034028,0.11572742,0.047641014,0.100912787,0.075194353,.\resultss\10112_1991-11-15_2014.jpg
109,23,0.144444444,0.358108108,0.178005991,0.182142857,0.054545455,0.352105646,0.230678367,0.231897536,0.263318975,0.232085963,0.090596485,0.137633211,0.091156778,0.096112757,0.067967701,.\resultss\10113_1991-11-15_2014.jpg
110,20,0.19047619,0.699047619,0.021921464,0.109291245,0.252695418,0.256898001,0.39779247,0.225663152,0.216938611,0.331609853,0.119945155,0.305393595,0.054986027,0.08445935,0.142470567,.\resultss\10114_1991-11-15_2011.jpg
111,19,0.292410714,0.475641026,0.033481523,0.005128205,0.035526316,0.266925973,0.366394716,0.333806026,0.180582094,0.209993,0.128576498,0.218539414,0.047003699,0.048154469,0.063203537,.\resultss\10115_1991-11-15_2010.jpg
112,24,0.463529412,0.326739927,0.026704015,0.16627543,0.053268765,0.35618551,0.442448332,0.198590327,0.226021218,0.181024049,0.212187502,0.193941597,0.062643122,0.093569196,0.069295367,.\resultss\10116_1991-11-15_2015.jpg
113,23,0.182142857,0.168896321,0.018181818,0.219187063,0.097607656,0.182623633,0.295897202,0.201785634,0.253288927,0.194176795,0.096953914,0.100610481,0.047044822,0.116543354,0.074811639,.\resultss\10117_1991-11-15_2014.jpg
114,18,0.186666667,0.211469534,0.407189721,0.029933481,0.090842491,0.25788617,0.464402461,0.244639168,0.210732274,0.218227615,0.097272078,0.151336503,0.154336069,0.06799466,0.079168529,.\resultss\10118_1991-11-15_2009.jpg
115,46,0.265077139,0.250712251,0.717511371,0.764705882,0.729247104,0.313002101,0.283122042,0.373697354,0.38223058,0.395018962,0.139118099,0.123951616,0.294511217,0.314941887,0.314572814,.\resultss\10119_1969-7-25_2015.jpg
116,29,0.608163265,0.360042735,0.031484962,0.066836735,0.011428571,0.439063954,0.437431506,0.546192981,0.219860919,0.189033651,0.302075847,0.210174878,0.05737721,0.065557851,0.054678989,.\resultss\1011_1985-05-07_2014.jpg
