,Age,F1,F10,F11,F12,F2,F3,F4,F5,F6,F7,F8,F9,path
21,15,0.63,0.29,0.08,0.08,0.26,0.45,0.07,0.21,0.44,0.29,0.73,0.44,./results/011A15.JPG
22,7,0.61,0.26,0.06,0.06,0.26,0.43,0.06,0.2,0.4,0.26,0.58,0.32,./results/012A07.JPG
23,26,0.6,0.27,0.08,0.08,0.25,0.43,0.06,0.18,0.39,0.27,0.71,0.44,./results/012A26.JPG
24,0,0.6,0.25,0.07,0.07,0.25,0.43,0.07,0.16,0.29,0.25,0.54,0.3,./results/013A00.JPG
25,16,0.59,0.29,0.09,0.09,0.26,0.43,0.06,0.21,0.37,0.29,0.68,0.38,./results/013A16.JPG
26,18,0.63,0.3,0.08,0.08,0.27,0.46,0.07,0.19,0.35,0.3,0.62,0.32,./results/013A18.JPG
27,19,0.62,0.28,0.07,0.07,0.27,0.45,0.07,0.2,0.37,0.28,0.59,0.31,./results/013A19.JPG
28,21,0.58,0.33,0.11,0.11,0.25,0.42,0.06,0.18,0.32,0.33,0.78,0.45,./results/013A21.JPG
29,30,0.59,0.26,0.07,0.07,0.25,0.43,0.06,0.22,0.42,0.26,0.62,0.37,./results/013A30.JPG
30,18,0.61,0.27,0.07,0.07,0.26,0.44,0.07,0.18,0.35,0.27,0.58,0.32,./results/014A18.JPG
31,40,0.62,0.27,0.06,0.06,0.26,0.45,0.07,0.2,0.41,0.27,0.61,0.34,./results/014A40.JPG
32,12,0.64,0.28,0.08,0.08,0.27,0.46,0.07,0.19,0.34,0.28,0.66,0.38,./results/015A12.JPG
33,15,0.63,0.26,0.06,0.06,0.27,0.46,0.07,0.2,0.39,0.26,0.61,0.35,./results/015A15.JPG
34,17,0.63,0.28,0.06,0.06,0.26,0.45,0.07,0.2,0.38,0.28,0.62,0.34,./results/015A17.JPG
35,3,0.61,0.25,0.05,0.05,0.25,0.44,0.07,0.2,0.4,0.25,0.52,0.27,./results/016A03.JPG
36,5,0.6,0.25,0.07,0.07,0.25,0.43,0.06,0.19,0.35,0.25,0.53,0.29,./results/017A05.JPG
37,12,0.61,0.27,0.08,0.08,0.25,0.44,0.06,0.18,0.31,0.27,0.59,0.31,./results/017A12.JPG
38,29,0.6,0.26,0.08,0.08,0.26,0.44,0.06,0.19,0.34,0.26,0.61,0.35,./results/017A29.JPG
39,32,0.59,0.27,0.09,0.09,0.25,0.42,0.06,0.19,0.34,0.27,0.69,0.42,./results/017A32.JPG
40,6,0.63,0.24,0.07,0.07,0.26,0.45,0.06,0.2,0.41,0.24,0.54,0.3,./results/018A06.JPG
41,0,0.6,0.22,0.08,0.08,0.25,0.42,0.07,0.16,0.3,0.22,0.55,0.33,./results/019A00.JPG
42,12,0.61,0.27,0.08,0.08,0.26,0.44,0.06,0.2,0.34,0.27,0.57,0.3,./results/019A12.JPG
43,22,0.61,0.24,0.05,0.05,0.25,0.44,0.06,0.21,0.47,0.24,0.63,0.4,./results/020A22.JPG
44,26,0.59,0.25,0.07,0.07,0.25,0.42,0.06,0.19,0.36,0.25,0.56,0.32,./results/020A26.JPG
45,3,0.6,0.26,0.09,0.09,0.25,0.42,0.07,0.17,0.29,0.26,0.61,0.35,./results/021A03.JPG
46,11,0.64,0.25,0.08,0.08,0.27,0.46,0.07,0.19,0.37,0.25,0.61,0.35,./results/022A11.JPG
47,9,0.6,0.26,0.09,0.09,0.24,0.43,0.07,0.16,0.3,0.26,0.61,0.35,./results/023A09.JPG
48,21,0.61,0.29,0.08,0.08,0.26,0.44,0.06,0.21,0.36,0.29,0.64,0.34,./results/023A21.JPG
49,0,0.55,0.26,0.07,0.07,0.24,0.4,0.06,0.18,0.32,0.26,0.62,0.36,./results/024A00.JPG
50,10,0.6,0.25,0.08,0.08,0.25,0.43,0.06,0.18,0.37,0.25,0.62,0.36,./results/024A10.JPG
51,30,0.59,0.28,0.1,0.1,0.26,0.43,0.06,0.19,0.38,0.28,0.71,0.44,./results/024A30.JPG
52,18,0.6,0.27,0.05,0.05,0.25,0.44,0.06,0.23,0.43,0.27,0.61,0.34,./results/025A18.JPG
53,18,0.64,0.28,0.08,0.08,0.27,0.46,0.07,0.18,0.37,0.28,0.64,0.36,./results/026A18.JPG
54,25,0.61,0.26,0.06,0.06,0.26,0.44,0.06,0.21,0.4,0.26,0.59,0.33,./results/027A25.JPG
55,14,0.6,0.26,0.09,0.09,0.26,0.44,0.06,0.18,0.33,0.26,0.61,0.35,./results/028A14.JPG
56,46,0.61,0.29,0.09,0.09,0.26,0.44,0.07,0.18,0.36,0.29,0.65,0.37,./results/028A46.JPG
57,16,0.61,0.31,0.07,0.07,0.25,0.44,0.06,0.22,0.4,0.31,0.68,0.38,./results/029A16.JPG
58,33,0.61,0.29,0.08,0.08,0.27,0.45,0.06,0.22,0.4,0.29,0.67,0.39,./results/029A33.JPG
59,5,0.63,0.27,0.06,0.06,0.27,0.45,0.07,0.2,0.42,0.27,0.63,0.36,./results/030A05.JPG
60,3,0.59,0.23,0.07,0.07,0.24,0.42,0.07,0.17,0.33,0.23,0.55,0.32,./results/031A03.JPG
61,15,0.59,0.28,0.09,0.09,0.25,0.42,0.06,0.18,0.32,0.28,0.69,0.4,./results/031A15.JPG
62,28,0.61,0.29,0.06,0.06,0.26,0.44,0.06,0.2,0.46,0.29,0.72,0.43,./results/032A28.JPG
63,10,0.63,0.27,0.08,0.08,0.27,0.46,0.07,0.18,0.39,0.27,0.65,0.37,./results/033A10.JPG
64,39,0.6,0.26,0.08,0.08,0.26,0.44,0.06,0.21,0.42,0.26,0.66,0.4,./results/033A39.JPG
65,18,0.63,0.27,0.07,0.07,0.26,0.46,0.07,0.19,0.33,0.27,0.57,0.3,./results/034A18.JPG
66,21,0.62,0.27,0.06,0.06,0.27,0.45,0.07,0.2,0.36,0.27,0.58,0.31,./results/034A21.JPG
67,9,0.62,0.25,0.07,0.07,0.26,0.44,0.07,0.18,0.35,0.25,0.56,0.31,./results/035A09.JPG
68,12,0.61,0.27,0.08,0.08,0.26,0.44,0.07,0.18,0.34,0.27,0.57,0.31,./results/035A12.JPG
69,10,0.62,0.22,0.07,0.07,0.25,0.44,0.07,0.17,0.32,0.22,0.48,0.26,./results/038A10.JPG
70,13,0.62,0.24,0.07,0.07,0.25,0.44,0.07,0.19,0.35,0.24,0.55,0.31,./results/038A13.JPG
71,17,0.61,0.28,0.07,0.07,0.26,0.44,0.06,0.22,0.39,0.28,0.63,0.35,./results/038A17.JPG
72,11,0.6,0.28,0.08,0.08,0.25,0.44,0.06,0.17,0.35,0.28,0.63,0.36,./results/039A11.JPG
73,0,0.59,0.27,0.08,0.08,0.25,0.42,0.07,0.16,0.32,0.27,0.64,0.37,./results/040A00.JPG
74,3,0.58,0.21,0.07,0.07,0.24,0.41,0.07,0.15,0.28,0.21,0.49,0.27,./results/040A03b.JPG
75,9,0.59,0.24,0.08,0.08,0.25,0.43,0.06,0.21,0.39,0.24,0.58,0.34,./results/040A09.JPG
76,14,0.59,0.25,0.06,0.06,0.25,0.43,0.06,0.22,0.4,0.25,0.58,0.33,./results/040A14.JPG
77,6,0.63,0.23,0.06,0.06,0.26,0.45,0.07,0.19,0.36,0.23,0.5,0.28,./results/041A06.JPG
78,10,0.61,0.28,0.06,0.06,0.25,0.44,0.07,0.2,0.42,0.28,0.62,0.35,./results/042A10.JPG
79,4,0.6,0.23,0.05,0.05,0.25,0.42,0.07,0.19,0.38,0.23,0.52,0.28,./results/043A04.JPG
80,3,0.62,0.23,0.07,0.07,0.26,0.44,0.07,0.19,0.31,0.23,0.47,0.25,./results/044A03.JPG
81,18,0.62,0.28,0.07,0.07,0.26,0.45,0.07,0.21,0.35,0.28,0.61,0.33,./results/045A18.JPG
82,8,0.6,0.23,0.07,0.07,0.25,0.43,0.07,0.18,0.35,0.23,0.56,0.33,./results/046A08.JPG
83,10,0.62,0.25,0.06,0.06,0.26,0.45,0.07,0.19,0.37,0.25,0.55,0.3,./results/046A10.JPG
84,16,0.62,0.25,0.06,0.06,0.27,0.45,0.07,0.2,0.39,0.25,0.56,0.31,./results/046A16.JPG
85,49,0.6,0.27,0.07,0.07,0.26,0.44,0.06,0.19,0.38,0.27,0.64,0.37,./results/048A49.JPG
86,3,0.64,0.24,0.06,0.06,0.27,0.46,0.07,0.18,0.34,0.24,0.51,0.27,./results/050A03.JPG
87,6,0.6,0.25,0.07,0.07,0.25,0.43,0.06,0.18,0.34,0.25,0.59,0.33,./results/050A06.JPG
88,16,0.69,0.31,0.08,0.08,0.29,0.5,0.08,0.22,0.4,0.31,0.6,0.29,./results/050A16.JPG
89,2,0.62,0.25,0.06,0.06,0.26,0.45,0.06,0.2,0.41,0.25,0.59,0.34,./results/051A02.JPG
90,5,0.61,0.25,0.08,0.08,0.25,0.44,0.07,0.17,0.33,0.25,0.58,0.33,./results/051A05.JPG
91,7,0.62,0.26,0.07,0.07,0.25,0.44,0.07,0.18,0.37,0.26,0.58,0.33,./results/052A07.JPG
92,4,0.59,0.25,0.08,0.08,0.24,0.42,0.07,0.15,0.28,0.25,0.57,0.32,./results/053A04.JPG
93,6,0.59,0.24,0.07,0.07,0.24,0.42,0.07,0.16,0.34,0.24,0.55,0.31,./results/053A06.JPG
94,10,0.61,0.26,0.07,0.07,0.25,0.44,0.07,0.17,0.32,0.26,0.56,0.3,./results/053A10.JPG
95,13,0.58,0.26,0.08,0.08,0.23,0.41,0.06,0.18,0.33,0.26,0.61,0.36,./results/053A13.JPG
96,6,0.62,0.27,0.1,0.1,0.25,0.45,0.07,0.16,0.33,0.27,0.65,0.38,./results/054A06.JPG
97,16,0.61,0.28,0.08,0.08,0.26,0.44,0.06,0.2,0.41,0.28,0.68,0.4,./results/054A16.JPG
98,22,0.62,0.29,0.09,0.09,0.26,0.45,0.07,0.19,0.34,0.29,0.62,0.33,./results/055A22.JPG
99,23,0.61,0.25,0.07,0.07,0.26,0.44,0.07,0.19,0.36,0.25,0.54,0.28,./results/055A23.JPG
100,15,0.61,0.25,0.06,0.06,0.26,0.44,0.06,0.21,0.43,0.25,0.6,0.35,./results/056A15.JPG
101,16,0.6,0.28,0.09,0.09,0.25,0.43,0.06,0.2,0.36,0.28,0.65,0.37,./results/057A16.JPG
102,23,0.63,0.29,0.08,0.08,0.26,0.46,0.07,0.19,0.34,0.29,0.6,0.31,./results/057A23.JPG
103,0,0.59,0.25,0.1,0.1,0.24,0.42,0.06,0.16,0.32,0.25,0.69,0.44,./results/058A00.JPG
104,2,0.62,0.25,0.08,0.08,0.25,0.44,0.07,0.19,0.32,0.25,0.55,0.3,./results/058A02.JPG
105,3,0.64,0.25,0.07,0.07,0.26,0.45,0.07,0.19,0.38,0.25,0.56,0.31,./results/058A03.JPG
106,13,0.61,0.26,0.07,0.07,0.26,0.44,0.06,0.19,0.37,0.26,0.58,0.32,./results/058A13.JPG
107,6,0.63,0.23,0.06,0.06,0.26,0.45,0.07,0.19,0.35,0.23,0.51,0.28,./results/060A06.JPG
108,8,0.64,0.27,0.07,0.07,0.27,0.46,0.07,0.19,0.45,0.27,0.67,0.4,./results/060A08.JPG
109,12,0.64,0.25,0.06,0.06,0.27,0.46,0.07,0.2,0.43,0.25,0.57,0.32,./results/060A12.JPG
110,20,0.61,0.26,0.06,0.06,0.27,0.44,0.06,0.22,0.45,0.26,0.64,0.39,./results/060A20.JPG
111,17,0.63,0.24,0.07,0.07,0.27,0.46,0.07,0.19,0.41,0.24,0.61,0.37,./results/061A17.JPG
112,3,0.61,0.24,0.08,0.08,0.25,0.44,0.07,0.17,0.31,0.24,0.51,0.28,./results/062A03.JPG
113,54,0.61,0.27,0.08,0.08,0.26,0.44,0.06,0.18,0.37,0.27,0.67,0.41,./results/062A54.JPG
114,25,0.59,0.27,0.09,0.09,0.25,0.42,0.07,0.18,0.33,0.27,0.62,0.34,./results/063A25.JPG
115,6,0.63,0.29,0.08,0.08,0.26,0.45,0.07,0.18,0.39,0.29,0.69,0.4,./results/065A06a.JPG
116,7,0.66,0.25,0.05,0.05,0.27,0.47,0.07,0.21,0.47,0.25,0.58,0.32,./results/065A07b.JPG
117,2,0.63,0.29,0.1,0.1,0.25,0.44,0.07,0.16,0.3,0.29,0.7,0.4,./results/066A02a.JPG
118,6,0.63,0.26,0.07,0.07,0.25,0.45,0.07,0.18,0.39,0.26,0.59,0.33,./results/066A06a.JPG
119,10,0.61,0.3,0.08,0.08,0.25,0.44,0.07,0.2,0.39,0.3,0.66,0.36,./results/066A10.JPG
120,30,0.64,0.28,0.04,0.04,0.27,0.46,0.07,0.22,0.52,0.28,0.67,0.39,./results/067A30.JPG
121,0,0.62,0.22,0.06,0.06,0.26,0.44,0.07,0.19,0.38,0.22,0.48,0.26,./results/068A00.JPG
122,10,0.66,0.26,0.07,0.07,0.27,0.47,0.08,0.19,0.38,0.26,0.53,0.27,./results/068A10b.JPG
123,14,0.63,0.28,0.06,0.06,0.27,0.46,0.07,0.21,0.42,0.28,0.57,0.29,./results/068A14.JPG
124,7,0.61,0.24,0.08,0.08,0.25,0.43,0.07,0.17,0.35,0.24,0.58,0.34,./results/069A07.JPG
125,11,0.6,0.29,0.08,0.08,0.25,0.43,0.07,0.19,0.35,0.29,0.65,0.36,./results/069A11.JPG
126,8,0.66,0.25,0.05,0.05,0.27,0.47,0.07,0.19,0.38,0.25,0.52,0.26,./results/070A08.JPG
127,10,0.61,0.3,0.09,0.09,0.26,0.44,0.06,0.2,0.36,0.3,0.74,0.44,./results/071A10.JPG
128,42,0.6,0.25,0.07,0.07,0.26,0.44,0.06,0.19,0.34,0.25,0.55,0.3,./results/071A42.JPG
129,13,0.59,0.31,0.07,0.07,0.25,0.43,0.07,0.18,0.31,0.31,0.61,0.31,./results/072A13.JPG
130,14,0.62,0.29,0.07,0.07,0.26,0.44,0.07,0.19,0.36,0.29,0.6,0.3,./results/072A14.JPG
131,19,0.62,0.32,0.08,0.08,0.25,0.44,0.07,0.18,0.34,0.32,0.68,0.36,./results/072A19.JPG
132,27,0.61,0.25,0.06,0.06,0.26,0.44,0.07,0.19,0.4,0.25,0.57,0.32,./results/072A27.JPG
133,1,0.63,0.23,0.07,0.07,0.26,0.45,0.07,0.18,0.33,0.23,0.51,0.28,./results/073A01.JPG
134,4,0.64,0.25,0.07,0.07,0.26,0.45,0.07,0.17,0.35,0.25,0.57,0.32,./results/073A04.JPG
135,5,0.64,0.25,0.08,0.08,0.26,0.46,0.07,0.17,0.31,0.25,0.55,0.29,./results/073A05.JPG
136,0,0.59,0.2,0.06,0.06,0.25,0.42,0.06,0.18,0.33,0.2,0.5,0.31,./results/074A00.JPG
137,2,0.64,0.21,0.06,0.06,0.26,0.45,0.07,0.18,0.37,0.21,0.5,0.29,./results/074A02.JPG
138,8,0.64,0.24,0.08,0.08,0.26,0.45,0.07,0.16,0.31,0.24,0.54,0.3,./results/074A08.JPG
139,11,0.64,0.25,0.06,0.06,0.27,0.46,0.07,0.19,0.36,0.25,0.54,0.29,./results/074A11.JPG
140,2,0.62,0.22,0.07,0.07,0.25,0.44,0.07,0.16,0.3,0.22,0.51,0.3,./results/075A02.JPG
141,9,0.65,0.27,0.04,0.04,0.27,0.47,0.06,0.23,0.48,0.27,0.56,0.29,./results/076A09.JPG
142,12,0.64,0.27,0.07,0.07,0.26,0.46,0.07,0.18,0.35,0.27,0.58,0.32,./results/076A12.JPG
143,14,0.67,0.27,0.05,0.05,0.27,0.48,0.07,0.22,0.46,0.27,0.64,0.37,./results/076A14.JPG
144,16,0.68,0.3,0.05,0.05,0.28,0.49,0.07,0.21,0.43,0.3,0.66,0.36,./results/076A16.JPG
145,8,0.62,0.26,0.04,0.04,0.26,0.44,0.07,0.2,0.44,0.26,0.57,0.31,./results/077A08.JPG
146,14,0.62,0.25,0.06,0.06,0.27,0.45,0.06,0.2,0.43,0.25,0.58,0.33,./results/077A14.JPG
147,0,0.62,0.22,0.07,0.07,0.25,0.44,0.07,0.16,0.32,0.22,0.51,0.29,./results/079A00.JPG
148,3,0.64,0.28,0.08,0.08,0.27,0.45,0.07,0.2,0.4,0.28,0.63,0.36,./results/079A03.JPG
149,6,0.61,0.28,0.08,0.08,0.25,0.44,0.07,0.18,0.37,0.28,0.64,0.36,./results/079A06.JPG
150,9,0.67,0.31,0.08,0.08,0.28,0.48,0.07,0.19,0.37,0.31,0.66,0.34,./results/079A09.JPG
151,11,0.68,0.29,0.08,0.08,0.28,0.49,0.08,0.2,0.37,0.29,0.59,0.3,./results/079A11.JPG
152,0,0.6,0.28,0.1,0.1,0.25,0.44,0.07,0.2,0.33,0.28,0.69,0.4,./results/080A00.JPG
153,1,0.59,0.23,0.06,0.06,0.24,0.42,0.07,0.16,0.37,0.23,0.55,0.33,./results/080A01.JPG
154,2,0.59,0.22,0.06,0.06,0.24,0.42,0.06,0.17,0.38,0.22,0.54,0.32,./results/080A02.JPG
155,5,0.64,0.29,0.08,0.08,0.26,0.45,0.07,0.17,0.35,0.29,0.66,0.38,./results/080A05.JPG
156,9,0.63,0.26,0.05,0.05,0.26,0.45,0.06,0.19,0.46,0.26,0.6,0.34,./results/080A09.JPG
157,14,0.6,0.27,0.08,0.08,0.24,0.43,0.06,0.17,0.36,0.27,0.66,0.39,./results/080A14.JPG
158,6,0.6,0.24,0.07,0.07,0.24,0.43,0.07,0.17,0.33,0.24,0.6,0.36,./results/081A06.JPG
159,8,0.64,0.27,0.08,0.08,0.26,0.46,0.07,0.18,0.34,0.27,0.63,0.35,./results/081A08.JPG
160,10,0.63,0.27,0.07,0.07,0.26,0.45,0.07,0.19,0.39,0.27,0.64,0.37,./results/081A10.JPG
161,12,0.63,0.26,0.07,0.07,0.26,0.45,0.07,0.18,0.34,0.26,0.6,0.33,./results/081A12.JPG
162,0,0.6,0.24,0.07,0.07,0.25,0.43,0.06,0.2,0.36,0.24,0.56,0.32,./results/082A00.JPG
163,22,0.6,0.28,0.06,0.06,0.25,0.43,0.06,0.22,0.41,0.28,0.63,0.36,./results/082A22.JPG
